year,sex,value,note,lid
1950,1,53.13609460825408,,1
1950,2,48.87585968292085,,1
1950,3,51.02010007868096,,1
1951,1,52.09981635415328,,1
1951,2,47.87445169623161,,1
1951,3,50.00270064523138,,1
1952,1,51.03046496929975,,1
1952,2,46.89371805699294,,1
1952,3,48.97920088029739,,1
1953,1,49.9822021111519,,1
1953,2,45.89106423788824,,1
1953,3,47.95492755566843,,1
1954,1,48.83511703261634,,1
1954,2,44.88560535904251,,1
1954,3,46.87857938308437,,1
1955,1,47.81897184743534,,1
1955,2,43.87551630817843,,1
1955,3,45.86362959064228,,1
1956,1,46.80088263489468,,1
1956,2,43.041853243307,,1
1956,3,44.93336364621436,,1
1957,1,47.44621694226592,,1
1957,2,43.75397620829391,,1
1957,3,45.60924756183182,,1
1958,1,46.67437376850736,,1
1958,2,43.01038811671987,,1
1958,3,44.84967441411514,,1
1959,1,44.45801491147272,,1
1959,2,40.79360365550811,,1
1959,3,42.6321272878527,,1
1960,1,43.90863957238966,,1
1960,2,40.37278352056939,,1
1960,3,42.14666382412646,,1
1961,1,43.01743508898114,,1
1961,2,39.54937507443035,,1
1961,3,41.28969429838769,,1
1962,1,42.38969719675356,,1
1962,2,39.18043050778397,,1
1962,3,40.79213871379083,,1
1963,1,41.74539485221507,,1
1963,2,38.58128188971588,,1
1963,3,40.17135556409124,,1
1964,1,41.10167226351547,,1
1964,2,37.94388027812212,,1
1964,3,39.53178573403571,,1
1965,1,40.72349037003586,,1
1965,2,37.54254280398062,,1
1965,3,39.14286715366045,,1
1966,1,40.68335735101081,,1
1966,2,37.59730717416054,,1
1966,3,39.15045864420597,,1
1967,1,39.87728481682229,,1
1967,2,36.86462695888781,,1
1967,3,38.38115958845955,,1
1968,1,39.04005151224232,,1
1968,2,36.02161168307327,,1
1968,3,37.54141923301291,,1
1969,1,38.64399359751447,,1
1969,2,35.66600181508739,,1
1969,3,37.16596014459672,,1
1970,1,37.98807099706536,,1
1970,2,35.12871637253023,,1
1970,3,36.56949316168723,,1
1971,1,37.33708578261729,,1
1971,2,34.50562497819742,,1
1971,3,35.93254049999484,,1
1972,1,37.51729195807785,,1
1972,2,34.60883528530822,,1
1972,3,36.07453939069638,,1
1973,1,36.28800243437236,,1
1973,2,33.46298420602234,,1
1973,3,34.88673055034886,,1
1974,1,35.79395778031258,,1
1974,2,33.13318090141437,,1
1974,3,34.47425848206165,,1
1975,1,35.20733569183132,,1
1975,2,32.57420229578501,,1
1975,3,33.90159738038434,,1
1976,1,33.59325275326941,,1
1976,2,31.43916380042033,,1
1976,3,32.52594319793356,,1
1977,1,32.71913433511286,,1
1977,2,30.69413875310134,,1
1977,3,31.71671042040958,,1
1978,1,32.00868937314705,,1
1978,2,30.12278708165816,,1
1978,3,31.07529539169929,,1
1979,1,31.29285031722673,,1
1979,2,29.35259972211968,,1
1979,3,30.3328094883788,,1
1980,1,30.61522316067267,,1
1980,2,28.65476733871086,,1
1980,3,29.64540202352395,,1
1981,1,30.11564216259455,,1
1981,2,28.09932496667877,,1
1981,3,29.11852805155657,,1
1982,1,29.54991531040418,,1
1982,2,27.57726086929857,,1
1982,3,28.57406305206744,,1
1983,1,31.16748346010156,,1
1983,2,29.40697107272294,,1
1983,3,30.29636285288351,,1
1984,1,30.7944256208833,,1
1984,2,29.24635213360038,,1
1984,3,30.02823530807597,,1
1985,1,30.14388747023178,,1
1985,2,28.80965872544772,,1
1985,3,29.48346606847163,,1
