year,sex,value,ageg,lid,aapc,projected2050,pct_decrease2050,pop,tercile,aapc2,projected20502,pct_decrease20502,tercile2
2019,3,11.91475352553232,hgap,55,-0.003289289221605296,10.759719207132324,9.694152010151559,2484.792,3,-0.004142770957882203,10.478772294687646,12.052127035338883,3
2023,3,16.046895265664876,nnm,55,-0.03062003500563586,7.0200788089444,56.252728688489164,2484.792,3,-0.030229303654626793,7.094530895423425,55.78876301010446,3
2023,3,21.674086850128617,pnm,55,-0.043251897912886014,6.741727171236665,68.89498866617,2484.792,3,-0.03335079523597369,8.807872477046137,59.362198103428426,3
2023,3,12.781141045827503,q5_19,55,-0.03247151435419902,5.3187581258434635,58.38588975137074,2484.792,3,-0.02399854755166846,6.685960932358276,47.68885729071149,3
2023,3,49.67664947103201,u20m,55,-0.03598397006440339,18.802085629130993,62.15105924143481,2484.792,3,-0.02950683265597087,22.39528647354195,54.91788050922931,3
2019,1,15.427347300000008,hgap,56,-0.005772676617971317,12.899502672401109,16.38547819299367,2697.848,3,-0.008540671655668408,11.838783886938783,23.261052877582028,3
2023,1,22.022736085039103,nnm,56,-0.032905118538477975,9.05789884485845,58.87023842141108,2697.848,3,-0.030577280181780075,9.645474225954464,56.20219854286403,3
2023,1,27.189191712493454,pnm,56,-0.04097748512860773,8.992828553831215,66.92498751370013,2697.848,3,-0.03943961221792458,9.3740946913431,65.52271656153833,3
2023,1,33.93878316908028,q5_19,56,-0.021436450884405645,19.025386765496403,43.942048037746495,2697.848,3,-0.025408796328498972,17.090468422003593,49.6432493267061,3
2023,1,80.90205950424934,u20m,56,-0.03018283833731452,35.8127023972523,55.73326239566094,2697.848,3,-0.0305021004074014,35.50532091388283,56.11320511313074,3
2019,2,8.633021299999996,hgap,56,-0.0028682740637560045,7.898540855283469,8.507802994955284,2697.848,3,-0.002730889526094682,7.932251849444723,8.117314045724324,3
2023,2,16.522361209828734,nnm,56,-0.03555661387464735,6.326113797902632,61.71180548855579,2697.848,3,-0.03367883079357892,6.6551184932140535,59.720536255707245,3
2023,2,23.172319860907507,pnm,56,-0.044665444156970976,6.937846783740239,70.05976602521949,2697.848,3,-0.04280976090797699,7.294312335803834,68.5214411867774,3
2023,2,28.64405386718516,q5_19,56,-0.03680091423238809,10.604953395651721,62.97677191634933,2697.848,3,-0.04073824185432109,9.535420584764177,66.71064567544322,3
2023,2,66.82982361995582,u20m,56,-0.03816985780316058,23.8447312647741,64.32022415565092,2697.848,3,-0.038793114921385555,23.44683081805381,64.91561768681306,3
2019,3,12.141263836064724,hgap,56,-0.004858453999139423,10.443688361068272,13.981867933335982,2697.848,3,-0.006595365808879183,9.896226721538138,18.49096720769603,3
2023,3,19.310776024085285,nnm,56,-0.03406260362394655,7.698095691384384,60.135751759623915,2697.848,3,-0.031908319161940035,8.159139140636393,57.748258638286,3
2023,3,25.205588701972538,pnm,56,-0.042631846896565496,7.972561848564056,68.36986454539688,2697.848,3,-0.040952363115530674,8.34240830019667,66.90254530915276,3
2023,3,31.318180270208273,q5_19,56,-0.028674302089620296,14.439862507936175,53.89303470587581,2697.848,3,-0.03248097636257432,13.029452950865974,58.39651972608265,3
2023,3,73.96887777753803,u20m,56,-0.03380860104089587,29.69005692427275,59.86142034820937,2697.848,3,-0.03422857053615776,29.355297666297645,60.313988060513864,3
2019,1,13.477726899999993,hgap,57,-0.0029725729901731055,12.291263199099806,8.803143955233194,33787.916,3,-0.005365393934025508,11.412522891131141,15.323088412400262,3
2023,1,22.409870635208502,nnm,57,-0.03182632313788343,9.489546178312473,57.65461419753447,33787.916,3,-0.02819814404637109,10.466206370175719,53.29644449739885,3
2023,1,23.483540663049695,pnm,57,-0.044987722610842516,6.970111821827498,70.31916131456846,33787.916,3,-0.041909249266183224,7.57421751911573,67.74669702583041,3
2023,1,39.205005003083215,q5_19,57,-0.013293529973241468,27.381815029935222,30.157348461550196,33787.916,3,-0.010173090667398733,29.788754880025337,24.017979649071215,3
2023,1,82.79353392126343,u20m,57,-0.026855062215773183,40.09546700997741,51.57174103945344,33787.916,3,-0.023328345941837726,44.1010955776061,46.733647558097715,3
2019,2,11.506110499999977,hgap,57,-0.003836820901257676,10.215812797711862,11.214021473964788,33787.916,3,-0.004305503636692532,10.068458628681197,12.494681598258442,3
2023,2,16.92303139927366,nnm,57,-0.031088434595242374,7.310325236525814,56.80250739923834,33787.916,3,-0.030288766945017986,7.469878928596196,55.8596875916876,3
2023,2,19.8510601491938,pnm,57,-0.04888595153706406,5.303339530518299,73.28435110941075,33787.916,3,-0.044846496950022366,5.914470623180981,70.20576947160586,3
2023,2,27.609401915884458,q5_19,57,-0.03512367221925254,10.69543712842147,61.26161239925995,33787.916,3,-0.0364236801999291,10.326537089735583,62.59775158767767,3
2023,2,63.041517782118085,u20m,57,-0.037575710740815185,22.856815215428412,63.74323458641121,33787.916,3,-0.03661697903002938,23.45620552794898,62.792447972116555,3
2019,3,12.574024184852334,hgap,57,-0.0032288532882279062,11.37637300655214,9.524804157311708,33787.916,3,-0.004757309556063127,10.849907093326012,13.711736721512993,3
2023,3,19.71958936028167,nnm,57,-0.031515395414977165,8.42073274856648,57.29762626027524,33787.916,3,-0.029095370265985476,8.989322896699038,54.414249037026416,3
2023,3,21.688810502198397,pnm,57,-0.04673812282678904,6.140260488967998,71.68927042658419,33787.916,3,-0.043201676230631404,6.755461063780538,68.85278211501826,3
2023,3,33.4820645634567,q5_19,57,-0.02275522043404008,18.112801574355366,45.902972798982645,33787.916,3,-0.021262578261548003,18.857680721486343,43.678261877351005,3
2023,3,73.09065136420234,u20m,57,-0.031533535144700496,31.196160344344246,57.31853559643715,33787.916,3,-0.02905931605136729,33.35137286480405,54.36985135264703,3
2019,1,13.083177500000005,hgap,58,-0.0035686117245160355,11.713011070120988,10.472734394064567,14405.469,3,-0.007114845083887289,10.493615735606184,19.793064524224484,3
2023,1,38.311970128503255,nnm,58,-0.01642404377273148,24.589344568624558,35.818115105673904,14405.469,3,-0.019424032107200163,22.676145580232916,40.81185200297917,3
