year,sex,value,note,lid
1969,1,15.56280693678625,,49
1969,2,6.77376697775689,,49
1969,3,11.2737035274445,,49
1970,1,15.35822276632304,,49
1970,2,6.726139044537227,,49
1970,3,11.14711084784614,,49
1971,1,14.93640257849671,,49
1971,2,6.682350533040116,,49
1971,3,10.91153172552084,,49
1972,1,14.36115004962646,,49
1972,2,6.642094244225016,,49
1972,3,10.59910613706883,,49
1973,1,13.73246962692076,,49
1973,2,6.606684017559039,,49
1973,3,10.26153579366662,,49
1974,1,12.84453695346588,,49
1974,2,6.559277343353043,,49
1974,3,9.785103200098732,,49
1975,1,12.00081758494465,,49
1975,2,6.513661446379326,,49
1975,3,9.331891988790918,,49
1976,1,11.1516536647458,,49
1976,2,6.460762066925696,,49
1976,3,8.871897671511864,,49
1977,1,10.33074231417963,,49
1977,2,6.400109320675029,,49
1977,3,8.422294475174619,,49
1978,1,9.565699700270214,,49
1978,2,6.328775926260799,,49
1978,3,7.995831594428293,,49
1979,1,8.879449654317861,,49
1979,2,6.246759087604081,,49
1979,3,7.604231772242231,,49
1980,1,8.279587027629098,,49
1980,2,6.146005952764044,,49
1980,3,7.247479358349129,,49
1981,1,7.782110625803806,,49
1981,2,6.031158791173996,,49
1981,3,6.936176205853184,,49
1982,1,7.387593309666873,,49
1982,2,5.898979035653285,,49
1982,3,6.669223669913404,,49
1983,1,7.069994242581257,,49
1983,2,5.748407039502856,,49
1983,3,6.43276380371649,,49
1984,1,6.796563818687651,,49
1984,2,5.578760515271064,,49
1984,3,6.209631494043188,,49
1985,1,6.539558700524806,,49
1985,2,5.389754097854471,,49
1985,3,5.985474357262932,,49
1986,1,6.275040993879433,,49
1986,2,5.181628908236813,,49
1986,3,5.748049441862246,,49
1987,1,5.985401204574581,,49
1987,2,4.957344172431766,,49
1987,3,5.489773199900405,,49
1988,1,5.666610402581762,,49
1988,2,4.714600222123999,,49
1988,3,5.207416519734109,,49
1989,1,5.343449431914005,,49
1989,2,4.467276201128634,,49
1989,3,4.92052545299293,,49
1990,1,5.030445954552376,,49
1990,2,4.219614929290572,,49
1990,3,4.63871090912138,,49
1991,1,4.740368752082946,,49
1991,2,3.976829463671061,,49
1991,3,4.371153933494631,,49
1992,1,4.514255324363448,,49
1992,2,3.785202607464955,,49
1992,3,4.161298943669567,,49
1993,1,4.266098644155059,,49
1993,2,3.524663936148364,,49
1993,3,3.906780914994301,,49
1994,1,4.091902342751697,,49
1994,2,3.329348072100058,,49
1994,3,3.722064489224519,,49
1995,1,3.908212067871619,,49
1995,2,3.118750415422311,,49
1995,3,3.524986225314164,,49
1996,1,3.753766255743862,,49
1996,2,2.935133744496832,,49
1996,3,3.355991045709383,,49
1997,1,3.611316432314604,,49
1997,2,2.764451395688483,,49
