year,sex,value,ageg,lid,decline
2023,1,3.49695611000061,nnm,205,-.9316802
2023,2,2.857430458068848,nnm,205,-2.4452932
2023,2,2.966906185577489,q5_19,205,1.9455712
2023,3,3.183765172958374,nnm,205,-2.1321023
2023,1,4.516474016128091,q5_19,205,.75370651
2023,2,1.60733163356781,pnm,205,-1.3727838
2023,3,1.862373232841492,pnm,205,-1.1279979
2023,1,2.10715913772583,pnm,205,.32699943
2023,3,3.757015654436202,q5_19,205,-.036402956
2009,1,11.44855880737305,hgap,100,-2.110775
2009,3,9.540699005126953,hgap,100,
2009,2,7.429924011230469,hgap,100,0
2013,2,4.70634937286377,nnm,100,0
2013,3,7.580355631942481,q5_19,100,0
2013,3,5.029285430908203,nnm,100,
2013,1,8.016801834106445,pnm,100,
2013,1,5.315148830413818,nnm,100,-.32293606
2013,3,7.572295188903809,pnm,100,-.9690032
2013,2,7.047798633575439,pnm,100,0
2013,2,6.228647372843121,q5_19,100,
2013,1,8.745966043384845,q5_19,100,1.3517083
2019,3,6.257301807403564,hgap,100,-1.4191656
2019,1,8.121533393859863,hgap,100,-5.4533129
2019,2,4.087386131286621,hgap,100,1.9078598
2023,1,4.955783701561245,q5_19,100,-2.0168726
2023,1,2.670180320739746,nnm,100,.2858634
2023,3,4.656426906585693,pnm,100,-.44450665
2023,3,2.547045469284058,nnm,100,-2.6126652
2023,1,5.073732852935791,pnm,100,-3.3603749
2023,3,4.211774735869533,q5_19,100,-2.8856566
2023,2,2.416620254516602,nnm,100,-2.3591051
2023,2,3.342990700623827,q5_19,100,2.5173187
2023,2,4.18610668182373,pnm,100,-2.943069
2009,1,14.08121585845947,hgap,206,0
2009,2,10.81049251556396,hgap,206,
2009,3,12.4683141708374,hgap,206,3.2707233
2012,2,200.09383,math,206,0
2012,1,174.62728,math,206,
2012,3,188.0991,math,206,25.466551
2013,2,7.78339147567749,pnm,206,0
2013,1,8.961251258850098,pnm,206,
2013,1,12.57118221999964,q5_19,206,
2013,2,5.232255054009372,q5_19,206,0
2013,3,8.345134735107422,nnm,206,
2013,1,9.538330078125,nnm,206,0
2013,3,8.38749885559082,pnm,206,-1.1778598
2013,2,7.103190422058105,nnm,206,1.1931953
2013,3,8.965663342113128,q5_19,206,-7.3389273
2019,1,11.92952537536621,hgap,206,-1.2226954
2019,2,9.587797164916992,hgap,206,1.6578217
2019,3,10.77505970001221,hgap,206,1.1190329
2022,2,186.1890500000001,math,206,2.6186199
2022,1,177.2459000000001,math,206,7.2635798
2022,3,181.89086,math,206,13.47182
2023,1,6.698103904724121,nnm,206,-2.2807922
2023,2,4.812953325463165,q5_19,206,-2.2735102
2023,1,10.29767205870802,q5_19,206,-4.9605808
2023,3,5.910731792449951,pnm,206,-.5737524
2023,3,6.064342498779297,nnm,206,-2.9432249
2023,1,6.499520778656006,pnm,206,-3.0505195
2023,3,7.610601396662142,q5_19,206,-3.6055188
2023,2,5.296109199523926,pnm,206,-2.4617305
2023,2,5.401909828186035,nnm,206,-1.2419443
2009,2,11.14954948425293,hgap,44,2.574151
2009,1,16.33528327941895,hgap,44,0
2009,3,13.76113224029541,hgap,44,
2013,1,38.51013565063477,pnm,44,0
2013,2,26.02072143554688,nnm,44,
2013,3,37.83553314208984,pnm,44,1.1759148
2013,3,20.78097960418179,q5_19,44,-3.4435256
2013,2,19.03273443737497,q5_19,44,0
2013,2,37.33422088623047,pnm,44,
2013,1,31.5143985748291,nnm,44,0
2013,3,28.84475517272949,nnm,44,5.4936771
2013,1,22.47626010769543,q5_19,44,
2019,1,16.05748176574707,hgap,44,-2.6115828
2019,2,11.01261520385742,hgap,44,-.19161224
2019,3,13.56951999664307,hgap,44,2.2963495
2023,1,23.10678482055664,nnm,44,-4.8521423
2023,3,15.23744674976357,q5_19,44,-5.189065
2023,3,21.1685791015625,nnm,44,-6.9088459
2023,1,26.77173614501953,pnm,44,-11.40127
2023,2,13.08550359213179,q5_19,44,-7.2388134
2023,2,25.1813850402832,pnm,44,.50131226
2023,1,17.28719512296095,q5_19,44,-1.6952806
2023,3,25.93295097351074,pnm,44,-12.152836
2023,2,19.11187553405762,nnm,44,2.8240337
2009,1,12.94223308563232,hgap,45,0
2009,2,8.847622871398926,hgap,45,
2009,3,10.90056896209717,hgap,45,4.0946102
2013,2,19.15424316882697,q5_19,45,0
2013,3,20.01875114440918,nnm,45,
2013,1,21.63498995716673,q5_19,45,-1.2463206
2013,3,36.85939407348633,pnm,45,3.0467377
2013,1,22.62074089050293,nnm,45,0
2013,2,17.40442276000977,nnm,45,2.6019897
2013,3,20.40056376010313,q5_19,45,
2013,1,38.37299346923828,pnm,45,0
2013,2,35.32625579833984,pnm,45,
2019,3,10.66925525665283,hgap,45,-.076031685
2019,2,8.771591186523438,hgap,45,2.0529461
2019,1,12.55053424835205,hgap,45,1.8216324
2023,2,12.84616851806641,nnm,45,-5.1813374
2023,2,13.44916622077352,q5_19,45,1.2344261
2023,1,16.0627115412727,q5_19,45,-6.9513974
2023,1,16.79745292663574,nnm,45,-2.6143284
2023,3,25.41515731811523,pnm,45,1.5331383
2023,1,26.38852500915527,pnm,45,-9.9110985
2023,3,14.7647814745161,q5_19,45,-4.337852
2023,3,14.8374137878418,nnm,45,-3.2212982
2023,2,24.42804718017578,pnm,45,-8.9377308
2009,2,11.2055606842041,hgap,46,
2009,3,13.46395683288574,hgap,46,4.5164576
2009,1,15.72201824188232,hgap,46,0
2013,3,28.52774238586426,nnm,46,6.7384529
2013,1,31.88378524780273,nnm,46,0
2013,2,50.37698106127863,q5_19,46,2.1153579
2013,1,54.61352086639859,q5_19,46,0
2013,2,71.26486968994141,pnm,46,4.7777405
2013,3,76.05528259277344,pnm,46,
2013,2,25.14533233642578,nnm,46,
2013,3,52.49816307273703,q5_19,46,
2013,1,80.83302307128906,pnm,46,0
2019,1,15.18576717376709,hgap,46,2.2583961
2019,3,13.21595573425293,hgap,46,.04524231
2019,2,11.25080299377441,hgap,46,3.9802065
2023,1,44.71191098891214,q5_19,46,-12.093144
2023,2,48.71939849853516,pnm,46,-4.7904129
2023,1,57.00373077392578,pnm,46,-23.16679
2023,2,18.97356796264648,nnm,46,-.84889221
2023,3,52.88849258422852,pnm,46,-27.335884
2023,2,36.08682895336391,q5_19,46,-7.786252
2023,1,24.29644012451172,nnm,46,-3.4914913
2023,3,40.40501821340925,q5_19,46,-2.121182
2023,3,21.65384101867676,nnm,46,3.38241
2009,2,1.748308777809143,hgap,250,
2009,3,3.994805812835693,hgap,250,4.2637596
2009,1,6.012068271636963,hgap,250,0
2013,2,3.660630702972412,nnm,250,-.22929406
2013,2,4.290424421059313,q5_19,250,1.8648036
2013,1,5.768427848815918,pnm,250,0
2013,3,5.661881923675537,pnm,250,
2013,3,6.241750212919839,q5_19,250,
2013,3,3.909589529037476,nnm,250,0
2013,1,4.138883590698242,nnm,250,
2013,1,8.106553727847299,q5_19,250,0
2013,2,5.554732799530029,pnm,250,.10654593
2019,2,.2429593354463577,hgap,250,1.0443722
2019,3,2.792680978775024,hgap,250,3.7110538
2019,1,5.459362506866455,hgap,250,2.2464972
2023,1,3.971837759017944,pnm,250,-1.7586248
2023,2,2.682443141937256,nnm,250,-.47825289
2023,1,2.91800594329834,nnm,250,-1.3355565
2023,2,3.82967209815979,pnm,250,-1.6900442
2023,3,5.246533523870722,q5_19,250,.36889187
2023,3,2.803327083587646,nnm,250,-1.4564404
2023,2,3.80992791341439,q5_19,250,-.99521667
2023,1,6.610642082100826,q5_19,250,-1.9513258
2023,3,3.903257131576538,pnm,250,-.10714912
2009,3,10.11183834075928,hgap,207,0
2009,2,8.648147583007813,hgap,207,
2009,1,11.51610851287842,hgap,207,1.4636908
2012,2,168.6714700000001,math,207,
2012,3,157.58782,math,207,0
2012,1,145.044,math,207,-11.08365
2013,1,6.078688585572367,q5_19,207,
2013,3,4.71740501396023,q5_19,207,-2.7839348
2013,3,5.867274284362793,nnm,207,-1.0890722
2013,2,3.294753723584676,q5_19,207,0
2013,3,3.756139755249023,pnm,207,.42136836
2013,1,6.399820804595947,nnm,207,
2013,1,3.961973428726196,pnm,207,0
2013,2,5.31074857711792,nnm,207,0
2013,2,3.540605068206787,pnm,207,
2019,3,8.494926452636719,hgap,207,1.0928726
2019,1,9.741020202636719,hgap,207,-1.4542928
2019,2,7.193854808807373,hgap,207,2.8679609
2022,1,172.55312,math,207,11.34018
2022,2,187.7169000000001,math,207,-23.62747
2022,3,180.01165,math,207,19.045429
2023,1,6.015731490232379,q5_19,207,-1.6528872
2023,2,4.196873664855957,nnm,207,-.53254652
2023,1,3.27306342124939,pnm,207,.21553469
2023,3,3.105767488479614,pnm,207,-.26754165
2023,2,2.931501388549805,pnm,207,-.43483758
2023,1,4.802916049957275,nnm,207,-2.2029471
2023,3,4.506818771362305,nnm,207,-1.5969048
2023,2,2.764920630133338,q5_19,207,-.062957093
2023,3,4.425801364962623,q5_19,207,-1.3612835
2009,2,1.133234977722168,hgap,150,1.0395451
2009,3,2.216636419296265,hgap,150,
2009,1,3.256181478500366,hgap,150,0
2012,1,87.79107000000005,math,150,5.89252
2012,3,93.45623000000006,math,150,
2012,2,99.34875000000005,math,150,0
2013,3,3.044629812240601,nnm,150,-.5385704
2013,2,2.766308546066284,nnm,150,0
2013,1,3.304878950119019,nnm,150,
2013,3,2.614522218307158,q5_19,150,
2013,3,1.946288228034973,pnm,150,
2013,1,3.550130805814677,q5_19,150,-.97752959
2013,2,1.636992649698854,q5_19,150,0
2013,1,2.226404666900635,pnm,150,0
2013,2,1.648225426673889,pnm,150,.28011644
2019,2,.7484602332115173,hgap,150,.80684185
2019,1,3.023478269577026,hgap,150,-1.0834014
2019,3,1.92159104347229,hgap,150,-1.4681761
2022,1,98.33968000000004,math,150,11.37762
2022,2,104.83385,math,150,8.0262699
2022,3,101.4825,math,150,-5.6651602
2023,3,2.531217813491821,nnm,150,-.55668902
2023,2,2.301231145858765,nnm,150,-.26024914
2023,3,1.433468699455261,pnm,150,-.39578962
2023,3,2.467994816558017,q5_19,150,.57541889
2023,1,3.189941094805748,q5_19,150,.93560857
2023,1,2.748189926147461,nnm,150,-1.0036478
2023,2,1.309470772743225,pnm,150,-.51281953
2023,2,1.700897502244114,q5_19,150,-.14652739
2023,1,1.550498604774475,pnm,150,-.2980628
2009,2,8.123085021972656,hgap,208,0
2009,1,12.38582229614258,hgap,208,
2009,3,10.30623722076416,hgap,208,-4.2627373
2013,2,2.424935340881348,nnm,208,.38910246
2013,2,3.081218481063843,pnm,208,
2013,1,3.229049205780029,nnm,208,0
2013,3,3.339916706085205,pnm,208,0
2013,3,3.900732167368304,q5_19,208,-1.6354774
2013,1,4.699536743759447,q5_19,208,
2013,3,2.839946746826172,nnm,208,
2013,1,3.580500364303589,pnm,208,.25869823
2013,2,3.064059261585594,q5_19,208,0
2019,2,7.416595458984375,hgap,208,-2.0795851
2019,3,8.851347923278809,hgap,208,-4.9692268
2019,1,10.22399616241455,hgap,208,-3.5344744
2023,2,2.610969543457031,pnm,208,.49928188
2023,1,4.072661769103036,q5_19,208,-1.0926967
2023,1,3.453044652938843,pnm,208,-.022633314
2023,2,3.117949130493236,q5_19,208,-.62687498
2023,3,2.678348779678345,nnm,208,.43458915
2023,1,3.274535894393921,nnm,208,-.41501141
2023,2,2.064785480499268,nnm,208,-.16159797
2023,3,3.058585166931152,pnm,208,-.47024894
2023,3,3.606840090966346,q5_19,208,-.79880458
2013,1,7.09510019842885,q5_19,209,2.0181308
2013,3,5.149249566750225,q5_19,209,0
2013,2,3.131118880282613,q5_19,209,
2023,3,5.111652709248404,q5_19,209,3.9639814
2023,2,2.831779797713097,q5_19,209,1.9805338
2023,1,7.299280997398516,q5_19,209,-.29933909
2009,3,9.578915596008301,hgap,101,
2009,2,7.472715854644775,hgap,101,0
2009,1,11.31448173522949,hgap,101,-2.1061997
2012,2,125.0575200000001,math,101,0
2012,3,124.8913200000001,math,101,.32657
2012,1,124.7309500000001,math,101,
2013,1,1.922135942429293,q5_19,101,0
2013,1,1.859125733375549,nnm,101,
2013,1,1.466939210891724,pnm,101,.042690158
2013,2,1.544031858444214,nnm,101,0
2013,3,1.43442049251008,q5_19,101,1.0168952
2013,2,.9052407154421793,q5_19,101,
2013,3,1.42306923866272,pnm,101,0
2013,3,1.708497285842896,nnm,101,-.31509387
2013,2,1.3803790807724,pnm,101,
2019,2,6.998619556427002,hgap,101,1.4549179
2019,1,11.03383350372314,hgap,101,1.7355661
2019,3,9.063729286193848,hgap,101,-2.580296
2022,1,153.95773,math,101,.16037001
2022,3,146.28103,math,101,13.52689
2022,2,138.25784,math,101,29.22678
2023,2,1.755255222320557,nnm,101,.056077003
2023,1,2.062135934829712,nnm,101,-.15062845
2023,3,1.915202736854553,nnm,101,.2030102
2023,3,1.645828604698181,pnm,101,.08656013
2023,3,.9686768095299447,q5_19,101,.52917975
2023,1,1.713489651679993,pnm,101,.19686961
2023,2,1.577248692512512,pnm,101,.26544952
2023,2,.6861816142198496,q5_19,101,.063436091
2023,1,1.235048268228289,q5_19,101,-.21905909
2009,1,3.318234443664551,hgap,151,1.6059164
2009,2,.1703182309865952,hgap,151,
2009,3,1.77623462677002,hgap,151,0
2012,1,59.87762000000004,math,151,0
2012,2,71.68447000000003,math,151,
2012,3,65.62980000000005,math,151,-11.80685
2013,1,3.633414495391118,q5_19,151,
2013,2,1.608714469468864,q5_19,151,-.98437309
2013,3,2.649041396432517,q5_19,151,0
2013,3,1.532075166702271,nnm,151,0
2013,2,1.27509605884552,nnm,151,
2013,1,1.776249766349792,nnm,151,.25697911
2013,2,1.241856694221497,pnm,151,0
2013,1,1.757697582244873,pnm,151,-.26400936
2013,3,1.505866050720215,pnm,151,
2019,1,2.59575891494751,hgap,151,3.1479163
2019,3,1.138643145561218,hgap,151,2.4254408
2019,2,-.4119471609592438,hgap,151,.9683249
2022,1,73.93032000000005,math,151,-6.0546699
2022,2,81.35415000000006,math,151,5.9040298
2022,3,77.58850000000007,math,151,2.2458501
2023,1,1.528989434242249,nnm,151,-.094309092
2023,1,2.873409401269345,q5_19,151,-2.0246999
2023,1,1.464931964874268,pnm,151,.25183153
2023,2,1.220334053039551,pnm,151,-.040934086
2023,3,1.345720410346985,pnm,151,-.285532
2023,2,1.718534883993872,q5_19,151,-1.3242675
2023,2,1.180786967277527,nnm,151,.50115371
2023,3,2.309147018220603,q5_19,151,-.76000512
2023,3,1.359310984611511,nnm,151,.25389338
2009,1,16.18895530700684,hgap,47,-3.6673403
2009,3,12.47705078125,hgap,47,
2009,2,8.809710502624512,hgap,47,0
2013,1,40.5587158203125,nnm,47,4.637289
2013,2,31.39014625549316,nnm,47,
2013,2,52.97603988647461,pnm,47,-5.737278
2013,3,58.77656936645508,pnm,47,0
2013,3,36.02743530273438,nnm,47,0
2013,1,64.51384735107422,pnm,47,
2013,2,26.81862693088022,q5_19,47,
2013,1,31.94141753382551,q5_19,47,0
2013,3,29.43166988845725,q5_19,47,5.1227908
2019,2,8.899148941040039,hgap,47,3.0717974
2019,1,15.54884815216064,hgap,47,3.7119045
2019,3,12.39326095581055,hgap,47,-3.5779018
2023,3,40.18209838867188,pnm,47,-19.791794
2023,2,18.22037463666248,q5_19,47,-6.1734238
2023,1,31.88327980041504,nnm,47,-6.780756
2023,1,22.96319194919894,q5_19,47,-8.5982523
2023,1,44.72205352783203,pnm,47,-11.537807
2023,2,24.60939025878906,nnm,47,-3.120039
2023,3,20.64520295071681,q5_19,47,2.6130431
2023,2,35.60786819458008,pnm,47,-24.331749
2023,3,28.27010726928711,nnm,47,9.1685696
2009,2,-.5066664814949036,hgap,152,-1.8599322
2009,1,3.312037706375122,hgap,152,
2009,3,1.452105522155762,hgap,152,0
2012,2,71.55895000000004,math,152,
2012,3,64.56094000000002,math,152,-13.9245
2012,1,57.63445000000002,math,152,0
2013,1,2.18858814239502,nnm,152,
2013,2,1.259218515065719,q5_19,152,
2013,3,1.74431037902832,pnm,152,0
2013,3,1.7401501756098,q5_19,152,.9383738
2013,1,1.943428516387939,pnm,152,.21546018
2013,3,2.3234703540802,nnm,152,.28386092
2013,1,2.197592319295283,q5_19,152,0
2013,2,1.528850197792053,pnm,152,
2013,2,2.472449064254761,nnm,152,0
2019,2,-1.919077277183533,hgap,152,-3.2817416
2019,1,1.889735579490662,hgap,152,-3.8187041
2019,3,.0302961952984333,hgap,152,-1.4223021
2022,3,75.31384000000003,math,152,9.7055101
2022,1,69.59347000000002,math,152,-6.9980102
2022,2,81.26446000000004,math,152,-1.96548
2023,3,1.943717122077942,nnm,152,-.41687202
2023,2,1.392175316810608,pnm,152,.0049675703
2023,1,2.000438844471431,q5_19,152,.48093167
2023,3,1.622861962641831,q5_19,152,-.030494265
2023,1,2.09882640838623,nnm,152,.13488221
2023,3,1.461100816726685,pnm,152,.41457832
2023,1,1.533817768096924,pnm,152,-.067749381
2023,2,1.771716117858887,nnm,152,-.089761734
2023,2,1.228724250001201,q5_19,152,.74122036
2009,1,13.30285549163818,hgap,48,-2.7940707
2009,3,10.54686546325684,hgap,48,
2009,2,7.752794742584229,hgap,48,0
2013,2,43.56385040283203,pnm,48,2.2352257
2013,3,24.54714202880859,nnm,48,0
2013,2,35.07020297301911,q5_19,48,
2013,1,28.01549911499023,nnm,48,3.5447063
2013,2,21.0024356842041,nnm,48,
2013,3,40.83931102892391,q5_19,48,0
2013,1,46.47377554101517,q5_19,48,5.7691078
2013,3,45.8874397277832,pnm,48,
2013,1,48.12266540527344,pnm,48,0
2019,1,13.0153226852417,hgap,48,-2.8193316
2019,2,7.72753381729126,hgap,48,2.75599
2019,3,10.38555145263672,hgap,48,2.4684572
2023,1,33.96279144287109,pnm,48,-14.156969
2023,2,29.41681861877441,pnm,48,-11.924648
2023,3,19.15616989135742,nnm,48,7.0130634
2023,1,34.87381445452964,q5_19,48,-6.1120648
2023,1,21.85271835327148,nnm,48,-1.8462658
2023,2,22.89528992100976,q5_19,48,11.403573
2023,3,31.73047065734863,pnm,48,-2.3235893
2023,3,28.95813814211201,q5_19,48,-12.174913
2023,2,16.38722038269043,nnm,48,.85028267
2009,2,1.580296158790588,hgap,210,-1.7569516
2009,3,3.325455904006958,hgap,210,0
2009,1,5.082407474517822,hgap,210,
2013,3,12.39386558532715,nnm,210,-1.705637
2013,1,13.23313903808594,nnm,210,
2013,2,12.44894599914551,pnm,210,0
2013,2,6.158079109326864,q5_19,210,-2.3710985
2013,2,11.52750205993652,nnm,210,0
2013,3,8.484755940577958,q5_19,210,0
2013,3,13.16298770904541,pnm,210,-1.4082785
2013,1,13.8572244644165,pnm,210,
2013,1,10.85585446060899,q5_19,210,
2019,1,3.629755020141602,hgap,210,-4.4193397
2019,2,.663067638874054,hgap,210,-3.5021114
2019,3,2.150821685791016,hgap,210,-1.4526525
2023,1,18.59275054931641,nnm,210,4.1656361
2023,2,4.351623088072132,q5_19,210,-4.6977754
2023,3,17.39877510070801,nnm,210,-.83927345
2023,1,16.39848136901855,pnm,210,.89327908
2023,2,16.17615509033203,nnm,210,5.3596115
2023,3,15.58217334747314,pnm,210,-.69423676
2023,3,8.129984467023842,q5_19,210,1.1062669
2023,2,14.75050354003906,pnm,210,1.7249489
2023,1,11.9621213590021,q5_19,210,-6.5042315
2009,2,7.466414928436279,hgap,211,
2009,3,9.11500358581543,hgap,211,0
2009,1,10.72015571594238,hgap,211,1.6485887
2013,3,6.962209068144487,q5_19,211,0
2013,2,4.259722043353453,q5_19,211,-2.6033015
2013,2,15.06240844726563,pnm,211,
2013,3,19.48167991638184,nnm,211,4.8077984
2013,3,15.85036277770996,pnm,211,0
2013,1,9.565510649994003,q5_19,211,
2013,1,16.58791160583496,pnm,211,.78795433
2013,1,21.8540210723877,nnm,211,0
2013,2,17.04622268676758,nnm,211,
2015,2,234.84176,math,211,0
2015,1,239.0011500000001,math,211,-2.04391
2015,3,236.8856700000001,math,211,
2019,2,6.342126846313477,hgap,211,3.2537408
2019,3,7.762501239776611,hgap,211,-1.1242881
2019,1,9.13254451751709,hgap,211,.29608631
2022,3,225.4804600000001,math,211,-9.1566696
2022,1,227.729,math,211,-13.39849
2022,2,223.48718,math,211,2.1154799
2023,1,13.94748497009277,pnm,211,-2.3084106
2023,3,18.52240180969238,nnm,211,3.8412704
2023,2,16.10681343078613,nnm,211,2.4354572
2023,2,12.75399780273438,pnm,211,-1.68435
2023,2,3.293688546091134,q5_19,211,-2.6217363
2023,3,13.37805843353271,pnm,211,1.5255032
2023,1,6.943774351032661,q5_19,211,-5.3057885
2023,3,5.15765747177177,q5_19,211,-6.271822
2023,1,20.88749313354492,nnm,211,-.93940926
2009,1,16.12374877929688,hgap,11,2.762929
2009,2,10.59031677246094,hgap,11,
2009,3,13.35324573516846,hgap,11,0
2013,3,27.05482864379883,nnm,11,7.7404842
2013,1,33.95274302240692,q5_19,11,
2013,2,23.1062183380127,nnm,11,
2013,2,42.55466461181641,pnm,11,-2.1362724
2013,1,46.77150344848633,pnm,11,
2013,3,44.63523101806641,pnm,11,0
2013,1,30.84670257568359,nnm,11,0
2013,3,30.93680418292266,q5_19,11,0
2013,2,27.88695190271762,q5_19,11,-3.0159388
2019,2,10.29766368865967,hgap,11,2.4096289
2019,1,15.70151519775391,hgap,11,5.533432
2019,3,12.99994564056396,hgap,11,5.1111984
2023,1,31.62765884399414,pnm,11,-18.313976
2023,3,30.02642631530762,pnm,11,-15.143845
2023,3,20.20709609985352,nnm,11,3.9486103
2023,2,17.59136613921497,q5_19,11,-12.108919
2023,3,21.84382404795837,q5_19,11,-6.0657911
2023,1,26.02368298055779,q5_19,11,-16.361378
2023,2,28.45752716064453,pnm,11,-4.2168388
2023,1,23.13862037658691,nnm,11,-2.8991222
2023,2,17.13131523132324,nnm,11,.032402039
2009,1,11.43563938140869,hgap,12,0
2009,3,9.564309120178223,hgap,12,
2009,2,7.49805212020874,hgap,12,1.8713303
2013,1,8.225557906049508,q5_19,12,0
2013,3,7.219836711883545,pnm,12,
2013,1,5.109073162078857,nnm,12,0
2013,1,7.672218322753906,pnm,12,-.52667665
2013,3,4.813571929931641,nnm,12,
2013,3,7.087592224280903,q5_19,12,2.4437079
2013,2,6.693160057067871,pnm,12,0
2013,2,5.781850009337508,q5_19,12,
2013,2,4.480868816375732,nnm,12,.29550123
2019,3,6.604514122009277,hgap,12,-2.066257
2019,2,4.532871723175049,hgap,12,-1.1573334
2019,1,8.406975746154785,hgap,12,-2.959795
2023,3,4.520740032196045,pnm,12,.45238161
2023,3,2.564900875091553,nnm,12,-.33270311
2023,1,2.703205585479736,nnm,12,-2.2486711
2023,3,4.114103892167376,q5_19,12,-2.5267477
2023,2,2.417213678359985,nnm,12,-2.1103663
2023,1,4.858020038802646,q5_19,12,1.3057423
2023,1,4.932352066040039,pnm,12,-2.6990967
2023,2,3.255102277858302,q5_19,12,-.92382997
2023,2,4.061665058135986,pnm,12,-2.2874846
2009,2,2.782002210617065,hgap,13,
2009,3,4.693391799926758,hgap,13,3.7607586
2009,1,6.542760848999023,hgap,13,0
2013,1,5.209606170654297,pnm,13,0
2013,3,4.145662784576416,nnm,13,
2013,1,7.213908998637164,q5_19,13,
2013,2,4.282760143280029,pnm,13,
2013,2,3.502758335897749,q5_19,13,-1.8124233
2013,3,5.401485709540133,q5_19,13,0
2013,1,4.671448230743408,nnm,13,0
2013,3,4.759071350097656,pnm,13,.92684603
2013,2,3.588884592056274,nnm,13,.52578545
2019,1,5.655959129333496,hgap,13,-.38740635
2019,3,4.063271999359131,hgap,13,2.8739569
2019,2,2.394595861434937,hgap,13,1.9113896
2023,1,2.380016326904297,nnm,13,-2.2297554
2023,3,4.412250122542982,q5_19,13,-.90079826
2023,1,6.313110762911522,q5_19,13,-3.7111506
2023,3,2.568220615386963,pnm,13,.47631121
2023,2,1.915907382965088,nnm,13,-.55677819
2023,2,2.380775451660156,pnm,13,-1.7145395
2023,1,2.746161699295044,pnm,13,-1.9019847
2023,2,2.417028124880205,q5_19,13,-2.8016589
2023,3,2.154798269271851,nnm,13,-1.7656465
2009,2,13.9453010559082,hgap,212,-1.653513
2009,3,15.65501403808594,hgap,212,0
2009,1,17.30852699279785,hgap,212,
2013,2,8.346658706665039,pnm,212,.74149704
2013,3,9.142897527903315,q5_19,212,
2013,1,8.714030265808105,nnm,212,0
2013,2,6.384162425994873,nnm,212,1.1480427
2013,3,7.565987586975098,nnm,212,
2013,3,9.140512466430664,pnm,212,
2013,1,9.882009506225586,pnm,212,0
2013,2,6.942825050255008,q5_19,212,0
2013,1,11.25901577376076,q5_19,212,-2.2000725
2019,1,16.46273994445801,hgap,212,-3.3632259
2019,2,12.3025951385498,hgap,212,-2.8897114
2019,3,14.41881561279297,hgap,212,-.84578705
2023,3,5.792745590209961,nnm,212,-2.8183222
2023,2,5.314182014051538,q5_19,212,-1.985288
2023,2,4.747665405273438,nnm,212,-.7618618
2023,1,6.226279258728027,pnm,212,-3.3880568
2023,2,5.752455711364746,pnm,212,-3.1394048
2023,3,7.157609484917504,q5_19,212,-.21634136
2023,3,6.001107692718506,pnm,212,-.79385376
2023,1,6.804125785827637,nnm,212,-1.1818252
2023,1,8.926556171858113,q5_19,212,2.1161182
2009,1,13.94440937042236,hgap,49,0
2009,2,8.582733154296875,hgap,49,2.6119518
2009,3,11.33245754241943,hgap,49,
2013,1,11.09652016044505,q5_19,49,0
2013,1,13.52800750732422,nnm,49,2.135581
2013,1,13.51656246185303,pnm,49,
2013,3,8.742965823412717,q5_19,49,4.842073
2013,2,14.68659782409668,pnm,49,0
2013,2,6.254447094610982,q5_19,49,
2013,2,9.284818649291992,nnm,49,
2013,3,14.12508678436279,pnm,49,1.1700354
2013,3,11.42039966583252,nnm,49,0
2019,3,7.971044063568115,hgap,49,-4.6654286
2019,1,9.21285343170166,hgap,49,-2.7497244
2019,2,6.667028903961182,hgap,49,-2.1196041
2023,2,5.716371201426984,q5_19,49,2.4885187
2023,2,7.063105583190918,nnm,49,.74461937
2023,1,8.955754280090332,pnm,49,-4.3075361
2023,3,9.209026336669922,pnm,49,-4.071969
2023,2,9.44459342956543,pnm,49,.60852432
2023,3,8.570801734924316,nnm,49,4.2431889
2023,3,7.336560636456602,q5_19,49,-.53807586
2023,1,10.02943801879883,nnm,49,-.71401691
2023,1,8.884372731383984,q5_19,49,1.0821135
2009,3,14.02263927459717,hgap,213,
2009,1,15.16371154785156,hgap,213,0
2009,2,12.880202293396,hgap,213,1.1410723
2013,2,6.813573892770153,q5_19,213,0
2013,3,10.04370307922363,pnm,213,0
2013,1,17.65857576107888,q5_19,213,-5.553349
2013,3,12.36692300116515,q5_19,213,
2013,1,10.83838558197021,pnm,213,
2013,1,7.626726627349854,nnm,213,0
2013,2,5.945669651031494,nnm,213,.81414461
2013,3,6.812582015991211,nnm,213,
2013,2,9.196223258972168,pnm,213,-.7946825
2019,2,11.16195869445801,hgap,213,-1.142437
2019,1,13.11270713806152,hgap,213,-1.8610878
2019,3,12.1615514755249,hgap,213,-2.8606806
2022,2,224.28054,math,213,
2022,3,221.1185800000001,math,213,-6.4512401
2022,1,217.8293,math,213,0
2023,1,6.288311004638672,pnm,213,-4.8002825
2023,2,5.667243437405767,q5_19,213,-3.5434821
2023,3,5.42449951171875,nnm,213,-2.1838789
2023,2,5.752068996429443,pnm,213,-1.6421623
2023,3,6.038103103637695,pnm,213,-5.0863166
2023,1,11.78337277841723,q5_19,213,-6.6996794
2023,1,6.206885814666748,nnm,213,-.86691236
2023,2,4.628703117370605,nnm,213,-.6056962
2023,3,8.823440975616714,q5_19,213,5.2916527
2009,3,13.43529033660889,hgap,50,-6.5988827
2009,1,16.5710563659668,hgap,50,
2009,2,9.972173690795898,hgap,50,0
2013,1,72.29496765136719,pnm,50,0
