surveyyear,wi,NMR,CH,PNM,lid
2023,Poorest,5.5309029,5.6491284,8.8276262,134
2017,Middle,10.629811,8.0508957,14.38724,134
2023,Poorer,9.0487785,6.6646309,11.032045,134
2023,Richest,11.615894,2.3557086,6.4237652,134
2017,Poorest,19.645828,7.1215472,19.880692,134
2009,Poorer,30.347414,26.487621,37.501671,136
2009,Poorest,24.054266,25.795835,37.455475,136
2016,Richest,16.589514,4.9188542,3.6121254,136
2016,Poorest,16.833576,19.095072,18.833675,136
2016,Middle,17.284908,8.9334831,15.161812,136
2016,Richer,12.389723,7.8576427,13.487619,136
2009,Richest,21.739546,14.650187,15.894773,136
2009,Middle,29.317686,29.81636,29.669313,136
2009,Richer,25.397346,25.230097,30.251019,136
2016,Poorer,21.078728,11.349114,13.71133,136
2013,Poorest,11.172255,5.2503037,11.465839,138
1993,Poorer,34.322208,11.251615,38.419018,138
2003,Richest,10.393135,5.3160653,6.7618904,138
2003,Richer,18.606525,4.6541271,6.2729492,138
1993,Middle,42.977489,11.144107,29.062229,138
1998,Richest,23.92864,2.7868078,5.860014,138
1998,Richer,30.721272,9.6943188,6.8263626,138
2008,Middle,11.308191,6.7108583,8.3670425,138
1998,Middle,25.649139,11.199955,16.478535,138
2008,Richest,5.7850027,6.3117752,6.3535395,138
2018,Poorest,10.070199,.75626856,9.6316786,138
1993,Richer,37.847015,7.3937378,16.539227,138
2003,Middle,20.26466,6.2659078,10.349091,138
2008,Richer,12.346624,6.8510661,5.4692287,138
1998,Poorest,26.333395,16.772768,41.920204,138
2003,Poorest,27.507067,17.992901,35.194328,138
2013,Richer,7.7443495,.33884808,8.2147141,138
2018,Poorer,9.3407469,2.1793082,7.7801428,138
2008,Poorest,22.353975,10.546672,18.884634,138
2018,Richest,1.0443076,0,.5858078,138
2013,Poorer,12.972537,2.8286848,7.5798235,138
1998,Poorer,32.679989,12.794827,21.966972,138
2003,Poorer,24.154266,7.3579974,19.477348,138
2008,Poorer,17.958536,5.5496964,8.8242722,138
1993,Poorest,47.902706,24.7332,52.008602,138
2018,Richer,14.319618,1.9059274,8.4736042,138
1993,Richest,18.232542,1.7000045,7.16325,138
2018,Middle,5.4784598,.31119049,6.9986081,138
2013,Middle,10.921216,3.1100731,7.2000532,138
2013,Richest,1.822637,.3363294,5.9366193,138
1996,Poorest,27.055635,15.863501,27.375441,140
1996,Middle,16.059713,19.47773,19.892607,140
1996,Richer,21.811436,12.632915,17.227001,140
1996,Poorer,15.981919,4.0763736,23.770988,140
1996,Richest,29.023071,4.5340257,16.840904,140
1997,Poorest,22.980253,20.507267,19.814451,141
1997,Richer,18.423578,10.980445,8.7935066,141
1997,Middle,23.458195,6.6485949,11.721184,141
1997,Richest,14.514686,6.1170444,2.402482,141
1997,Poorer,28.197861,8.6040621,14.99057,141
2013,Middle,25.224936,8.7855005,22.267389,142
2013,Richer,22.549055,8.2611265,15.463968,142
2013,Richest,22.354052,4.8199553,10.644339,142
2013,Poorer,32.234798,13.520544,25.842777,142
2013,Poorest,28.533245,15.822097,24.778912,142
2008,Poorer,6.3870411,2.7173066,4.0102205,143
2017,Poorest,5.2105098,2.2954371,6.8140492,143
2008,Middle,17.06712,1.5784061,5.8003693,143
2017,Richest,.38388029,5.8600170e-07,4.4703484e-07,143
2017,Middle,1.6162069,.54035485,0,143
2017,Richer,2.7480414,0,0,143
2008,Poorest,8.3293934,5.6659632,20.411079,143
2008,Richer,9.7863703,3.0240149,7.6029711,143
2017,Poorer,5.9782724,0,1.0235486,143
2008,Richest,8.5814037,0,4.5721283,143
2005,Middle,19.851149,4.5216269,8.7237835,174
2005,Poorest,9.9295101,8.5360794,10.373043,174
2005,Richer,16.048626,3.3906956,3.0521679,174
2005,Poorer,13.216552,7.6907239,7.3291407,174
2005,Richest,10.642256,.92901409,5.5059967,174
2007,Richest,7.4706407,1.0402790e-09,1.0926766,191
2007,Richer,19.791862,1.784881,3.6063976,191
2007,Poorer,9.3526821,2.8105493,6.6949711,191
2007,Middle,13.218607,3.3129058,6.1630096,191
2007,Poorest,10.716337,4.8736658,7.7869759,191
1998,Richest,16.519335,6.4214735,9.0182629,200
2003,Poorest,45.469967,31.865349,41.81226,200
2008,Poorer,32.987312,20.806458,32.392105,200
2003,Middle,29.987261,23.970457,33.26429,200
1998,Poorest,55.283245,39.937054,51.24194,200
2003,Richer,22.501156,19.734509,28.424713,200
1994,Poorest,59.504288,60.914833,55.768135,200
2003,Poorer,41.779312,32.837173,40.192398,200
1994,Richer,25.026659,40.491333,38.57206,200
1998,Middle,31.846004,28.480862,43.6059,200
1994,Middle,38.15519,46.490879,54.603539,200
2008,Poorest,49.594158,27.654709,39.008236,200
2008,Middle,23.394569,18.890631,25.270515,200
2003,Richest,18.236757,4.8309789,14.06996,200
2008,Richer,19.733454,8.9440956,17.228586,200
1998,Richer,18.610666,9.1965914,20.004271,200
1994,Poorer,46.160404,51.244274,49.833073,200
1994,Richest,21.140583,14.364956,17.295952,200
2008,Richest,16.556505,5.1308656,9.7037811,200
1998,Poorer,42.409309,29.885822,42.577393,200
1996,Poorest,31.358152,15.690709,51.826035,202
1996,Poorer,24.073318,9.2647467,22.667377,202
1996,Middle,18.350447,6.2608094,14.539484,202
1996,Richer,13.046421,2.0362349,11.632925,202
1996,Richest,16.697592,4.7624006,11.861099,202
1990,Middle,15.884108,6.2380385,8.7347794,206
2015,Middle,7.2105966,1.307923,3.2328,206
1990,Richer,15.769303,5.4412026,8.6618986,206
2000,Middle,14.402008,2.0973237,7.6168842,206
2000,Poorest,16.687273,7.0147576,15.348173,206
2005,Richest,11.064918,1.456758,3.3350773,206
2005,Poorer,16.512672,3.4403319,7.3239841,206
2015,Richer,9.5232658,2.9202392,4.3115454,206
2010,Richest,9.7035875,.65856671,2.2217979,206
1990,Poorest,12.786188,10.600282,21.33745,206
2015,Poorest,12.095602,5.3361421,9.7301273,206
2000,Richest,13.997122,2.5585606,3.6021156,206
2005,Middle,12.041409,3.0990441,8.8542662,206
1995,Middle,13.597472,3.6948116,13.427228,206
2010,Middle,11.712319,2.0999351,5.8175611,206
2010,Richer,13.542364,2.192719,3.8478279,206
2000,Poorer,23.947388,3.0170386,7.6961422,206
2010,Poorer,9.2316427,3.7620783,9.3790636,206
2015,Richest,4.7167368,1.4617354,.64403152,206
2005,Poorest,18.889435,7.057385,13.150631,206
1995,Poorer,19.181305,5.7105122,12.190775,206
1995,Richest,14.913135,7.3584852,1.3001394,206
1990,Richest,18.035521,5.5046816,3.139164,206
2010,Poorest,13.680496,7.7010803,7.8512859,206
1995,Richer,25.850927,3.3751626,5.6342506,206
1990,Poorer,14.27527,10.756162,13.049798,206
2005,Richer,10.008458,1.7161499,4.1434183,206
2000,Richer,9.4616098,2.3010042,2.4490719,206
1995,Poorest,26.547783,11.34092,14.224094,206
2015,Poorer,12.463535,2.3513038,8.6433811,206
1996,Richer,24.411161,3.841341,9.0507412,211
1996,Richest,16.920576,3.1166162,6.5128841,211
1999,Richest,6.1403241,5.1121783e-06,3.8146973e-06,211
2002,Middle,24.16124,7.6446509,11.458778,211
1999,Middle,20.642292,6.2302055,24.284908,211
2013,Poorer,26.441568,3.2516062,12.901808,211
2007,Poorer,13.720621,16.76832,18.712561,211
1996,Poorer,25.181604,18.48192,29.347227,211
2007,Poorest,30.463013,17.219175,21.518761,211
1999,Poorest,37.481697,16.023727,28.321777,211
2007,Richer,32.35424,12.801472,7.0051384,211
2007,Richest,0,0,0,211
2007,Middle,22.011408,2.6279032,8.7167988,211
2007,Poorest,23.91844,9.9415226,19.16958,211
2002,Poorest,25.639521,15.423908,24.532633,211
1999,Richer,11.344246,19.861721,6.7316055,211
2007,Poorer,24.606325,4.676878,10.367678,211
2002,Richest,15.925881,2.2151804,4.0627527,211
2013,Poorest,25.598465,5.3161755,11.131115,211
2002,Richer,16.166216,6.308898,8.1797085,211
2002,Poorer,22.932734,9.1970625,14.137568,211
2007,Middle,18.821348,0,5.5132866,211
2013,Richer,17.588507,1.1427983,2.5204296,211
1999,Poorer,14.723594,5.4907131,22.820786,211
1996,Middle,28.806068,7.8169069,23.471161,211
2013,Richest,8.8441229,3.6491947,4.5063133,211
2007,Richest,17.550579,1.7435293,8.3229389,211
1996,Poorest,37.64835,23.179399,29.046627,211
2013,Middle,26.65513,3.2546747,9.0236874,211
2007,Richer,18.146772,1.892169,4.8016739,211
2015,Poorest,24.073549,14.911456,17.051104,218
1995,Poorest,29.348801,32.137539,27.53923,218
1999,Richest,29.399294,.096095838,9.7848911,218
1995,Richer,27.30641,14.033394,19.37866,218
1999,Poorest,27.665632,19.548552,30.35383,218
2015,Richer,17.642948,2.5282683,7.2313366,218
1999,Middle,26.044046,23.727253,26.099279,218
1995,Richest,17.983234,2.8418775,17.032303,218
2015,Middle,15.713962,7.3767996,12.512122,218
1995,Poorer,35.669365,23.206232,43.994072,218
1999,Poorer,25.527893,20.550974,25.260265,218
2015,Poorer,14.060942,10.675958,16.289713,218
1999,Richer,20.234947,7.3165245,19.318081,218
2015,Richest,12.815374,2.6278362,4.6251125,218
1995,Middle,28.411076,26.286966,27.298611,218
2009,Richest,25.065832,0,19.011606,219
2009,Poorer,27.513643,10.554008,8.7037525,219
2005,Poorest,21.710142,4.5018277,13.220602,219
2005,Middle,20.717829,3.4819646,10.189564,219
2009,Middle,27.408524,0,6.364254,219
2009,Poorest,13.881829,7.0269461,11.217776,219
2009,Richer,20.325806,1.1205249,21.602894,219
2005,Poorer,30.928677,11.738721,7.7447128,219
2005,Richest,84.981125,1.4103473,15.733643,219
2005,Richer,19.157911,0,4.5351772,219
1994,Richest,30.921036,31.23889,43.390686,220
2006,Richest,18.843472,9.8805151,26.175793,220
2000,Richest,38.289482,11.48943,58.925514,220
1994,Poorer,41.823845,56.41246,51.739784,220
2006,Poorest,23.928694,46.767212,54.229233,220
2006,Poorer,38.003395,37.280499,38.8442,220
2012,Poorest,32.066551,41.697559,30.026646,220
2006,Richer,28.472292,24.636311,29.998377,220
2000,Poorer,30.108976,73.493622,39.914108,220
2016,Richer,37.013535,24.283234,27.04287,220
1994,Poorest,47.248676,69.477303,46.493198,220
2012,Richest,26.743105,11.713969,23.816259,220
2000,Poorest,43.980644,64.237961,56.195557,220
2016,Middle,29.952084,25.002142,22.775593,220
2012,Middle,32.859238,29.574095,33.856003,220
2012,Richer,37.201046,24.669447,35.686207,220
2016,Poorest,27.583624,30.400499,35.236259,220
2016,Poorer,32.814091,27.545706,27.00106,220
1994,Richer,31.954412,48.791382,49.728111,220
2000,Richer,29.790293,31.343567,58.556625,220
2000,Middle,38.349464,47.087624,55.09726,220
2012,Poorer,28.675188,26.968466,32.549286,220
2016,Richest,31.327036,10.502427,16.75141,220
2006,Middle,39.402081,30.352489,40.09708,220
1994,Middle,33.624138,51.428753,51.964035,220
2005,Middle,17.517256,11.016207,10.004204,221
2011,Poorest,19.004955,8.8906279,11.015053,221
2011,Middle,15.609928,6.3294816,6.9991646,221
2005,Poorer,21.683653,11.139784,14.307745,221
2005,Poorest,21.470264,13.22318,15.451935,221
2005,Richest,15.352923,1.1600405,3.4492846,221
2011,Richest,12.527675,2.6450477,5.0741682,221
2011,Richer,18.991863,4.180747,4.6789646,221
2005,Richer,12.148493,2.063216,8.1059456,221
2011,Poorer,15.246398,5.2696753,6.4000216,221
2001,Richest,12.773536,2.8865087,3.5210085,226
1998,Richest,15.13133,3.9184151,10.624791,226
2001,Poorest,21.108444,14.663754,28.472294,226
1998,Richer,21.486216,8.2611322,18.704199,226
2001,Poorer,20.117561,11.61028,20.490906,226
1998,Poorer,20.788252,12.826873,32.939301,226
2001,Middle,14.949178,6.3746171,17.285076,226
1998,Poorest,23.532801,18.003822,27.200846,226
2001,Richer,10.783271,6.745193,14.886926,226
1998,Middle,17.488768,6.838553,28.212114,226
1990,Poorer,19.564552,13.516332,16.912323,228
1990,Richest,8.7580919,4.4087625,6.9747753,228
1990,Richer,16.722515,5.9073105,16.756794,228
1990,Poorest,23.508345,14.326747,19.389723,228
1990,Middle,27.330538,12.89466,18.746542,228
2010,Richest,7.118937,.45230299,1.9871268,229
1996,Poorest,40.557701,31.609884,37.774498,229
2009,Poorest,17.28587,11.064579,19.037773,229
2000,Richest,10.1487,3.6671515,3.7605715,229
2000,Poorest,31.338146,29.088783,32.186619,229
2004,Richer,13.589725,4.5584931,5.3730631,229
2012,Poorest,16.166935,8.6163692,11.040154,229
1992,Poorer,29.732922,37.025715,43.451725,229
2012,Poorer,14.870555,8.5531673,7.7784395,229
2000,Richer,15.854855,8.0444937,10.617159,229
2004,Poorer,17.416964,13.82857,15.140421,229
2010,Middle,11.703156,5.4008098,9.5590029,229
2012,Middle,13.402905,3.3812523,3.7856121,229
2004,Poorest,22.587982,13.542694,22.710079,229
1992,Richest,14.379411,6.3029637,9.7613001,229
2000,Poorer,28.758089,21.598551,25.143095,229
2011,Poorest,15.496728,12.958155,15.674071,229
2004,Middle,12.872558,6.4265471,10.626769,229
2004,Richest,4.2382379,4.9468136,2.9063554,229
1996,Richest,12.869659,2.5600605,6.64715,229
2011,Richer,5.4113884,1.3291254,6.1417704,229
2011,Richest,8.3416214,0,2.9585028,229
1996,Poorer,25.827599,22.629354,27.745979,229
2009,Poorer,15.843773,8.6556854,14.208998,229
2009,Richest,7.205462,5.4775672,2.4775949,229
2009,Richer,4.5845799,2.1516907,4.6974902,229
2012,Richer,8.6700144,4.3665781,3.1983967,229
1992,Richer,20.434208,11.047273,17.312244,229
2010,Poorer,12.870635,9.1875105,11.79708,229
1992,Poorest,45.940262,44.767166,45.40818,229
2011,Middle,7.8068376,1.0811551,9.6781139,229
2012,Richest,5.6424499,.41501468,8.1575413,229
2009,Middle,14.309749,5.0978103,8.3652372,229
2010,Poorest,14.173282,10.829441,14.016082,229
1996,Richer,22.070028,8.1000032,13.943712,229
2011,Poorer,9.8800898,8.3546314,12.055791,229
2000,Middle,15.963578,11.305146,16.599552,229
2010,Richer,5.8590584,3.6305101,5.0437374,229
1996,Middle,17.957745,13.582179,16.448402,229
1992,Middle,22.35556,16.523058,28.374226,229
2017,Poorer,27.089813,18.237698,16.068905,263
2017,Middle,20.207582,9.3734455,16.402369,263
2017,Richest,19.69281,8.560214,7.6631355,263
2017,Poorest,28.658693,22.141808,18.324163,263
2017,Richer,21.520805,10.584333,9.7881851,263
