year,sex,value,ageg,lid,tercile,prospect,pop,pctile
2013,2,8.545893244445324,u20m,208,1,0,11019.932,24
2023,2,2.064785454422235,nnm,208,1,0,11019.932,14
2019,3,10.21105766296387,hgap,208,1,0,11019.932,43
2023,3,3.606840090966346,q5_19,208,1,0,11019.932,29
2023,3,3.058585105463862,pnm,208,1,0,11019.932,26
2013,2,3.081218572333455,pnm,208,1,0,11019.932,26
2023,2,2.61096959002316,pnm,208,1,0,11019.932,23
2023,3,9.314919821918011,u20m,208,1,0,11019.932,26
2013,1,3.229049267247319,nnm,208,1,0,11019.932,27
2009,1,12.38582229614258,hgap,208,1,1,11019.932,62
2013,3,10.04704181104898,u20m,208,1,0,11019.932,28
2019,1,10.22399616241455,hgap,208,1,1,11019.932,43
2023,1,4.072661769103036,q5_19,208,1,0,11019.932,32
2023,1,3.27453576028347,nnm,208,1,0,11019.932,27
2013,1,4.699536743759447,q5_19,208,1,0,11019.932,35
2013,2,3.064059261585594,q5_19,208,1,0,11019.932,26
2013,3,3.900732167368304,q5_19,208,1,0,11019.932,31
2009,3,11.64829921722412,hgap,208,1,0,11019.932,55
2023,3,2.678348682820797,nnm,208,1,0,11019.932,23
2013,1,11.46557740867138,u20m,208,1,0,11019.932,30
2013,3,2.839946653693914,nnm,208,1,0,11019.932,24
2023,1,3.453044686466455,pnm,208,1,0,11019.932,29
2023,2,7.773750927299261,u20m,208,1,0,11019.932,22
2009,2,10.93276691436768,hgap,208,1,0,11019.932,49
2013,3,3.339916933327913,pnm,208,1,0,11019.932,28
2013,2,13.48624844104052,u20m,209,2,1,,33
2023,1,7.299280997398516,q5_19,209,2,0,,49
2023,3,15.2798555791378,u20m,209,2,0,,34
2013,1,7.09510019842885,q5_19,209,2,0,,48
2013,3,5.149249566750225,q5_19,209,2,0,,38
2023,1,19.2822590470314,u20m,209,2,0,,40
2013,2,3.131118880282613,q5_19,209,2,0,,26
2023,2,2.831779797713097,q5_19,209,2,0,,23
2023,2,11.09137665480375,u20m,209,2,1,,30
2013,1,21.50512672960758,u20m,209,2,0,,43
2023,3,5.111652709248404,q5_19,209,2,0,,38
2013,3,17.58224703371525,u20m,209,2,0,,38
2013,3,8.351380005478859,u20m,204,1,2,,24
2023,2,6.734334863722324,u20m,204,1,1,,18
2023,2,5.365450488603374,q5_19,204,1,0,,39
2013,1,4.600088982538275,q5_19,204,1,2,,35
2023,1,5.316575989127159,u20m,204,1,2,,11
2013,1,8.366809226572514,u20m,204,1,2,,24
2013,2,8.333628997206688,u20m,204,1,1,,24
2013,2,5.432536975357283,q5_19,204,1,0,,39
2023,1,3.536460328387392,q5_19,204,1,2,,28
2013,3,5.010415152708503,q5_19,204,1,0,,38
2023,3,6.020395085215569,u20m,204,1,2,,15
2023,3,4.442473281122017,q5_19,204,1,0,,34
2019,1,11.03383350372314,hgap,101,1,0,,50
2013,3,1.708497293293476,nnm,101,1,0,,9
2009,2,10.28239727020264,hgap,101,1,0,,43
2023,1,1.235048268228289,q5_19,101,1,2,,3
2013,1,1.859125797636807,nnm,101,1,0,,11
2023,3,4.523109644651413,u20m,101,1,0,,5
2022,3,162.28677,math,101,1,0,,69
2012,1,140.73669,math,101,1,0,,59
2012,3,140.89706,math,101,1,0,,59
2013,2,3.824874991551042,u20m,101,1,0,,2
2022,1,169.96347,math,101,1,0,,70
2013,2,1.544031896628439,nnm,101,1,0,,8
2022,2,154.26358,math,101,1,0,,65
2023,3,1.915202708914876,nnm,101,1,0,,12
2013,1,5.239085759967566,u20m,101,1,0,,10
2023,1,2.062135841697454,nnm,101,1,0,,14
2023,3,1.645828597247601,pnm,101,1,0,,11
2023,2,1.755255274474621,nnm,101,1,0,,10
2013,3,1.423069275915623,pnm,101,1,0,,6
2023,2,4.013632424175739,u20m,101,1,0,,2
2013,3,4.559067077934742,u20m,101,1,0,,6
2013,3,1.43442049251008,q5_19,101,1,2,,5
2013,2,.9052407154421793,q5_19,101,1,2,,1
2019,2,9.80830192565918,hgap,101,1,0,,39
2013,1,1.466939225792885,pnm,101,1,0,,7
2023,2,1.577248680405319,pnm,101,1,0,,9
2023,3,.9686768095299447,q5_19,101,1,2,,1
2013,2,1.380379078909755,pnm,101,1,0,,5
2009,1,11.31448173522949,hgap,101,1,0,,52
2009,3,10.33521461486816,hgap,101,1,0,,44
2013,1,1.922135942429293,q5_19,101,1,2,,12
2023,2,.6861816142198496,q5_19,101,1,2,,1
2019,3,10.41189098358154,hgap,101,1,0,,44
2012,2,141.06326,math,101,1,0,,59
2023,1,1.713489764370024,pnm,101,1,0,,12
2023,1,5.002481862902641,u20m,101,1,0,,9
2019,1,2.595758676528931,hgap,151,1,2,10809.722,2
2013,2,1.241856603883207,pnm,151,1,0,10809.722,2
2022,3,93.59424000000001,math,151,1,0,10809.722,31
2022,1,89.93606,math,151,1,0,10809.722,27
2023,2,1.180786988697946,nnm,151,1,0,10809.722,3
2022,2,97.35989000000001,math,151,1,0,10809.722,35
2023,3,5.006107036024332,u20m,151,1,0,10809.722,9
2013,3,5.676634144037962,u20m,151,1,0,10809.722,13
2013,3,1.532075111754239,nnm,151,1,0,10809.722,8
2023,3,1.345720258541405,pnm,151,1,0,10809.722,4
2013,1,7.151410914957523,u20m,151,1,1,10809.722,20
2013,1,3.633414495391118,q5_19,151,1,1,10809.722,29
2013,3,2.649041396432517,q5_19,151,1,0,10809.722,21
2023,1,2.873409401269345,q5_19,151,1,1,10809.722,23
2023,1,5.856494419276714,u20m,151,1,1,10809.722,14
2009,2,2.980000019073486,hgap,151,1,1,10809.722,3
2013,2,1.275096088647842,nnm,151,1,0,10809.722,4
2013,1,1.776249730028212,nnm,151,1,0,10809.722,10
2023,2,4.1140909306705,u20m,151,1,0,10809.722,3
2019,3,2.425662755966187,hgap,151,1,2,10809.722,2
2012,3,81.63553999999999,math,151,1,0,10809.722,20
2023,3,1.359311048872769,nnm,151,1,0,10809.722,5
2009,3,3.150689601898193,hgap,151,1,2,10809.722,4
2023,2,1.220333972014487,pnm,151,1,0,10809.722,2
2019,2,2.397734642028809,hgap,151,1,1,10809.722,2
2009,1,3.318234205245972,hgap,151,1,2,10809.722,5
2013,2,4.120036959648132,u20m,151,1,0,10809.722,3
2013,2,1.608714469468864,q5_19,151,1,0,10809.722,7
2023,2,1.718534883993872,q5_19,151,1,0,10809.722,9
2023,3,2.309147018220603,q5_19,151,1,0,10809.722,17
2012,1,75.88335999999998,math,151,1,0,10809.722,18
2013,3,1.505866181105375,pnm,151,1,0,10809.722,8
2023,1,1.528989407233894,nnm,151,1,0,10809.722,7
2023,1,1.464931992813945,pnm,151,1,1,10809.722,7
2013,1,1.75769766792655,pnm,151,1,1,10809.722,13
2012,2,87.69020999999998,math,151,1,0,10809.722,24
2023,1,5.876227747648954,u20m,157,1,0,84548.235,14
2019,3,3.622784376144409,hgap,157,1,0,84548.235,6
2013,1,1.878803479485214,pnm,157,1,0,84548.235,16
2023,3,1.52424571570009,pnm,157,1,0,84548.235,8
2023,3,1.669996445380018,q5_19,157,1,1,84548.235,8
2012,2,73.96889999999996,math,157,1,0,84548.235,17
2013,2,5.163497291505337,u20m,157,1,0,84548.235,10
2022,1,100.18142,math,157,1,0,84548.235,38
2009,3,4.041134357452393,hgap,157,1,0,84548.235,8
2023,2,1.337238936685026,pnm,157,1,0,84548.235,4
2019,1,3.501186847686768,hgap,157,1,0,84548.235,6
2023,1,2.135722199454904,nnm,157,1,0,84548.235,15
2023,1,1.702764304354787,pnm,157,1,0,84548.235,12
2013,1,2.466973420617635,q5_19,157,1,1,84548.235,20
2013,3,5.999352782964706,u20m,157,1,0,84548.235,15
2023,3,1.978039275854826,nnm,157,1,0,84548.235,12
2023,2,4.408725537359715,u20m,157,1,0,84548.235,5
2009,2,4.193019866943359,hgap,157,1,0,84548.235,9
2012,1,60.40333999999996,math,157,1,0,84548.235,11
2012,3,67.06834000000003,math,157,1,0,84548.235,14
2019,2,4.183943748474121,hgap,157,1,0,84548.235,9
2022,2,111.55291,math,157,1,0,84548.235,47
2013,3,2.256083069369197,nnm,157,1,0,84548.235,17
2013,3,1.691390527412295,pnm,157,1,0,84548.235,12
2023,2,1.810057903639972,nnm,157,1,0,84548.235,11
2013,1,6.792125292122364,u20m,157,1,0,84548.235,19
2009,1,3.901716232299805,hgap,157,1,0,84548.235,8
2013,2,1.494686352089047,pnm,157,1,0,84548.235,7
2013,2,2.038962440565228,nnm,157,1,0,84548.235,14
2022,3,105.76699,math,157,1,0,84548.235,43
2013,3,2.063834402059816,q5_19,157,1,1,84548.235,15
2013,1,2.461669966578484,nnm,157,1,0,84548.235,19
2023,1,2.049236351436168,q5_19,157,1,1,84548.235,14
2023,2,1.267836355633434,q5_19,157,1,1,84548.235,3
2023,3,5.163422785699368,u20m,157,1,0,84548.235,10
2013,2,1.638681589719249,q5_19,157,1,1,84548.235,7
2023,3,28.95813814211201,q5_19,48,3,2,,86
2023,2,16.3872204720974,nnm,48,3,1,,66
2023,1,33.96278992295265,pnm,48,3,2,,80
2009,1,13.30285549163818,hgap,48,3,0,,68
2023,1,88.02652359008789,u20m,48,3,2,,83
2013,3,45.88743671774864,pnm,48,3,2,,87
2019,2,10.53721523284912,hgap,48,3,0,,45
2013,1,117.7879869937897,u20m,48,3,2,,90
2013,1,46.47377554101517,q5_19,48,3,2,,95
2013,1,28.0154999345541,nnm,48,3,1,,87
2013,2,35.07020297301911,q5_19,48,3,2,,90
2009,2,10.56247615814209,hgap,48,3,0,,46
2019,1,13.0153226852417,hgap,48,3,0,,66
2023,2,22.89528992100976,q5_19,48,3,2,,81
2023,3,77.78096199035645,u20m,48,3,2,,80
2013,3,107.3169857263565,u20m,48,3,2,,88
2013,2,43.5638502240181,pnm,48,3,2,,86
2023,1,21.85271866619587,nnm,48,3,1,,76
2013,3,40.83931102892391,q5_19,48,3,2,,93
2023,3,19.15616914629936,nnm,48,3,1,,71
2023,2,67.1796128153801,u20m,48,3,2,,75
2009,3,12.03041553497314,hgap,48,3,0,,58
2019,3,11.88143444061279,hgap,48,3,0,,57
2023,2,29.41681817173958,pnm,48,3,2,,76
2013,1,48.12266305088997,pnm,48,3,2,,88
2023,3,31.73047304153442,pnm,48,3,2,,78
2013,3,24.5471429079771,nnm,48,3,1,,81
2013,2,96.48928046226501,u20m,48,3,2,,86
2023,1,34.87381445452964,q5_19,48,3,2,,90
2013,2,21.00243605673313,nnm,48,3,1,,75
2023,1,16.39848202466965,pnm,210,2,0,,62
2023,2,14.75050393491983,pnm,210,2,0,,60
2023,3,8.129984467023842,q5_19,210,2,0,,52
2023,3,17.398776486516,nnm,210,2,0,,68
2013,1,13.23313917964697,nnm,210,2,0,,60
2019,1,3.629754781723022,hgap,210,2,2,,6
2013,2,12.44894601404667,pnm,210,2,0,,57
2009,2,4.389977931976318,hgap,210,2,2,,10
2013,3,33.66300836205482,u20m,210,2,0,,57
2023,1,18.59275065362453,nnm,210,2,0,,70
2023,1,11.9621213590021,q5_19,210,2,0,,63
2013,3,8.484755940577958,q5_19,210,2,0,,53
2013,2,11.52750197798014,nnm,210,2,0,,56
2009,1,5.082407474517822,hgap,210,2,2,,12
2023,3,40.57389125227928,u20m,210,2,0,,62
2023,2,34.90613400936127,u20m,210,2,0,,58
2023,2,4.351623088072132,q5_19,210,2,2,,34
2023,2,16.17615483701229,nnm,210,2,0,,65
2013,1,37.470743060112,u20m,210,2,0,,60
2019,3,3.665926456451416,hgap,210,2,2,,6
2013,1,13.85722402483225,pnm,210,2,0,,59
2023,3,15.58217220008373,pnm,210,2,0,,61
2013,3,13.16298823803663,pnm,210,2,0,,58
2019,2,3.472749471664429,hgap,210,2,2,,6
2013,2,6.158079109326864,q5_19,210,2,2,,43
2023,1,46.23353853821754,u20m,210,2,0,,65
2009,3,4.892014503479004,hgap,210,2,2,,11
2013,1,10.85585446060899,q5_19,210,2,0,,60
2013,3,12.39386573433876,nnm,210,2,0,,58
2013,2,29.84425611793995,u20m,210,2,0,,53
2013,3,2.323470544070005,nnm,152,1,1,5948.134000000002,18
2013,1,6.316284649074078,u20m,152,1,0,5948.134000000002,17
2023,2,4.386264365166426,u20m,152,1,1,5948.134000000002,5
2019,1,1.889735341072083,hgap,152,1,2,5948.134000000002,2
2023,3,1.9437171285972,nnm,152,1,1,5948.134000000002,12
2013,3,1.744310138747096,pnm,152,1,1,5948.134000000002,13
2019,2,.8906044960021973,hgap,152,1,2,5948.134000000002,1
2009,3,2.78128719329834,hgap,152,1,2,5948.134000000002,3
2023,3,1.461100880987942,pnm,152,1,1,5948.134000000002,6
2013,2,1.259218515065719,q5_19,152,1,0,5948.134000000002,3
2012,2,87.56468999999998,math,152,1,0,5948.134000000002,24
2019,3,1.377907514572144,hgap,152,1,2,5948.134000000002,1
2013,2,5.251703783869743,u20m,152,1,1,5948.134000000002,10
2022,1,85.59920999999997,math,152,1,0,5948.134000000002,22
2023,3,5.019319243729115,u20m,152,1,0,5948.134000000002,9
2023,1,1.53381796553731,pnm,152,1,1,5948.134000000002,9
2013,1,1.943428651429713,pnm,152,1,1,5948.134000000002,17
2023,1,2.098826225847006,nnm,152,1,0,5948.134000000002,14
2009,1,3.312037706375122,hgap,152,1,2,5948.134000000002,4
2013,2,1.528850174508989,pnm,152,1,0,5948.134000000002,8
2023,2,1.392175327055156,pnm,152,1,0,5948.134000000002,6
2023,1,2.000438844471431,q5_19,152,1,0,5948.134000000002,13
2013,1,2.197592319295283,q5_19,152,1,0,5948.134000000002,16
2023,2,1.771716051734984,nnm,152,1,2,5948.134000000002,10
2022,2,97.27019999999999,math,152,1,0,5948.134000000002,35
2022,3,91.31957999999997,math,152,1,0,5948.134000000002,29
2013,3,1.7401501756098,q5_19,152,1,0,5948.134000000002,9
2012,3,80.56667999999996,math,152,1,0,5948.134000000002,19
2023,1,5.622603464871645,u20m,152,1,0,5948.134000000002,13
2013,3,5.796806421130896,u20m,152,1,0,5948.134000000002,14
2023,3,1.622861962641831,q5_19,152,1,0,5948.134000000002,7
2013,2,2.472449094057083,nnm,152,1,2,5948.134000000002,19
2013,1,2.18858802691102,nnm,152,1,0,5948.134000000002,15
2012,1,73.64018999999996,math,152,1,0,5948.134000000002,17
2009,2,2.303015232086182,hgap,152,1,2,5948.134000000002,2
2023,2,1.228724250001201,q5_19,152,1,0,5948.134000000002,2
2019,1,9.13254451751709,hgap,211,2,1,11331.269,33
2013,3,6.962209068144487,q5_19,211,2,2,11331.269,48
2013,2,4.259722043353453,q5_19,211,2,2,11331.269,33
2013,3,19.48167942464352,nnm,211,2,0,11331.269,71
2023,1,6.943774351032661,q5_19,211,2,2,11331.269,47
2023,2,3.293688546091134,q5_19,211,2,2,11331.269,27
2023,3,5.15765747177177,q5_19,211,2,2,11331.269,38
2023,3,18.52240227162838,nnm,211,2,0,11331.269,70
2015,1,255.00689,math,211,2,0,11331.269,100
2009,2,10.27609729766846,hgap,211,2,0,11331.269,43
2023,3,36.64707019925117,u20m,211,2,0,11331.269,59
2019,2,9.151808738708496,hgap,211,2,0,11331.269,33
2023,3,13.37805762887001,pnm,211,2,0,11331.269,58
2013,2,15.06240852177143,pnm,211,2,0,11331.269,61
2015,2,250.8475,math,211,2,0,11331.269,100
2013,2,35.97591444849968,u20m,211,2,0,11331.269,59
2013,3,15.8503632992506,pnm,211,2,0,11331.269,61
2015,3,252.89141,math,211,2,0,11331.269,100
2023,1,13.94748594611883,pnm,211,2,0,11331.269,59
2013,2,17.04622246325016,nnm,211,2,0,11331.269,67
2013,1,16.58791117370129,pnm,211,2,0,11331.269,62
2023,1,20.88749222457409,nnm,211,2,0,11331.269,75
2023,2,31.85469284653664,u20m,211,2,0,11331.269,55
2023,2,16.10681228339672,nnm,211,2,0,11331.269,65
2023,1,41.24756157398224,u20m,211,2,0,11331.269,62
2013,1,21.85402065515518,nnm,211,2,0,11331.269,76
2022,2,239.49292,math,211,2,0,11331.269,97
2022,3,241.4862,math,211,2,0,11331.269,97
2009,3,10.5458984375,hgap,211,2,0,11331.269,45
2022,1,243.73474,math,211,2,0,11331.269,99
2019,3,9.155356407165527,hgap,211,2,0,11331.269,33
2023,2,12.75399886071682,pnm,211,2,0,11331.269,57
2013,1,9.565510649994003,q5_19,211,2,2,11331.269,57
2009,1,10.72015571594238,hgap,211,2,1,11331.269,47
2013,1,47.2806803882122,u20m,211,2,0,11331.269,65
2013,3,41.74162074923515,u20m,211,2,0,11331.269,62
2023,1,10.08999720215797,pnm,34,2,1,46164.22200000002,53
2023,1,28.27403135597706,u20m,34,2,1,46164.22200000002,52
2013,1,12.57011108100414,pnm,34,2,1,46164.22200000002,57
2023,3,26.00640803575516,u20m,34,2,1,46164.22200000002,50
2013,2,12.34107185155153,pnm,34,2,1,46164.22200000002,57
2013,1,15.521883033216,nnm,34,2,1,46164.22200000002,64
2013,3,12.44881749153137,pnm,34,2,1,46164.22200000002,57
2023,2,23.63228425383568,u20m,34,2,1,46164.22200000002,46
2009,2,9.646787643432617,hgap,34,2,1,46164.22200000002,37
2015,1,224.09832,math,34,2,,46164.22200000002,94
2013,2,5.733849446997286,q5_19,34,2,2,46164.22200000002,41
2013,2,29.9695897847414,u20m,34,2,1,46164.22200000002,53
2019,2,8.014035224914551,hgap,34,2,1,46164.22200000002,26
2013,1,7.900644526512068,q5_19,34,2,2,46164.22200000002,52
2009,3,10.05388832092285,hgap,34,2,1,46164.22200000002,41
2023,2,4.136817288277306,q5_19,34,2,2,46164.22200000002,32
2013,1,35.57712212204933,u20m,34,2,1,46164.22200000002,58
2023,3,11.30453404039145,nnm,34,2,1,46164.22200000002,56
2013,3,13.89556843787432,nnm,34,2,1,46164.22200000002,61
2023,1,12.77163159102201,nnm,34,2,1,46164.22200000002,59
2015,3,220.98721,math,34,2,,46164.22200000002,92
2023,2,9.946567937731743,pnm,34,2,1,46164.22200000002,52
2013,2,12.18480709940195,nnm,34,2,1,46164.22200000002,58
2009,1,10.64984893798828,hgap,34,2,1,46164.22200000002,46
2013,3,6.851450080566868,q5_19,34,2,2,46164.22200000002,46
2015,2,217.52096,math,34,2,,46164.22200000002,91
2023,3,4.920496963110255,q5_19,34,2,2,46164.22200000002,37
2023,3,9.998672641813755,pnm,34,2,1,46164.22200000002,52
2019,1,8.742182731628418,hgap,34,2,1,46164.22200000002,30
2023,1,5.670167735198128,q5_19,34,2,2,46164.22200000002,41
2023,2,9.72663052380085,nnm,34,2,1,46164.22200000002,52
2013,3,32.84354135394096,u20m,34,2,1,46164.22200000002,56
2019,3,8.401025772094727,hgap,34,2,1,46164.22200000002,28
2023,3,7.157609484917504,q5_19,212,2,1,17980.08,49
2013,1,11.25901577376076,q5_19,212,2,1,17980.08,62
2019,1,16.46273994445801,hgap,212,2,0,17980.08,88
2023,3,6.001108326017857,pnm,212,2,2,17980.08,38
2019,3,15.81701850891113,hgap,212,2,0,17980.08,84
2023,2,5.314182014051538,q5_19,212,2,2,17980.08,39
2013,1,29.56053987145424,u20m,212,2,2,17980.08,53
2013,2,21.51845581829548,u20m,212,2,2,17980.08,43
2013,2,6.942825050255008,q5_19,212,2,2,17980.08,47
2013,1,8.714029565453529,nnm,212,2,1,17980.08,48
2013,2,6.384162697941065,nnm,212,2,2,17980.08,40
2023,1,6.226279772818089,pnm,212,2,2,17980.08,39
2013,3,9.140511974692345,pnm,212,2,2,17980.08,50
2023,1,21.79865911602974,u20m,212,2,2,17980.08,44
2023,2,4.747665487229824,nnm,212,2,2,17980.08,33
2023,1,8.926556171858113,q5_19,212,2,1,17980.08,55
2013,3,9.142897527903315,q5_19,212,2,1,17980.08,56
2023,2,5.752455443143845,pnm,212,2,2,17980.08,37
2009,1,17.30852699279785,hgap,212,2,0,17980.08,91
2023,1,6.804125383496284,nnm,212,2,1,17980.08,42
2023,3,5.792745389044285,nnm,212,2,2,17980.08,38
2023,2,15.7313384115696,u20m,212,2,2,17980.08,35
2013,3,7.565987762063742,nnm,212,2,2,17980.08,44
2013,2,8.346658200025558,pnm,212,2,2,17980.08,47
2009,3,17.05863761901855,hgap,212,2,0,17980.08,90
2009,2,16.75498199462891,hgap,212,2,0,17980.08,89
2019,2,15.11227703094482,hgap,212,2,0,17980.08,79
2023,3,18.83253268897533,u20m,212,2,2,17980.08,39
2013,3,25.62812715768814,u20m,212,2,2,17980.08,49
2013,1,9.882009588181973,pnm,212,2,2,17980.08,52
2013,3,11.42039988189936,nnm,49,2,2,114535.772,56
2023,2,9.444594383239746,pnm,49,2,2,114535.772,51
2019,3,9.311981201171875,hgap,49,2,2,114535.772,34
2019,2,9.476710319519043,hgap,49,2,1,114535.772,36
2013,2,14.68659751117229,pnm,49,2,2,114535.772,60
2013,1,37.66016662120819,u20m,49,2,2,114535.772,60
2023,3,9.209026582539082,pnm,49,2,2,114535.772,50
2023,2,22.06338010728359,u20m,49,2,2,114535.772,45
2023,3,7.336560636456602,q5_19,49,2,1,114535.772,49
2009,2,11.39241409301758,hgap,49,2,1,114535.772,52
2023,2,5.716371201426984,q5_19,49,2,0,114535.772,41
2013,2,9.284818544983864,nnm,49,2,2,114535.772,50
2023,1,10.0294379517436,nnm,49,2,2,114535.772,53
2023,3,24.90759640932083,u20m,49,2,2,114535.772,48
2013,2,6.254447094610871,q5_19,49,2,0,114535.772,44
2013,1,13.51656205952168,pnm,49,2,2,114535.772,59
2013,2,29.94042634963989,u20m,49,2,2,114535.772,53
2023,1,8.884372731383984,q5_19,49,2,1,114535.772,55
2013,1,13.5280080139637,nnm,49,2,2,114535.772,61
2019,1,9.21285343170166,hgap,49,2,2,114535.772,34
2013,3,14.12508636713028,pnm,49,2,2,114535.772,60
2009,1,13.94440937042236,hgap,49,2,2,114535.772,72
2023,2,7.06310523673892,nnm,49,2,2,114535.772,42
2009,3,12.66315841674805,hgap,49,2,2,114535.772,64
2023,3,8.570801466703415,nnm,49,2,2,114535.772,48
2013,3,33.90520438551903,u20m,49,2,2,114535.772,57
2013,3,8.742965823412717,q5_19,49,2,1,114535.772,54
2023,1,27.6118703186512,u20m,49,2,2,114535.772,51
2023,1,8.955754339694977,pnm,49,2,2,114535.772,49
2013,1,11.09652016044505,q5_19,49,2,1,114535.772,61
2013,1,22.63918519020081,nnm,51,3,2,,78
2023,2,10.31510066241026,nnm,51,3,2,,53
2023,3,57.16623738408089,u20m,51,3,2,,70
2019,2,12.78090953826904,hgap,51,3,0,,65
2019,3,13.06671619415283,hgap,51,3,0,,67
2023,2,20.64547501504421,pnm,51,3,2,,67
2009,1,13.48596000671387,hgap,51,3,0,,69
2023,1,26.81874822300212,q5_19,51,3,2,,85
2009,3,13.45517635345459,hgap,51,3,0,,68
2023,1,65.4715970158577,u20m,51,3,2,,75
2023,3,14.00339975953102,nnm,51,3,2,,62
2013,2,13.60740792006254,nnm,51,3,2,,61
2023,2,48.61501231789589,u20m,51,3,2,,65
2023,2,18.43420526102246,q5_19,51,3,2,,75
2019,1,13.17802429199219,hgap,51,3,0,,67
2023,3,22.6677563808545,q5_19,51,3,2,,81
2013,3,32.19572454690933,pnm,51,3,2,,78
2013,3,18.2790644466877,nnm,51,3,2,,70
2013,1,90.35467356443405,u20m,51,3,2,,84
2013,2,30.7072289288044,pnm,51,3,2,,77
2013,2,72.22210615873337,u20m,51,3,2,,77
2013,1,36.69244249326675,q5_19,51,3,2,,91
2013,3,33.18378613258399,q5_19,51,3,2,,89
2023,3,21.59766294062138,pnm,51,3,2,,68
2013,2,29.62578959937201,q5_19,51,3,2,,87
2023,1,17.45782233774662,nnm,51,3,2,,68
2023,1,22.65573479235172,pnm,51,3,2,,69
2013,3,81.41465485095978,u20m,51,3,2,,81
2013,1,33.83299708366394,pnm,51,3,2,,80
2009,2,13.14579772949219,hgap,51,3,0,,67
2013,2,46.43269628286362,u20m,89,2,2,,65
2023,3,36.12539544701576,u20m,89,2,2,,59
2013,1,13.88635502473901,q5_19,89,2,2,,67
2023,2,30.81116266548634,u20m,89,2,2,,54
2023,3,8.14435297551741,q5_19,89,2,2,,53
2023,1,41.17976129055023,u20m,89,2,2,,62
2023,2,6.309559180407098,q5_19,89,2,2,,44
2023,1,9.893307820377672,q5_19,89,2,2,,58
2013,3,11.97995057772916,q5_19,89,2,2,,63
2013,1,58.36077034473419,u20m,89,2,2,,71
2013,2,9.959737442969519,q5_19,89,2,2,,59
2013,3,52.55277827382088,u20m,89,2,2,,68
2009,2,8.006413459777832,hgap,188,1,0,47911.58399999998,25
2013,3,4.899835214018822,u20m,188,1,0,47911.58399999998,8
2022,2,112.57846,math,188,1,0,47911.58399999998,48
2013,2,4.408152773976326,u20m,188,1,1,47911.58399999998,5
2023,2,1.283027813769877,nnm,188,1,0,47911.58399999998,5
2023,1,4.755042493343353,u20m,188,1,0,47911.58399999998,7
2019,2,8.33333683013916,hgap,188,1,0,47911.58399999998,27
2013,1,5.36281755194068,u20m,188,1,0,47911.58399999998,11
2013,1,1.998023477235433,q5_19,188,1,1,47911.58399999998,13
2012,3,96.27413999999999,math,188,1,0,47911.58399999998,34
2023,3,1.48557557258755,pnm,188,1,0,47911.58399999998,7
2023,2,1.051938779667361,q5_19,188,1,2,47911.58399999998,2
2022,3,107.45324,math,188,1,0,47911.58399999998,44
2022,1,102.43034,math,188,1,0,47911.58399999998,40
2013,3,1.485677203163505,nnm,188,1,0,47911.58399999998,7
2013,2,1.418843865394592,nnm,188,1,0,47911.58399999998,6
2012,1,88.17104,math,188,1,0,47911.58399999998,26
2013,3,1.724385772831738,pnm,188,1,0,47911.58399999998,13
2012,2,104.62878,math,188,1,0,47911.58399999998,42
2013,1,1.548986183479428,nnm,188,1,0,47911.58399999998,8
2013,2,1.379087883635055,q5_19,188,1,2,47911.58399999998,4
2019,1,7.676307678222656,hgap,188,1,0,47911.58399999998,23
2023,1,1.599243143573403,pnm,188,1,0,47911.58399999998,10
2023,3,1.35844252464179,q5_19,188,1,1,47911.58399999998,4
2023,2,1.365008880384266,pnm,188,1,0,47911.58399999998,5
2013,1,1.825371640734375,pnm,188,1,0,47911.58399999998,15
2023,3,1.402940251864493,nnm,188,1,0,47911.58399999998,6
2013,3,1.697779710525871,q5_19,188,1,1,47911.58399999998,8
2023,2,3.695440478622913,u20m,188,1,1,47911.58399999998,2
2019,3,7.909317016601563,hgap,188,1,0,47911.58399999998,25
2023,3,4.240952897816896,u20m,188,1,0,47911.58399999998,4
2013,2,1.61669822409749,pnm,188,1,0,47911.58399999998,11
2023,1,1.647932071612401,q5_19,188,1,1,47911.58399999998,7
2009,1,7.767001628875732,hgap,188,1,0,47911.58399999998,24
2009,3,7.819879055023193,hgap,188,1,0,47911.58399999998,25
2023,1,1.515419338829815,nnm,188,1,0,47911.58399999998,7
2023,1,3.733725616897665,q5_19,153,1,0,,30
2022,3,70.64648,math,153,1,0,,15
2023,1,6.536926608532667,u20m,153,1,0,,18
2013,3,6.888720206916332,u20m,153,1,2,,19
2023,2,2.536484496825198,q5_19,153,1,1,,21
2023,3,.8889343007467687,nnm,153,1,2,,1
2013,2,6.869557779282331,u20m,153,1,2,,19
2013,2,3.160000280585273,q5_19,153,1,1,,26
2013,1,1.052311505191028,nnm,153,1,0,,2
2012,1,57.37920999999994,math,153,1,0,,10
2023,2,.5444219568744302,nnm,153,1,2,,1
2023,2,3.752196207642555,u20m,153,1,2,,2
2019,3,1.265968441963196,hgap,153,1,2,,1
2023,1,1.634194166399539,pnm,153,1,0,,11
2023,2,.6747486186213791,pnm,153,1,2,,1
2013,2,2.313153585419059,pnm,153,1,2,,21
2012,3,60.04791,math,153,1,0,,11
2013,2,1.411428209394217,nnm,153,1,2,,6
2013,1,1.704502617940307,pnm,153,1,0,,12
2023,1,1.181443105451763,nnm,153,1,0,,4
2019,1,.991690993309021,hgap,153,1,2,,1
2019,2,1.698451042175293,hgap,153,1,2,,2
