year,sex,value,ageg,lid,tercile,prospect,pop,pctile
2023,1,41.94903001189232,pnm,30,3,2,,84
2013,1,2.278599422425032,pnm,25,1,2,,20
2023,3,8.432359030662194,q5_19,24,2,2,,53
2013,3,25.39623901247978,pnm,24,2,2,,73
2013,1,19.80109885334969,nnm,8,2,0,,72
2023,2,16.07158407568932,pnm,15,2,0,,61
2023,3,5.006143357604742,u20m,25,1,1,,9
2013,2,13.14117200423837,q5_19,24,2,2,,65
2013,2,2.75628874078393,nnm,3,1,2,,24
2013,1,56.56408564209225,q5_19,26,3,0,,98
2009,1,19.81670188903809,hgap,14,3,0,,99
2009,2,16.88246917724609,hgap,24,2,0,,89
2013,3,17.1589663669055,q5_19,23,3,1,,73
2013,2,57.24537745118141,u20m,23,3,1,,70
2013,3,2.395360497757792,nnm,28,1,0,,18
2013,1,18.88140029812568,q5_19,23,3,1,,76
2013,1,34.76951643824577,pnm,23,3,1,,80
2023,2,16.58468507230282,pnm,8,2,1,,62
2013,3,41.25883057713509,u20m,22,2,1,,62
2013,3,15.69465361535549,pnm,22,2,1,,61
2019,3,12.03864860534668,hgap,26,3,0,,58
2019,3,15.83747005462646,hgap,22,2,0,,84
2009,3,17.69220352172852,hgap,22,2,0,,93
2023,2,11.10756117850542,pnm,22,2,2,,55
2019,2,14.90798187255859,hgap,22,2,0,,78
2013,3,19.00120638310909,u20m,12,1,2,,40
2013,1,46.70356214046478,u20m,22,2,1,,65
2023,1,13.26847355812788,pnm,22,2,1,,58
2023,1,11.79409306496382,nnm,22,2,2,,57
2013,3,60.17884447905675,q5_19,26,3,0,,99
2023,3,2.564901020377874,nnm,12,1,2,,21
2013,3,9.369066686852555,q5_19,21,2,1,,57
2013,1,4.271171521395445,nnm,5,1,0,,31
2013,2,11.33151445537806,u20m,13,1,2,,30
2023,2,17.79177598655224,u20m,21,2,1,,38
2019,1,10.86684131622314,hgap,27,2,1,,48
2013,3,8.473789319396019,pnm,21,2,1,,47
2023,2,6.974168121814728,nnm,21,2,1,,42
2009,2,11.38113403320313,hgap,21,2,0,,52
2023,2,2.417213749140501,nnm,12,1,2,,19
2023,1,7.066338788717985,pnm,21,2,1,,42
2023,1,1.817742828279734,pnm,7,1,0,,15
2009,3,11.75410270690918,hgap,10,2,0,,56
2013,3,11.61234297499536,q5_19,8,2,0,,62
2023,3,7.068037458095811,q5_19,9,2,0,,48
2019,1,16.99560356140137,hgap,24,2,0,,89
2023,2,22.24279940128326,pnm,31,3,2,,69
2019,2,4.738316059112549,hgap,20,2,1,,11
2009,2,5.742711544036865,hgap,20,2,1,,15
2023,3,17.95918680727482,u20m,20,2,0,,38
2013,2,9.684364311397076,nnm,6,2,1,,51
2023,1,7.659666705876589,pnm,20,2,0,,44
2023,2,26.61497704684734,u20m,27,2,0,,50
2023,1,14.66972101479769,nnm,17,2,1,,63
2013,1,2.078853314742446,pnm,19,1,1,,18
2013,3,12.86040153354406,nnm,27,2,1,,60
2023,3,10.25346759706736,nnm,27,2,1,,53
2009,3,5.511939525604248,hgap,19,1,0,,14
2023,2,4.804974421858788,u20m,19,1,0,,7
2013,2,1.736531034111977,pnm,19,1,1,,13
2013,3,14.08742647618055,pnm,27,2,1,,60
2023,1,43.82989183068275,u20m,24,2,2,,63
2013,3,31.32818266749382,nnm,16,3,2,,91
2019,1,4.692068576812744,hgap,19,1,0,,11
2023,1,2.469282131642103,nnm,19,1,0,,19
2019,2,15.34074401855469,hgap,24,2,0,,81
2013,2,21.15264348685741,pnm,8,2,1,,68
2023,2,1.673480495810509,nnm,25,1,1,,9
2013,3,35.76074168086052,u20m,27,2,1,,59
2013,2,3.590285778045654,nnm,18,1,0,,29
2023,2,19.07875575125217,u20m,4,2,1,,40
2019,1,5.430858612060547,hgap,3,1,0,,13
2023,1,2.897496335208416,pnm,18,1,0,,25
2013,3,13.5633191703165,q5_19,17,2,0,,67
2023,3,14.88857250660658,pnm,17,2,2,,60
2023,3,19.07490007579327,pnm,14,3,2,,65
2013,2,42.3164889216423,u20m,17,2,1,,63
2023,2,8.773503530749238,q5_19,17,2,0,,54
2013,2,60.35533919930458,u20m,14,3,2,,72
2009,2,10.5803165435791,hgap,17,2,0,,46
2019,3,6.692198276519775,hgap,18,1,0,,19
2009,2,4.605972766876221,hgap,28,1,0,,10
2023,1,14.09452680491197,q5_19,17,2,0,,68
2023,2,7.762350142002106,u20m,5,1,0,,22
2023,3,41.47724434733391,u20m,15,2,0,,62
2023,1,1.650885329581797,pnm,19,1,1,,11
2013,2,45.41148012679974,q5_19,16,3,2,,95
2023,3,11.15904655307531,u20m,12,1,2,,30
2023,2,1.475472003221512,pnm,25,1,1,,7
2013,1,18.05299893021584,nnm,17,2,1,,69
2023,2,2.417028124880205,q5_19,13,1,2,,19
2013,1,21.39081992208958,pnm,15,2,0,,68
2023,3,11.95413333217532,q5_19,15,2,0,,63
2013,1,49.13236945867538,u20m,2,2,2,,65
2013,2,41.61973297595978,u20m,15,2,0,,62
2009,1,7.745666980743408,hgap,29,1,0,,24
2013,1,14.39387816935778,nnm,15,2,0,,63
2019,1,14.61047077178955,hgap,15,2,0,,76
2013,2,4.480868577957153,nnm,12,1,2,,32
2013,3,26.58091485500336,pnm,14,3,2,,74
2023,3,17.88404583930969,nnm,14,3,1,,69
2009,3,16.70318603515625,hgap,14,3,0,,88
2013,2,26.80771797895432,pnm,14,3,2,,74
2023,1,2.487959805876017,pnm,29,1,0,,22
2023,2,96.80923819541931,u20m,16,3,2,,86
2013,1,39.51430574678261,q5_19,30,3,1,,92
2013,1,26.38536505401134,pnm,14,3,2,,74
2013,1,26.18204243481159,nnm,14,3,1,,85
2023,1,3.318113102328213,q5_19,29,1,0,,27
2023,2,7.9543087631464,nnm,6,2,1,,45
2023,3,2.154798246920109,nnm,13,1,2,,15
2023,1,2.138961974965436,q5_19,28,1,0,,15
2023,3,29.77431006729603,u20m,27,2,1,,53
2023,1,6.313110762911522,q5_19,13,1,0,,44
2023,2,1.838165482366261,q5_19,29,1,0,,11
2013,1,5.209606140851974,pnm,13,1,2,,35
2013,3,3.055093577131629,nnm,29,1,1,,26
2013,1,4.67144837602973,nnm,13,1,2,,33
2013,3,7.087592224280903,q5_19,12,1,2,,48
2009,3,11.7001895904541,hgap,21,2,0,,55
2013,3,2.925777041863031,q5_19,29,1,0,,24
2023,3,33.9893102645874,nnm,26,3,0,,93
2023,2,7.762350142002106,u20m,18,1,0,,22
2013,3,18.41883860346982,q5_19,14,3,1,,75
2013,1,7.672218140214682,pnm,12,1,2,,44
2023,2,10.78544743359089,nnm,15,2,0,,54
2019,1,8.406975746154785,hgap,12,1,2,,28
2019,2,11.09429836273193,hgap,4,2,0,,50
2013,3,44.63522881269455,pnm,11,3,2,,86
2013,1,127.0146369934082,u20m,30,3,2,,93
2009,3,5.92238712310791,hgap,3,1,0,,17
2009,2,13.61697959899902,hgap,14,3,0,,70
2019,2,13.10734558105469,hgap,11,3,0,,67
2013,1,30.60384280979633,nnm,24,2,2,,91
2023,2,1.947647426277399,nnm,28,1,0,,12
2023,1,9.788515046238899,pnm,6,2,2,,52
2013,3,10.1357726380229,nnm,4,2,1,,53
2013,2,55.34333363175392,pnm,30,3,2,,90
2009,3,6.602721691131592,hgap,20,2,0,,19
2023,1,1.761387684382498,pnm,25,1,2,,13
2013,2,7.435323670506477,pnm,20,2,0,,43
2023,2,7.196915335953236,nnm,10,2,2,,43
2019,2,9.903120040893555,hgap,10,2,0,,39
2009,2,10.60992527008057,hgap,10,2,0,,46
2013,1,37.72814944386482,u20m,10,2,2,,60
2013,2,33.98541642272157,q5_19,30,3,2,,90
2013,1,8.789380006159142,q5_19,10,2,1,,55
2013,1,14.23295307904482,pnm,10,2,2,,60
2023,1,10.05067583173513,nnm,10,2,2,,53
2019,1,14.07452297210693,hgap,23,3,0,,73
2013,1,12.36536944589273,q5_19,4,2,1,,64
2023,3,6.58723060041666,nnm,9,2,2,,40
2019,3,13.88192367553711,hgap,9,2,0,,72
2023,2,17.42768287658691,u20m,9,2,2,,38
2013,2,22.83696457743645,u20m,9,2,2,,46
2013,3,10.23408211767673,u20m,5,1,0,,28
2009,2,14.83877182006836,hgap,9,2,0,,78
2023,3,40.13646394014359,pnm,30,3,2,,83
2023,2,7.437630068688028,q5_19,24,2,2,,50
2023,2,6.761199794709682,pnm,9,2,2,,41
2013,2,5.469249155817368,q5_19,20,2,0,,39
2023,3,17.07786880433559,nnm,8,2,0,,68
2019,3,9.373967170715332,hgap,8,2,0,,35
2013,2,45.56376487016678,u20m,8,2,1,,64
2019,2,9.078496932983398,hgap,8,2,0,,32
2009,2,9.838505744934082,hgap,8,2,0,,39
2023,1,50.61274766921997,u20m,8,2,0,,67
2013,2,9.525533765554428,nnm,32,2,0,,50
2019,1,9.576600074768066,hgap,8,2,1,,37
2013,2,9.240991435945034,pnm,4,2,2,,50
2023,2,7.263986393809319,pnm,32,2,0,,43
2013,3,1.870131934992969,pnm,7,1,0,,16
2019,1,7.029783725738525,hgap,29,1,0,,21
2013,2,6.116190459579229,u20m,7,1,2,,16
2023,2,12.33165431767702,pnm,2,2,2,,57
2019,2,7.558812618255615,hgap,25,1,0,,23
2009,2,12.260085105896,hgap,4,2,0,,61
2013,1,3.152937835929848,q5_19,7,1,2,,26
2013,2,16.98602735996246,nnm,2,2,2,,67
2013,2,5.381605587899685,u20m,25,1,1,,12
2023,2,23.73489923775196,u20m,32,2,0,,47
2013,2,35.27145087718964,nnm,26,3,0,,95
2023,3,6.277327425777912,nnm,33,2,1,,39
2009,1,11.73658180236816,hgap,32,2,0,,56
2023,1,6.996980868279934,nnm,33,2,1,,42
2019,1,19.87907409667969,hgap,14,3,0,,99
2023,2,2.309231553226709,nnm,7,1,0,,18
2023,2,4.939246769894434,q5_19,4,2,0,,37
2013,3,2.902237931266427,pnm,5,1,0,,25
2009,2,7.539331912994385,hgap,5,1,0,,23
2013,1,3.213804448023438,pnm,5,1,0,,27
2023,1,10.97349543124437,u20m,5,1,0,,30
2023,3,11.86636828026921,q5_19,32,2,0,,63
2013,3,30.4916575551033,u20m,32,2,0,,54
2013,1,10.34857267941181,q5_19,9,2,0,,59
2023,3,2.763503483002916,q5_19,3,1,1,,22
2019,3,9.769906044006348,hgap,33,2,1,,38
2023,3,7.704213261604309,pnm,32,2,0,,44
2023,1,27.13467553257942,pnm,23,3,1,,74
2009,3,11.69410610198975,hgap,33,2,1,,55
2023,1,27.03768387436867,nnm,16,3,2,,86
2013,2,25.96661821007729,nnm,1,3,1,,84
2013,2,2.575780730694532,pnm,5,1,0,,22
2019,2,11.78600978851318,hgap,1,3,0,,57
2013,1,12.72666361182928,pnm,6,2,2,,57
2013,2,7.863128557801247,u20m,3,1,2,,23
2023,3,11.30341086536646,nnm,32,2,0,,56
2023,2,47.6122722029686,pnm,16,3,2,,87
2013,1,16.99952222406864,u20m,13,1,2,,37
2013,2,3.502758335897749,q5_19,13,1,2,,28
2023,2,7.109638303518295,pnm,33,2,1,,42
2009,1,12.3383264541626,hgap,33,2,1,,62
2013,3,51.58870294690132,u20m,8,2,0,,67
2013,3,18.03226210176945,pnm,2,2,2,,64
2013,1,33.95274302240692,q5_19,11,3,2,,90
2013,1,11.36070396751165,nnm,4,2,1,,56
2009,1,8.095757484436035,hgap,25,1,0,,26
2019,2,8.260836601257324,hgap,6,2,0,,27
2009,1,12.76368427276611,hgap,27,2,1,,65
2009,2,13.0556058883667,hgap,30,3,0,,67
2013,3,9.931105189025402,pnm,4,2,2,,52
2013,1,39.68372974064882,q5_19,1,3,1,,92
2023,1,6.658420419128452,q5_19,20,2,0,,45
2023,2,1.884050667285919,nnm,3,1,2,,11
2013,3,47.39424213767052,u20m,2,2,2,,65
2013,2,14.41765669733286,pnm,22,2,2,,60
2013,3,12.65426073223352,pnm,6,2,2,,57
2023,3,5.085302516818047,u20m,7,1,2,,9
2013,2,19.04977113008499,pnm,2,2,2,,65
2023,2,47.045037150383,u20m,23,3,1,,65
2013,2,23.68397638201714,u20m,4,2,1,,47
2013,3,39.0260423150357,q5_19,1,3,1,,91
2013,1,40.09148478507996,u20m,27,2,1,,61
2023,3,20.81937715411186,u20m,9,2,2,,43
2009,3,14.67609405517578,hgap,2,2,0,,76
2013,2,75.80732554197311,u20m,31,3,2,,79
2013,2,5.434139631688595,u20m,19,1,0,,12
2023,2,6.966210317759236,q5_19,32,2,0,,48
2009,1,14.39058685302734,hgap,1,3,0,,75
2013,1,10.58954373002052,pnm,4,2,2,,54
2023,3,2.302753273397684,pnm,29,1,0,,21
2013,2,7.205748930573463,u20m,29,1,0,,20
2023,1,27.14587934315205,u20m,4,2,1,,51
2023,1,4.858020038802646,q5_19,12,1,2,,36
2023,1,27.28360332548618,nnm,1,3,1,,86
2023,1,9.220669977366924,nnm,4,2,1,,50
2023,1,20.39558626711369,nnm,24,2,2,,74
2013,3,6.359778344631195,u20m,25,1,1,,17
2009,1,13.65767669677734,hgap,23,3,0,,70
2023,1,3.737667488066143,q5_19,3,1,0,,30
2023,2,55.25527521967888,u20m,31,3,2,,69
2023,1,16.78931571249276,q5_19,31,3,1,,73
2023,3,10.44587697833776,nnm,22,2,2,,53
2023,3,31.54335031753053,q5_19,1,3,1,,88
2013,1,126.0529309511185,u20m,1,3,1,,92
2023,3,5.523311905562878,u20m,28,1,0,,13
2023,2,2.302070615793017,q5_19,5,1,0,,17
2023,3,8.209012448787689,nnm,4,2,1,,46
2019,3,4.158527851104736,hgap,28,1,0,,9
2013,3,9.119052624348424,q5_19,4,2,1,,56
2023,1,43.21936890482903,u20m,17,2,1,,63
2023,3,92.94754266738892,u20m,1,3,1,,85
2019,1,11.9005012512207,hgap,10,2,0,,57
2019,1,14.12680435180664,hgap,9,2,0,,74
2013,3,3.123403061181307,pnm,3,1,2,,27
2023,2,4.710344768682151,q5_19,21,2,0,,35
2013,3,47.98987880349159,u20m,17,2,1,,65
2009,1,12.99697685241699,hgap,4,2,0,,66
2013,1,11.753847133114,q5_19,27,2,1,,63
2013,2,5.781850009337508,q5_19,12,1,2,,41
2013,2,13.93174938857555,pnm,27,2,1,,59
2013,3,13.01683951169252,pnm,10,2,2,,58
2013,1,16.54812848733811,q5_19,17,2,0,,73
2013,3,4.81357192620635,nnm,12,1,2,,34
2013,2,21.50153554975986,u20m,32,2,0,,43
2013,3,32.58013352751732,u20m,6,2,1,,56
2019,2,5.204277515411377,hgap,13,1,0,,12
2013,3,32.5801707804203,pnm,31,3,2,,78
2013,3,27.05482952296734,nnm,11,3,2,,86
2013,3,45.77396810054779,u20m,15,2,0,,64
2023,2,40.00090435147285,u20m,24,2,2,,61
2023,1,4.932351876050234,pnm,12,1,2,,34
2009,3,10.61858177185059,hgap,8,2,0,,46
2013,2,15.39535757781951,q5_19,23,3,2,,70
2023,1,6.319975480437279,u20m,28,1,0,,17
2013,3,11.46156899631023,nnm,6,2,1,,56
2023,3,1.830007997341454,nnm,25,1,1,,11
2023,2,2.286682138219476,nnm,29,1,1,,17
2013,3,13.07744905352592,nnm,10,2,2,,60
2013,1,2.66868570632206,q5_19,19,1,0,,22
2023,2,4.52116597443819,nnm,20,2,0,,32
2013,2,75.68475604057312,pnm,26,3,2,,96
2023,1,2.746161771938205,pnm,13,1,2,,24
2013,1,13.08859000309925,q5_19,21,2,1,,65
2013,3,62.13874369859695,u20m,23,3,1,,73
2019,1,6.671418190002441,hgap,5,1,0,,19
2013,1,5.109073128551245,nnm,12,1,2,,35
2013,1,7.213908998637164,q5_19,13,1,0,,49
2023,2,1.44615164026618,pnm,28,1,0,,6
2023,1,139.5229995250702,u20m,26,3,1,,95
2013,3,118.9415901899338,u20m,30,3,2,,90
2019,3,7.00103235244751,hgap,29,1,0,,20
2013,3,10.23408211767673,u20m,18,1,0,,28
2023,3,38.56741636991501,u20m,17,2,1,,60
2019,1,15.72281265258789,hgap,31,3,0,,84
2023,1,12.44321558624506,u20m,12,1,2,,31
2013,2,9.336866438388824,pnm,9,2,2,,51
2013,2,5.168791860342026,nnm,20,2,0,,35
2013,1,58.04658308625221,pnm,1,3,2,,91
2013,3,2.599319210276008,nnm,7,1,0,,22
2009,1,10.35160064697266,hgap,6,2,0,,44
2023,2,5.420306231826544,u20m,3,1,2,,12
2013,2,6.628568751782971,q5_19,33,2,2,,45
2023,2,1.915907370857894,nnm,13,1,2,,12
2023,2,23.47974235733075,q5_19,30,3,2,,82
2023,2,11.26978732645512,pnm,27,2,1,,55
2009,3,12.70083522796631,hgap,4,2,0,,65
2023,1,8.17719753831625,u20m,3,1,2,,23
2013,1,30.84670193493366,nnm,11,3,2,,91
2023,3,106.0993149876595,u20m,16,3,2,,88
2013,2,113.8806194067001,u20m,1,3,2,,90
2013,3,3.427687371664101,q5_19,18,1,0,,28
2019,2,11.36372089385986,hgap,26,3,0,,52
2023,2,3.055608365684748,nnm,5,1,0,,26
2019,1,7.495774269104004,hgap,20,2,0,,23
2013,2,13.02418578416109,nnm,17,2,1,,60
2023,2,5.773109849542379,nnm,9,2,2,,38
2009,3,12.14326286315918,hgap,27,2,0,,60
2013,2,17.83753000199795,pnm,15,2,0,,64
2023,1,8.698016129563779,q5_19,2,2,2,,54
2009,3,9.337827682495117,hgap,6,2,0,,35
2019,3,16.08188247680664,hgap,24,2,0,,85
2013,1,10.14245394617319,pnm,33,2,1,,53
2023,2,18.29111389815807,nnm,31,3,2,,70
2023,2,3.055608365684748,nnm,18,1,0,,26
2013,2,8.540179580450058,u20m,18,1,0,,24
2013,1,53.38550731539726,u20m,17,2,1,,68
2009,3,7.850521564483643,hgap,25,1,0,,25
2013,3,29.70696613192558,nnm,30,3,2,,90
2023,2,16.28890819847584,u20m,20,2,0,,36
2019,3,6.126072406768799,hgap,20,2,0,,17
2019,3,5.395961284637451,hgap,3,1,0,,13
2023,3,6.407249501676038,q5_19,33,2,2,,44
2013,2,5.517614660457526,q5_19,21,2,0,,40
2013,2,11.7180198431015,pnm,10,2,2,,56
2019,3,10.25616359710693,hgap,21,2,0,,43
2019,3,14.53810977935791,hgap,11,3,0,,76
2013,2,2.50311940908432,nnm,7,1,0,,20
2023,2,134.4131529331207,u20m,26,3,1,,94
2013,3,12.51880282520013,q5_19,22,2,1,,64
2013,1,24.4352612644434,pnm,8,2,1,,72
2013,3,9.350338950753212,nnm,9,2,2,,50
2023,2,15.64290188252926,pnm,24,2,2,,61
2013,2,3.590285778045654,nnm,5,1,0,,29
2013,3,8.820782137589077,q5_19,6,2,2,,55
2023,1,19.09353397786617,pnm,8,2,1,,65
2013,3,6.338600069284439,u20m,19,1,0,,17
2013,3,15.6060503795743,nnm,17,2,1,,64
2023,3,41.97390750050545,u20m,24,2,2,,63
2013,1,71.38682901859283,u20m,14,3,1,,77
2013,1,33.85698050260544,nnm,1,3,1,,93
2009,1,5.353591918945313,hgap,19,1,0,,13
2023,3,13.80160730332136,nnm,23,3,0,,61
2023,1,7.837125100195408,pnm,9,2,2,,45
2009,3,12.85043525695801,hgap,26,3,0,,65
2023,1,2.303915563970804,nnm,3,1,2,,17
2013,3,19.59974132478237,pnm,17,2,2,,66
2023,1,8.144480176270008,pnm,4,2,2,,46
2013,3,77.89900153875351,pnm,26,3,2,,96
2019,1,5.186047554016113,hgap,7,1,0,,12
2009,1,17.03930854797363,hgap,31,3,0,,90
2013,3,66.0611093044281,u20m,24,2,2,,75
2023,3,58.00623819231987,u20m,31,3,2,,71
2023,2,6.282185669988394,pnm,20,2,0,,39
2013,3,30.93680418292266,q5_19,11,3,2,,87
2013,3,25.99702589213848,u20m,33,2,1,,50
2009,1,14.10370254516602,hgap,26,3,0,,74
2013,1,14.68153856694698,nnm,23,3,0,,63
2023,1,78.65196466445923,u20m,11,3,2,,80
2013,1,44.83872652053833,nnm,26,3,0,,99
2013,1,17.16205477714539,pnm,2,2,2,,63
2023,3,2.515583299100399,nnm,29,1,1,,21
2013,3,18.72816123068333,nnm,2,2,2,,70
2013,2,28.3940639346838,u20m,10,2,2,,52
2013,1,9.039118885993958,pnm,21,2,1,,50
2019,2,6.913395404815674,hgap,5,1,0,,20
2023,1,12.84223701804876,nnm,32,2,0,,59
2019,1,10.57333278656006,hgap,6,2,0,,46
2023,2,12.31634244322777,nnm,23,3,0,,58
2023,1,37.50772401690483,u20m,22,2,1,,60
2019,3,7.527670860290527,hgap,25,1,0,,23
2013,2,16.86145551502705,u20m,12,1,2,,37
2013,1,38.97261247038841,u20m,32,2,0,,61
2023,1,12.92352287359655,q5_19,22,2,0,,65
2023,3,17.8665928542614,pnm,8,2,1,,64
2009,2,11.99536895751953,hgap,1,3,0,,58
2013,1,3.423781367018819,pnm,3,1,2,,29
2013,3,6.231355015188456,u20m,28,1,0,,16
2013,3,2.060840139165521,pnm,25,1,1,,18
2013,2,42.55466535687447,pnm,11,3,2,,85
2019,3,5.413419246673584,hgap,13,1,0,,13
2019,3,10.17474842071533,hgap,32,2,0,,42
2023,2,6.381475020654448,q5_19,2,2,2,,44
2023,1,7.757451743875543,q5_19,6,2,2,,51
2013,3,7.003496866673231,u20m,7,1,2,,19
2013,1,49.09506894468774,q5_19,16,3,1,,96
2013,2,110.6324791908264,u20m,30,3,2,,89
2013,2,3.588884603232145,nnm,13,1,2,,29
2013,3,3.123880829662085,nnm,3,1,2,,26
2023,2,15.08970744907856,nnm,8,2,0,,64
2009,1,16.12374877929688,hgap,11,3,0,,86
2009,3,5.676268100738525,hgap,7,1,0,,15
2013,1,1.935213804244995,pnm,28,1,0,,17
2023,3,2.15347926132381,nnm,28,1,0,,15
2023,1,56.77039921283722,u20m,23,3,0,,70
2023,3,23.19730259478092,u20m,4,2,1,,46
2013,2,137.1693164110184,u20m,16,3,2,,94
2013,1,20.54917483829954,q5_19,31,3,1,,79
2023,3,12.22092378884554,pnm,22,2,1,,56
2023,2,37.04623132944107,u20m,15,2,0,,60
2013,1,14.25299588149165,q5_19,24,2,2,,68
2013,1,80.19919693470001,pnm,26,3,2,,97
2013,3,78.05455476045609,u20m,31,3,2,,80
2023,2,5.574019500976357,q5_19,20,2,0,,40
2013,2,2.771344035863876,nnm,29,1,1,,24
2023,3,18.28670874238014,pnm,15,2,0,,65
2013,2,16.20180532336235,nnm,8,2,0,,65
2023,1,31.62765875458717,pnm,11,3,2,,78
2013,3,3.938999027013779,nnm,18,1,0,,30
2023,2,54.64260812443422,q5_19,26,3,0,,98
2013,2,63.88539103567259,q5_19,26,3,0,,99
2023,3,4.520739894360304,pnm,12,1,2,,33
2023,1,16.46273140600329,q5_19,32,2,0,,73
2023,3,1.622620271518826,pnm,25,1,1,,11
2013,2,38.35557831572467,q5_19,1,3,1,,91
2023,1,11.93755585700274,nnm,27,2,1,,57
2023,1,2.348233014345169,nnm,28,1,0,,18
2009,1,7.143191337585449,hgap,5,1,0,,21
2019,2,11.62595748901367,hgap,23,3,0,,55
2013,2,23.10621924698353,nnm,11,3,2,,78
2009,1,12.02063369750977,hgap,17,2,2,,58
2023,1,2.365744905546308,nnm,7,1,0,,18
2013,2,11.70688029378653,nnm,22,2,2,,57
2013,1,57.38746374845505,u20m,8,2,0,,70
2023,3,6.126806568464538,q5_19,20,2,0,,43
2023,3,9.108920581638813,u20m,13,1,2,,25
2013,2,7.878421805799007,pnm,21,2,1,,45
2023,2,5.029847322610137,q5_19,33,2,2,,38
2019,2,12.85331535339355,hgap,2,2,0,,65
2023,1,31.36724250865564,q5_19,30,3,1,,87
2019,2,9.285552978515625,hgap,17,2,0,,34
2023,3,2.229236997663975,nnm,19,1,0,,16
2023,2,1.975680934265256,nnm,19,1,0,,12
2023,1,12.27486133575439,pnm,2,2,2,,56
2013,1,31.8947434425354,pnm,31,3,2,,78
2013,2,5.483929439520474,q5_19,32,2,0,,39
2023,2,2.380775520578027,pnm,13,1,2,,21
2023,3,50.99944770336151,u20m,14,3,2,,67
2019,1,9.318759918212891,hgap,17,2,2,,35
2013,1,7.283257786184549,u20m,25,1,1,,21
2013,3,2.281323540955782,nnm,25,1,1,,17
2023,1,7.371227722615004,nnm,9,2,2,,44
2013,3,36.7802271168195,q5_19,30,3,2,,91
2009,1,11.28230667114258,hgap,8,2,1,,52
2023,3,58.13087895512581,pnm,26,3,2,,91
2009,1,15.92256546020508,hgap,9,2,0,,84
2013,1,15.41580632328987,nnm,22,2,2,,64
2009,3,11.62233066558838,hgap,32,2,0,,55
2013,3,27.2301584482193,u20m,21,2,1,,51
2013,3,3.938999027013779,nnm,5,1,0,,30
2019,2,9.5147705078125,hgap,33,2,1,,36
2023,1,20.70921845734119,nnm,14,3,1,,74
2013,1,14.25880844670513,q5_19,8,2,0,,68
2023,3,7.479822013415238,q5_19,21,2,1,,50
2023,2,5.722559473281041,q5_19,6,2,2,,41
2009,2,15.36664199829102,hgap,31,3,0,,81
2023,3,16.28982832861903,q5_19,31,3,1,,72
2013,2,18.73929239809513,nnm,14,3,1,,70
2023,2,10.60642581433058,nnm,17,2,1,,54
2023,3,18.9634133130312,nnm,24,2,2,,71
2023,2,17.54444465041161,u20m,33,2,2,,38
2009,2,5.591683864593506,hgap,13,1,0,,14
2013,2,5.614512954551398,q5_19,9,2,0,,40
2023,3,6.996417418122292,pnm,20,2,0,,42
2013,1,66.8979212641716,u20m,23,3,0,,75
2023,3,3.389132209122181,nnm,5,1,0,,28
2009,3,14.416259765625,hgap,30,3,0,,75
2013,1,3.213804448023438,pnm,18,1,0,,27
2009,1,7.143191337585449,hgap,18,1,0,,21
2023,2,17.59136613921497,q5_19,11,3,2,,74
2023,3,9.413192048668861,u20m,18,1,0,,26
2023,2,12.86621423151657,q5_19,14,3,1,,65
2019,2,14.09928607940674,hgap,31,3,0,,74
2019,3,4.913202285766602,hgap,19,1,0,,11
2023,1,20.33181302249432,pnm,15,2,0,,66
2023,1,22.32814207673073,nnm,31,3,2,,77
2009,3,13.81002044677734,hgap,15,2,0,,71
2013,1,2.613825257867575,nnm,28,1,0,,22
2013,2,2.071306183319965,q5_19,29,1,0,,15
2013,2,1.577272661961615,pnm,28,1,0,,9
2013,1,107.5418367981911,u20m,11,3,2,,88
2023,1,4.408502283927307,q5_19,18,1,0,,34
2023,2,8.999413810670376,nnm,22,2,2,,49
2019,2,6.913395404815674,hgap,18,1,0,,20
2013,3,2.611732808873057,pnm,29,1,0,,23
2023,3,5.648284219205379,u20m,19,1,0,,13
2023,3,13.52711956145447,q5_19,23,3,1,,66
2009,3,12.41861152648926,hgap,23,3,0,,63
2023,1,8.114052005112171,pnm,32,2,0,,46
2013,1,49.65828731656075,u20m,15,2,0,,66
2013,1,10.09645706266271,q5_19,6,2,2,,59
2013,1,154.6969264745712,u20m,16,3,2,,97
2023,3,8.045473136007786,nnm,21,2,1,,45
2013,3,12.93373107910156,nnm,15,2,0,,60
2009,3,6.098790168762207,hgap,13,1,0,,17
2013,2,65.51934033632278,u20m,24,2,2,,75
2023,1,26.18861198425293,nnm,30,3,1,,85
2013,2,7.166896015405655,nnm,33,2,2,,43
2009,3,7.24272346496582,hgap,5,1,0,,21
2023,1,15.09289909154177,pnm,17,2,2,,61
2023,1,37.90639340877533,nnm,26,3,0,,96
2023,1,7.324738492808791,q5_19,10,2,1,,49
2013,1,78.36316525936127,pnm,16,3,2,,97
2013,2,27.89369784295559,pnm,24,2,2,,75
2023,3,30.5623896420002,u20m,32,2,0,,54
2013,1,7.844174280762672,u20m,7,1,2,,22
2013,1,4.351340978754115,q5_19,3,1,0,,34
2023,3,8.67950078099966,nnm,10,2,2,,48
2019,3,13.47370529174805,hgap,16,3,0,,68
2023,3,22.49823696911335,pnm,31,3,2,,69
2023,2,.7031296919024488,q5_19,7,1,2,,1
2013,3,8.179584518074989,pnm,20,2,0,,46
2013,2,1.830626279115677,pnm,25,1,1,,15
