year,age,sex,value,loc,heading1,heading2,lid
1985,11,3,148.585314605253,Northern America,Aggregates,region,
2010,14,2,160.8653378293014,Northern America,Aggregates,region,
2010,9,3,137.5711955560473,Northern America,Aggregates,region,
2000,11,1,148.1731705316706,Northern America,Aggregates,region,
2000,19,1,176.7911321670128,Northern America,Aggregates,region,
2019,18,2,163.2228532120431,Northern America,Aggregates,region,
1990,8,2,130.9121499001918,Northern America,Aggregates,region,
1990,15,3,167.3389873653586,Northern America,Aggregates,region,
2010,7,1,126.7453006566501,Northern America,Aggregates,region,
1990,19,2,163.0404439710713,Northern America,Aggregates,region,
2019,9,3,137.7790989155487,Northern America,Aggregates,region,
2000,5,1,113.5277984265636,Northern America,Aggregates,region,
2000,13,1,161.3993224712271,Northern America,Aggregates,region,
2019,15,2,162.7779266502428,Northern America,Aggregates,region,
1990,16,1,174.9032546281532,Northern America,Aggregates,region,
2019,11,3,149.4616396679903,Northern America,Aggregates,region,
1990,10,1,142.7571337690102,Northern America,Aggregates,region,
2000,8,3,131.3181589105555,Northern America,Aggregates,region,
2019,14,3,165.2444168884334,Northern America,Aggregates,region,
2000,12,2,154.4484735756253,Northern America,Aggregates,region,
2019,8,2,132.0835879698683,Northern America,Aggregates,region,
1985,10,2,142.8577349895128,Northern America,Aggregates,region,
1990,5,3,112.790921595961,Northern America,Aggregates,region,
1990,14,1,167.8771729554186,Northern America,Aggregates,region,
2010,12,1,154.5557012170215,Northern America,Aggregates,region,
2000,18,3,169.9010320183853,Northern America,Aggregates,region,
1985,16,1,174.3699834234016,Northern America,Aggregates,region,
1985,15,2,162.0048174414318,Northern America,Aggregates,region,
1985,5,2,112.0827410363069,Northern America,Aggregates,region,
2010,6,1,120.7645100179651,Northern America,Aggregates,region,
1990,19,1,176.1745527183907,Northern America,Aggregates,region,
1985,18,1,175.7507728385121,Northern America,Aggregates,region,
1985,10,3,142.6972416942081,Northern America,Aggregates,region,
2010,6,3,120.2817375245491,Northern America,Aggregates,region,
2019,6,1,120.2293820685005,Northern America,Aggregates,region,
1990,11,2,149.0983182433755,Northern America,Aggregates,region,
1990,9,3,137.0524269103053,Northern America,Aggregates,region,
2000,14,2,160.5643754929586,Northern America,Aggregates,region,
2000,11,2,148.9183342886701,Northern America,Aggregates,region,
1990,9,2,136.7308843982245,Northern America,Aggregates,region,
1985,19,3,169.5381748498253,Northern America,Aggregates,region,
2010,5,3,113.6812544142864,Northern America,Aggregates,region,
1985,19,2,162.9554836377041,Northern America,Aggregates,region,
2010,5,1,114.3224278364596,Northern America,Aggregates,region,
2010,9,1,137.7910847813622,Northern America,Aggregates,region,
2019,19,1,177.1109757885116,Northern America,Aggregates,region,
2000,7,2,122.4829658825055,Oceania,Aggregates,region,
2010,10,1,137.6950349727255,Oceania,Aggregates,region,
2019,11,3,145.7092541320025,Oceania,Aggregates,region,
2019,7,1,123.1476877853499,Oceania,Aggregates,region,
1990,15,3,165.0566807863771,Oceania,Aggregates,region,
2000,9,3,133.3209652104329,Oceania,Aggregates,region,
2010,7,1,121.7342042383118,Oceania,Aggregates,region,
2000,9,2,133.9176535017904,Oceania,Aggregates,region,
1985,9,3,133.743704524313,Oceania,Aggregates,region,
2019,12,3,151.5333265768968,Oceania,Aggregates,region,
1990,14,2,159.0700274752629,Oceania,Aggregates,region,
1985,10,2,139.9343444961844,Oceania,Aggregates,region,
2000,14,3,161.3522765357385,Oceania,Aggregates,region,
2000,17,1,172.9776633531737,Oceania,Aggregates,region,
2010,8,2,128.262977283627,Oceania,Aggregates,region,
1985,19,3,168.3301505046809,Oceania,Aggregates,region,
2000,17,3,167.3894996417333,Oceania,Aggregates,region,
1990,8,1,128.142157359593,Oceania,Aggregates,region,
2010,19,3,167.8247397960226,Oceania,Aggregates,region,
2019,13,3,156.9627013618957,Oceania,Aggregates,region,
1990,12,2,152.3287234583188,Oceania,Aggregates,region,
1990,7,2,122.455907196875,Oceania,Aggregates,region,
1990,5,3,110.228083215179,Oceania,Aggregates,region,
2019,6,1,117.4337221320009,Oceania,Aggregates,region,
2010,7,3,122.1945145706493,Oceania,Aggregates,region,
1990,14,1,164.44310109842,Oceania,Aggregates,region,
2019,14,1,163.3615362068797,Oceania,Aggregates,region,
2019,8,2,129.0782556109943,Oceania,Aggregates,region,
1990,7,1,122.4823881789068,Oceania,Aggregates,region,
2000,10,2,140.0096047519329,Oceania,Aggregates,region,
1985,12,2,152.3374504630081,Oceania,Aggregates,region,
1985,13,2,156.5067739566506,Oceania,Aggregates,region,
2000,19,1,174.1626522070537,Oceania,Aggregates,region,
1985,12,3,151.6592694819544,Oceania,Aggregates,region,
2010,7,2,122.6868033375067,Oceania,Aggregates,region,
2019,9,3,134.2802575486447,Oceania,Aggregates,region,
1985,7,1,122.6147953627043,Oceania,Aggregates,region,
2000,5,2,110.4168628983992,Oceania,Aggregates,region,
2010,13,1,156.0779871475619,Oceania,Aggregates,region,
1990,18,2,161.8113503020362,Oceania,Aggregates,region,
1985,7,2,122.3041081490841,Oceania,Aggregates,region,
2000,12,3,151.0001963561673,Oceania,Aggregates,region,
2000,10,1,138.1352715441811,Oceania,Aggregates,region,
2019,17,2,161.6280748039821,Oceania,Aggregates,region,
1985,10,3,139.5392509555786,Oceania,Aggregates,region,
2019,16,3,166.1246810911036,Oceania,Aggregates,region,
2019,19,3,167.8556918059964,Oceania,Aggregates,region,
2000,19,3,168.1729579586955,Oceania,Aggregates,region,
2000,5,3,109.8153072768455,Oceania,Aggregates,region,
2010,16,3,165.9023743734504,Oceania,Aggregates,region,
1985,14,1,164.7222461479174,Oceania,Aggregates,region,
2000,16,3,166.4078644204382,Oceania,Aggregates,region,
2010,6,2,116.9760009508856,Oceania,Aggregates,region,
1985,5,3,110.3044455637182,Oceania,Aggregates,region,
2010,14,1,162.6272437105366,Oceania,Aggregates,region,
2010,14,2,158.9552631857984,Oceania,Aggregates,region,
1985,19,2,161.6367605386102,Oceania,Aggregates,region,
1990,14,3,161.8575251807539,Oceania,Aggregates,region,
1990,7,3,122.4696139341148,Oceania,Aggregates,region,
1990,11,3,145.462016783738,Oceania,Aggregates,region,
2019,5,1,111.2808552149781,Oceania,Aggregates,region,
2010,15,1,167.3117922375395,Oceania,Aggregates,region,
2000,12,1,149.8399306716935,Oceania,Aggregates,region,
1985,18,3,168.0495963991553,Oceania,Aggregates,region,
2000,15,1,168.3197432316988,Oceania,Aggregates,region,
2019,15,2,160.7404486376862,Oceania,Aggregates,region,
1990,16,1,172.128934232092,Oceania,Aggregates,region,
1990,15,1,169.1732594876421,Oceania,Aggregates,region,
1990,12,1,150.7034264978007,Oceania,Aggregates,region,
2000,15,2,160.5147324909514,Oceania,Aggregates,region,
1990,16,2,161.4061893531898,Oceania,Aggregates,region,
1985,5,1,110.3696337979625,Oceania,Aggregates,region,
1985,12,1,151.0225022538735,Oceania,Aggregates,region,
2000,6,1,115.6247695956838,Oceania,Aggregates,region,
2019,14,3,161.4128762387645,Oceania,Aggregates,region,
2010,12,2,152.2386760851676,Oceania,Aggregates,region,
1990,8,2,128.1284335533113,Oceania,Aggregates,region,
2010,12,3,150.6055331487585,Oceania,Aggregates,region,
2019,15,1,167.7990896875976,Oceania,Aggregates,region,
1985,8,3,128.1125376400409,Oceania,Aggregates,region,
2000,7,3,122.0217442671515,Oceania,Aggregates,region,
2000,5,1,109.2539272435702,Oceania,Aggregates,region,
1985,5,2,110.2347307731058,Oceania,Aggregates,region,
2000,16,2,161.2588913476455,Oceania,Aggregates,region,
1990,5,1,110.1031908876703,Oceania,Aggregates,region,
1985,11,3,145.5863663300794,Oceania,Aggregates,region,
2000,6,3,116.1266873706261,Oceania,Aggregates,region,
2000,18,2,161.6566863515285,Oceania,Aggregates,region,
2019,19,1,173.2090618483,Oceania,Aggregates,region,
2019,6,2,117.7975744947644,Oceania,Aggregates,region,
1985,17,3,167.6789700387654,Oceania,Aggregates,region,
1985,6,3,116.590310449964,Oceania,Aggregates,region,
2010,14,3,160.8610980489328,Oceania,Aggregates,region,
2010,10,2,140.0413108967087,Oceania,Aggregates,region,
2019,18,2,161.8035448487335,Oceania,Aggregates,region,
1985,11,1,144.757603005412,Oceania,Aggregates,region,
1990,17,3,167.9106165546697,Oceania,Aggregates,region,
2000,13,2,156.3542296558571,Oceania,Aggregates,region,
2010,18,2,161.6807778313072,Oceania,Aggregates,region,
2019,7,2,123.5146942232888,Oceania,Aggregates,region,
2019,10,2,140.7971576426969,Oceania,Aggregates,region,
1985,11,2,146.4731011918172,Oceania,Aggregates,region,
2010,8,3,127.7050562018982,Oceania,Aggregates,region,
1990,9,2,133.8997943072191,Oceania,Aggregates,region,
1990,12,3,151.4859082681643,Oceania,Aggregates,region,
1985,10,1,139.1711283806987,Oceania,Aggregates,region,
2000,13,1,156.9638292340557,Oceania,Aggregates,region,
1990,18,3,168.3373673388344,Oceania,Aggregates,region,
1985,16,1,172.0984055233142,Oceania,Aggregates,region,
2019,16,1,170.5173438194852,Oceania,Aggregates,region,
2010,15,3,164.0323101264701,Oceania,Aggregates,region,
1990,6,3,116.5591265107656,Oceania,Aggregates,region,
2010,18,3,167.4003176440483,Oceania,Aggregates,region,
1990,15,2,160.6333316851249,Oceania,Aggregates,region,
2010,6,1,116.0269178398773,Oceania,Aggregates,region,
2010,9,2,133.9683592142531,Oceania,Aggregates,region,
2019,14,2,159.3155547463203,Oceania,Aggregates,region,
1990,16,3,166.9463270706876,Oceania,Aggregates,region,
2019,17,3,167.0069570265219,Oceania,Aggregates,region,
2019,11,1,144.3286914750029,Oceania,Aggregates,region,
1990,11,2,146.5122609970959,Oceania,Aggregates,region,
2010,12,1,149.0898037904609,Oceania,Aggregates,region,
2010,8,1,127.1837901163673,Oceania,Aggregates,region,
1985,17,2,161.3500524190702,Oceania,Aggregates,region,
1985,19,1,174.6360071723175,Oceania,Aggregates,region,
1990,11,1,144.486919433449,Oceania,Aggregates,region,
2010,9,1,132.475347680405,Oceania,Aggregates,region,
2010,5,3,110.3611610604097,Oceania,Aggregates,region,
1985,18,1,174.2705538065798,Oceania,Aggregates,region,
2019,13,1,157.067443401365,Oceania,Aggregates,region,
1985,9,1,133.7283543300117,Oceania,Aggregates,region,
1985,9,2,133.7601731439133,Oceania,Aggregates,region,
2019,10,1,139.0199173429486,Oceania,Aggregates,region,
1985,6,2,116.4768070716721,Oceania,Aggregates,region,
1990,9,3,133.7418575598241,Oceania,Aggregates,region,
1990,18,1,174.5092193126733,Oceania,Aggregates,region,
2000,18,3,167.8538909324899,Oceania,Aggregates,region,
1990,5,2,110.3607974883861,Oceania,Aggregates,region,
2010,17,1,171.9282946801252,Oceania,Aggregates,region,
2019,13,2,156.850119449957,Oceania,Aggregates,region,
2000,9,1,132.7656967208561,Oceania,Aggregates,region,
2000,7,1,121.5928465062568,Oceania,Aggregates,region,
2000,10,3,139.0393358220553,Oceania,Aggregates,region,
2000,8,1,127.2761602665706,Oceania,Aggregates,region,
2010,11,2,146.4672417283772,Oceania,Aggregates,region,
1990,8,3,128.1355390676973,Oceania,Aggregates,region,
1990,19,2,162.0149596332439,Oceania,Aggregates,region,
1985,13,1,158.1595886142563,Oceania,Aggregates,region,
1985,17,1,173.6265697682961,Oceania,Aggregates,region,
1985,14,2,159.1064333761189,Oceania,Aggregates,region,
2019,8,1,128.5695325133856,Oceania,Aggregates,region,
2019,9,2,134.7587464015044,Oceania,Aggregates,region,
2019,7,3,123.3254545161629,Oceania,Aggregates,region,
1985,16,2,161.2068203880154,Oceania,Aggregates,region,
2010,6,3,116.4853966731478,Oceania,Aggregates,region,
2019,5,3,111.4571110010991,Oceania,Aggregates,region,
1985,7,3,122.4647473024424,Oceania,Aggregates,region,
1990,6,2,116.6222930686057,Oceania,Aggregates,region,
2000,14,1,163.5925307948706,Oceania,Aggregates,region,
1985,6,1,116.6962852563135,Oceania,Aggregates,region,
2000,16,1,171.2827507297434,Oceania,Aggregates,region,
2019,12,2,152.8783721849344,Oceania,Aggregates,region,
1985,18,2,161.432700959844,Oceania,Aggregates,region,
2010,17,3,166.8879346056054,Oceania,Aggregates,region,
1990,19,3,168.5806061486275,Oceania,Aggregates,region,
2019,5,2,111.6448177832276,Oceania,Aggregates,region,
2000,6,2,116.6657307401289,Oceania,Aggregates,region,
1990,13,1,157.8161744040809,Oceania,Aggregates,region,
2010,11,1,143.0331529299108,Oceania,Aggregates,region,
2019,8,3,128.8158491672628,Oceania,Aggregates,region,
2000,15,3,164.5281219707821,Oceania,Aggregates,region,
1990,10,2,140.0211106539092,Oceania,Aggregates,region,
1990,13,3,157.1564459431568,Oceania,Aggregates,region,
1985,15,1,169.3024334193913,Oceania,Aggregates,region,
1985,8,2,127.9696358182942,Oceania,Aggregates,region,
1990,17,1,173.7900899865448,Oceania,Aggregates,region,
2000,11,2,146.45296143621,Oceania,Aggregates,region,
1985,13,3,157.3576688308369,Oceania,Aggregates,region,
2000,8,2,128.1502573116884,Oceania,Aggregates,region,
1985,8,1,128.2459284711198,Oceania,Aggregates,region,
2000,8,3,127.6973821427927,Oceania,Aggregates,region,
2010,11,3,144.6870204849376,Oceania,Aggregates,region,
2010,19,2,161.9887312183448,Oceania,Aggregates,region,
1985,15,3,165.0621016578297,Oceania,Aggregates,region,
2000,11,3,144.9930338548999,Oceania,Aggregates,region,
2019,16,2,161.414515491539,Oceania,Aggregates,region,
1990,17,2,161.6561666093821,Oceania,Aggregates,region,
2010,18,1,172.7692758425802,Oceania,Aggregates,region,
2010,5,2,110.8451988035892,Oceania,Aggregates,region,
2010,13,2,156.3436696685769,Oceania,Aggregates,region,
1990,6,1,116.4999455032778,Oceania,Aggregates,region,
2019,19,2,162.1003737559554,Oceania,Aggregates,region,
2019,9,1,133.8320918149986,Oceania,Aggregates,region,
1985,15,2,160.5583941102225,Oceania,Aggregates,region,
1990,13,2,156.4438398452884,Oceania,Aggregates,region,
2000,13,3,156.6689299945213,Oceania,Aggregates,region,
2000,11,1,143.6286216798636,Oceania,Aggregates,region,
2019,12,1,150.2798816672406,Oceania,Aggregates,region,
2010,17,2,161.4946600627052,Oceania,Aggregates,region,
2019,18,1,172.7612915662973,Oceania,Aggregates,region,
2019,10,3,139.8783817782377,Oceania,Aggregates,region,
2010,10,3,138.8263191641475,Oceania,Aggregates,region,
1990,9,1,133.5953217888843,Oceania,Aggregates,region,
2000,17,2,161.501099242501,Oceania,Aggregates,region,
2019,6,3,117.609960951623,Oceania,Aggregates,region,
1985,16,3,166.8186704787427,Oceania,Aggregates,region,
2010,9,3,133.1957847261746,Oceania,Aggregates,region,
2010,19,1,173.3330113765128,Oceania,Aggregates,region,
2019,15,3,164.3985370654495,Oceania,Aggregates,region,
2019,11,2,147.1883477577729,Oceania,Aggregates,region,
2010,5,1,109.9081616986692,Oceania,Aggregates,region,
1985,14,3,161.9954678699787,Oceania,Aggregates,region,
2019,18,3,167.4712601319001,Oceania,Aggregates,region,
2000,12,2,152.2389736335853,Oceania,Aggregates,region,
2000,19,2,161.8992271284338,Oceania,Aggregates,region,
1990,19,1,174.8357640290264,Oceania,Aggregates,region,
2019,17,1,172.0340556323809,Oceania,Aggregates,region,
2010,16,2,161.2433975775161,Oceania,Aggregates,region,
2000,18,1,173.7520473690616,Oceania,Aggregates,region,
2010,16,1,170.2385956671931,Oceania,Aggregates,region,
2000,14,2,158.970726310976,Oceania,Aggregates,region,
1990,10,1,138.9693076308681,Oceania,Aggregates,region,
2010,13,3,156.2058405625095,Oceania,Aggregates,region,
2010,15,2,160.496563860448,Oceania,Aggregates,region,
1990,10,3,139.4751059724022,Oceania,Aggregates,region,
2019,15,2,164.0557272793377,Australia/New Zealand,Aggregates,subregion,
2000,16,3,170.1298727244229,Australia/New Zealand,Aggregates,subregion,
2010,14,1,168.2638781727967,Australia/New Zealand,Aggregates,subregion,
2019,12,3,155.9312777819301,Australia/New Zealand,Aggregates,subregion,
1985,6,2,118.5552336355146,Australia/New Zealand,Aggregates,subregion,
1985,15,1,172.1540018475117,Australia/New Zealand,Aggregates,subregion,
1990,13,2,159.0419650778601,Australia/New Zealand,Aggregates,subregion,
1985,15,2,162.804840717826,Australia/New Zealand,Aggregates,subregion,
2019,14,2,162.604768340516,Australia/New Zealand,Aggregates,subregion,
2019,15,3,169.1776735314422,Australia/New Zealand,Aggregates,subregion,
2019,7,2,125.9605472597195,Australia/New Zealand,Aggregates,subregion,
1990,13,1,161.283589003339,Australia/New Zealand,Aggregates,subregion,
2019,19,2,164.6647493806124,Australia/New Zealand,Aggregates,subregion,
1990,19,3,170.6703729839194,Australia/New Zealand,Aggregates,subregion,
1985,16,2,163.4428107534516,Australia/New Zealand,Aggregates,subregion,
1990,15,1,172.5145824323886,Australia/New Zealand,Aggregates,subregion,
1990,16,2,163.747839954594,Australia/New Zealand,Aggregates,subregion,
2019,16,2,164.6641579760268,Australia/New Zealand,Aggregates,subregion,
1990,16,3,169.673125435998,Australia/New Zealand,Aggregates,subregion,
2010,11,3,148.9352034169405,Australia/New Zealand,Aggregates,subregion,
1985,11,3,148.2122906291281,Australia/New Zealand,Aggregates,subregion,
2019,16,3,170.8688980325531,Australia/New Zealand,Aggregates,subregion,
2000,11,2,149.3371178683643,Australia/New Zealand,Aggregates,subregion,
1985,17,1,176.5028492411297,Australia/New Zealand,Aggregates,subregion,
1990,5,3,112.6418587044075,Australia/New Zealand,Aggregates,subregion,
1985,17,2,163.5124670937715,Australia/New Zealand,Aggregates,subregion,
1990,8,2,130.4360312486006,Australia/New Zealand,Aggregates,subregion,
1990,19,1,177.3565651540232,Australia/New Zealand,Aggregates,subregion,
2019,14,1,169.441008490288,Australia/New Zealand,Aggregates,subregion,
2000,6,1,119.4756379618879,Australia/New Zealand,Aggregates,subregion,
2010,18,3,171.396158411126,Australia/New Zealand,Aggregates,subregion,
2000,18,3,171.2306110500458,Australia/New Zealand,Aggregates,subregion,
2019,6,1,121.876920281952,Australia/New Zealand,Aggregates,subregion,
2010,6,1,120.5107959531755,Australia/New Zealand,Aggregates,subregion,
1985,8,1,131.0208369630305,Australia/New Zealand,Aggregates,subregion,
2010,8,1,132.1302338585343,Australia/New Zealand,Aggregates,subregion,
2010,8,2,130.8852989028615,Australia/New Zealand,Aggregates,subregion,
2000,19,3,171.3142282082584,Australia/New Zealand,Aggregates,subregion,
2010,5,2,112.9831386107667,Australia/New Zealand,Aggregates,subregion,
2010,6,2,119.2883705149317,Australia/New Zealand,Aggregates,subregion,
2010,10,3,142.9343311686167,Australia/New Zealand,Aggregates,subregion,
2000,10,3,142.6701074431881,Australia/New Zealand,Aggregates,subregion,
1990,18,2,163.7615385232342,Australia/New Zealand,Aggregates,subregion,
2010,9,1,137.5760954495332,Australia/New Zealand,Aggregates,subregion,
1990,18,1,177.2576975887983,Australia/New Zealand,Aggregates,subregion,
2019,6,2,120.0898389278797,Australia/New Zealand,Aggregates,subregion,
2000,18,2,164.2936356597856,Australia/New Zealand,Aggregates,subregion,
2000,19,1,178.0283943449443,Australia/New Zealand,Aggregates,subregion,
2000,5,2,112.5057851710834,Australia/New Zealand,Aggregates,subregion,
2019,17,3,171.6076451394519,Australia/New Zealand,Aggregates,subregion,
2010,17,1,177.4144191011203,Australia/New Zealand,Aggregates,subregion,
2000,17,3,170.964924148303,Australia/New Zealand,Aggregates,subregion,
2019,18,3,171.8040322118073,Australia/New Zealand,Aggregates,subregion,
2019,7,1,127.8233509296167,Australia/New Zealand,Aggregates,subregion,
1990,17,2,163.8058405943127,Australia/New Zealand,Aggregates,subregion,
1985,17,3,170.1584459301725,Australia/New Zealand,Aggregates,subregion,
1990,10,3,142.4177590111066,Australia/New Zealand,Aggregates,subregion,
2010,16,3,170.2462900442741,Australia/New Zealand,Aggregates,subregion,
2010,7,3,125.8347623176767,Australia/New Zealand,Aggregates,subregion,
2000,5,3,112.7229163417382,Australia/New Zealand,Aggregates,subregion,
2010,19,1,178.2065496161523,Australia/New Zealand,Aggregates,subregion,
2010,8,3,131.5226440481476,Australia/New Zealand,Aggregates,subregion,
2000,8,2,130.6384996982483,Australia/New Zealand,Aggregates,subregion,
1990,7,1,125.5234834942158,Australia/New Zealand,Aggregates,subregion,
1985,13,3,159.8787949712508,Australia/New Zealand,Aggregates,subregion,
2000,19,2,164.3224392122775,Australia/New Zealand,Aggregates,subregion,
2010,15,3,168.4318702825435,Australia/New Zealand,Aggregates,subregion,
2019,17,2,164.7081701394333,Australia/New Zealand,Aggregates,subregion,
2019,14,3,166.1261503302723,Australia/New Zealand,Aggregates,subregion,
2000,7,3,125.240480012281,Australia/New Zealand,Aggregates,subregion,
2019,8,3,132.5880873563531,Australia/New Zealand,Aggregates,subregion,
1990,14,1,167.8746226745523,Australia/New Zealand,Aggregates,subregion,
2000,10,2,142.7622483502395,Australia/New Zealand,Aggregates,subregion,
2010,12,3,154.9563707061902,Australia/New Zealand,Aggregates,subregion,
1985,12,2,154.6372811432404,Australia/New Zealand,Aggregates,subregion,
1985,7,1,125.2873493970623,Australia/New Zealand,Aggregates,subregion,
2010,15,1,172.948420332826,Australia/New Zealand,Aggregates,subregion,
1990,6,2,118.7283572954453,Australia/New Zealand,Aggregates,subregion,
1990,12,2,154.9092860634638,Australia/New Zealand,Aggregates,subregion,
2000,15,1,172.9393263068951,Australia/New Zealand,Aggregates,subregion,
1990,10,1,142.3231600868085,Australia/New Zealand,Aggregates,subregion,
2019,13,3,161.5348584036036,Australia/New Zealand,Aggregates,subregion,
2010,14,2,162.1210220850045,Australia/New Zealand,Aggregates,subregion,
1985,18,1,177.0512888983968,Australia/New Zealand,Aggregates,subregion,
1985,8,3,130.6307905223553,Australia/New Zealand,Aggregates,subregion,
2000,14,1,168.2617904507665,Australia/New Zealand,Aggregates,subregion,
2000,11,3,148.7666633142003,Australia/New Zealand,Aggregates,subregion,
2010,5,1,114.1101184937396,Australia/New Zealand,Aggregates,subregion,
1985,19,1,177.2437761396357,Australia/New Zealand,Aggregates,subregion,
2019,18,2,164.6574040792125,Australia/New Zealand,Aggregates,subregion,
1985,6,3,118.9126202559466,Australia/New Zealand,Aggregates,subregion,
2010,15,2,163.6584672262607,Australia/New Zealand,Aggregates,subregion,
2010,10,1,142.9570171216556,Australia/New Zealand,Aggregates,subregion,
2019,5,1,115.4980036397808,Australia/New Zealand,Aggregates,subregion,
1985,7,2,124.4676048429046,Australia/New Zealand,Aggregates,subregion,
2010,6,3,119.916068139067,Australia/New Zealand,Aggregates,subregion,
2010,19,2,164.5288149230198,Australia/New Zealand,Aggregates,subregion,
1990,19,2,163.7613965089324,Australia/New Zealand,Aggregates,subregion,
1985,10,2,142.2753831472837,Australia/New Zealand,Aggregates,subregion,
2019,18,1,178.5531711858152,Australia/New Zealand,Aggregates,subregion,
1985,13,1,160.961987863867,Australia/New Zealand,Aggregates,subregion,
2000,14,2,162.002817191393,Australia/New Zealand,Aggregates,subregion,
1985,14,2,161.3279170077194,Australia/New Zealand,Aggregates,subregion,
2019,10,1,144.2703642532974,Australia/New Zealand,Aggregates,subregion,
1990,7,2,124.6657508854831,Australia/New Zealand,Aggregates,subregion,
1990,6,1,119.4297647769383,Australia/New Zealand,Aggregates,subregion,
1985,11,1,147.641737509544,Australia/New Zealand,Aggregates,subregion,
2019,5,3,114.6691228714945,Australia/New Zealand,Aggregates,subregion,
2010,7,1,126.473564987142,Australia/New Zealand,Aggregates,subregion,
2019,6,3,121.0078401223809,Australia/New Zealand,Aggregates,subregion,
2010,16,2,164.3518420352814,Australia/New Zealand,Aggregates,subregion,
1985,9,2,136.0753846814247,Australia/New Zealand,Aggregates,subregion,
1985,16,3,169.3458556192419,Australia/New Zealand,Aggregates,subregion,
2010,7,2,125.1635295078157,Australia/New Zealand,Aggregates,subregion,
2019,13,1,162.9372436918855,Australia/New Zealand,Aggregates,subregion,
2019,9,3,138.2127507416705,Australia/New Zealand,Aggregates,subregion,
2000,11,1,148.22205219744,Australia/New Zealand,Aggregates,subregion,
1990,10,2,142.5176047077618,Australia/New Zealand,Aggregates,subregion,
2010,12,1,154.6159185744982,Australia/New Zealand,Aggregates,subregion,
2019,7,3,126.9166195114581,Australia/New Zealand,Aggregates,subregion,
2010,13,2,159.481536166115,Australia/New Zealand,Aggregates,subregion,
2019,10,3,143.9669055886938,Australia/New Zealand,Aggregates,subregion,
1985,15,3,167.5838525678629,Australia/New Zealand,Aggregates,subregion,
2000,13,1,161.6484273491544,Australia/New Zealand,Aggregates,subregion,
1985,10,1,142.0474581207649,Australia/New Zealand,Aggregates,subregion,
2000,17,2,164.2998710969536,Australia/New Zealand,Aggregates,subregion,
2019,13,2,160.0470891930129,Australia/New Zealand,Aggregates,subregion,
1990,14,2,161.6330075916038,Australia/New Zealand,Aggregates,subregion,
1985,13,2,158.7498475017659,Australia/New Zealand,Aggregates,subregion,
2000,9,1,137.0495842271649,Australia/New Zealand,Aggregates,subregion,
1985,18,2,163.4879931646238,Australia/New Zealand,Aggregates,subregion,
2019,12,1,155.9123564275763,Australia/New Zealand,Aggregates,subregion,
2000,6,2,118.8944026990742,Australia/New Zealand,Aggregates,subregion,
2010,10,2,142.9105047363954,Australia/New Zealand,Aggregates,subregion,
2000,15,3,168.3334053755222,Australia/New Zealand,Aggregates,subregion,
1985,7,3,124.8871972764844,Australia/New Zealand,Aggregates,subregion,
1990,8,3,130.8763611948759,Australia/New Zealand,Aggregates,subregion,
2010,11,1,148.4430877384683,Australia/New Zealand,Aggregates,subregion,
1985,5,2,112.2151948582753,Australia/New Zealand,Aggregates,subregion,
2019,9,2,137.4838542950557,Australia/New Zealand,Aggregates,subregion,
2019,12,2,155.9513215499367,Australia/New Zealand,Aggregates,subregion,
2000,9,2,136.5265460338387,Australia/New Zealand,Aggregates,subregion,
2000,16,1,175.8099680398045,Australia/New Zealand,Aggregates,subregion,
2019,16,1,176.7426271166912,Australia/New Zealand,Aggregates,subregion,
2010,16,1,175.8394936973044,Australia/New Zealand,Aggregates,subregion,
1985,10,3,142.1585430679932,Australia/New Zealand,Aggregates,subregion,
1990,8,1,131.2940950368187,Australia/New Zealand,Aggregates,subregion,
2000,17,1,177.3509128043761,Australia/New Zealand,Aggregates,subregion,
1990,5,1,112.9093049308135,Australia/New Zealand,Aggregates,subregion,
2000,6,3,119.1931428438512,Australia/New Zealand,Aggregates,subregion,
1985,11,2,148.8108303083279,Australia/New Zealand,Aggregates,subregion,
1985,5,1,112.7883516167363,Australia/New Zealand,Aggregates,subregion,
1990,9,1,136.853633433911,Australia/New Zealand,Aggregates,subregion,
2010,13,1,161.6841631441382,Australia/New Zealand,Aggregates,subregion,
1985,12,3,154.2487798935308,Australia/New Zealand,Aggregates,subregion,
1985,16,1,174.9860552273125,Australia/New Zealand,Aggregates,subregion,
2010,19,3,171.518997347035,Australia/New Zealand,Aggregates,subregion,
1990,12,1,154.1619446737388,Australia/New Zealand,Aggregates,subregion,
2010,17,3,171.1017977372015,Australia/New Zealand,Aggregates,subregion,
2000,12,1,154.5073540151764,Australia/New Zealand,Aggregates,subregion,
2010,12,2,155.314928257504,Australia/New Zealand,Aggregates,subregion,
2019,17,1,178.1537575413635,Australia/New Zealand,Aggregates,subregion,
2000,8,1,131.4295614710732,Australia/New Zealand,Aggregates,subregion,
1990,9,3,136.5867459665454,Australia/New Zealand,Aggregates,subregion,
2019,11,1,149.76329959253,Australia/New Zealand,Aggregates,subregion,
1985,14,1,167.5191808609519,Australia/New Zealand,Aggregates,subregion,
2019,19,1,178.5963468460796,Australia/New Zealand,Aggregates,subregion,
1990,5,2,112.3618529759807,Australia/New Zealand,Aggregates,subregion,
2010,9,2,136.7138615214074,Australia/New Zealand,Aggregates,subregion,
2019,19,3,171.8598214142659,Australia/New Zealand,Aggregates,subregion,
1985,19,3,170.512900108732,Australia/New Zealand,Aggregates,subregion,
