year,age,sex,value,loc,heading1,heading2,lid
2010,14,3,158.9944152832031,Paraguay,Countries,Latin America and the Caribbean,
1990,9,3,130.5782470703125,Paraguay,Countries,Latin America and the Caribbean,
2019,12,2,151.0650157,Paraguay,Countries,Latin America and the Caribbean,
1990,5,1,109.2298294,Paraguay,Countries,Latin America and the Caribbean,
2019,10,3,139.4660491943359,Paraguay,Countries,Latin America and the Caribbean,
2019,9,2,133.5152983,Paraguay,Countries,Latin America and the Caribbean,
1990,18,3,163.1971893310547,Paraguay,Countries,Latin America and the Caribbean,
2000,5,3,109.746711730957,Paraguay,Countries,Latin America and the Caribbean,
2019,5,2,111.3187261,Paraguay,Countries,Latin America and the Caribbean,
2010,9,1,133.2385156,Paraguay,Countries,Latin America and the Caribbean,
2019,13,3,156.0372467041016,Paraguay,Countries,Latin America and the Caribbean,
1985,19,2,156.2930788,Paraguay,Countries,Latin America and the Caribbean,
1990,18,2,156.5249008,Paraguay,Countries,Latin America and the Caribbean,
2000,12,1,147.4559128,Paraguay,Countries,Latin America and the Caribbean,
1990,16,2,156.2083557,Paraguay,Countries,Latin America and the Caribbean,
1985,8,3,124.8856811523438,Paraguay,Countries,Latin America and the Caribbean,
2000,19,2,157.8112419,Paraguay,Countries,Latin America and the Caribbean,
2010,17,3,164.5808258056641,Paraguay,Countries,Latin America and the Caribbean,
1985,14,1,159.143423,Paraguay,Countries,Latin America and the Caribbean,
1990,16,3,161.6757202148438,Paraguay,Countries,Latin America and the Caribbean,
2000,7,1,121.5625042,Paraguay,Countries,Latin America and the Caribbean,
2010,19,1,172.3832555,Paraguay,Countries,Latin America and the Caribbean,
2000,18,3,164.2322845458984,Paraguay,Countries,Latin America and the Caribbean,
1990,6,2,114.0802829,Paraguay,Countries,Latin America and the Caribbean,
2019,15,1,167.7225871,Paraguay,Countries,Latin America and the Caribbean,
2019,19,1,173.8061773,Paraguay,Countries,Latin America and the Caribbean,
2019,7,3,123.6722106933594,Paraguay,Countries,Latin America and the Caribbean,
1985,15,1,163.6250665,Paraguay,Countries,Latin America and the Caribbean,
1990,18,1,169.6469199,Paraguay,Countries,Latin America and the Caribbean,
1985,11,1,140.3152763,Paraguay,Countries,Latin America and the Caribbean,
2010,9,3,132.8570404052734,Paraguay,Countries,Latin America and the Caribbean,
2019,14,3,160.3858795166016,Paraguay,Countries,Latin America and the Caribbean,
2019,17,3,165.9136962890625,Paraguay,Countries,Latin America and the Caribbean,
2019,11,3,145.0855712890625,Paraguay,Countries,Latin America and the Caribbean,
2019,8,3,128.9017639160156,Paraguay,Countries,Latin America and the Caribbean,
2010,14,2,156.1352077,Paraguay,Countries,Latin America and the Caribbean,
2010,19,3,165.6646881103516,Paraguay,Countries,Latin America and the Caribbean,
2010,16,3,163.6304321289063,Paraguay,Countries,Latin America and the Caribbean,
2010,6,1,117.8433995,Paraguay,Countries,Latin America and the Caribbean,
1990,10,2,136.199672,Paraguay,Countries,Latin America and the Caribbean,
1990,7,1,120.587761,Paraguay,Countries,Latin America and the Caribbean,
2019,14,1,163.3212714,Paraguay,Countries,Latin America and the Caribbean,
1990,8,2,124.908339,Paraguay,Countries,Latin America and the Caribbean,
2000,11,3,142.4375305175781,Paraguay,Countries,Latin America and the Caribbean,
1985,16,3,161.1408233642578,Paraguay,Countries,Latin America and the Caribbean,
1985,6,2,113.6437548,Paraguay,Countries,Latin America and the Caribbean,
2010,5,2,110.4191297,Paraguay,Countries,Latin America and the Caribbean,
2010,8,1,128.3275841,Paraguay,Countries,Latin America and the Caribbean,
2010,10,3,138.1679534912109,Paraguay,Countries,Latin America and the Caribbean,
1985,9,3,130.0935211181641,Paraguay,Countries,Latin America and the Caribbean,
1985,15,3,159.4077301025391,Paraguay,Countries,Latin America and the Caribbean,
2019,8,2,128.0651085,Paraguay,Countries,Latin America and the Caribbean,
2010,12,3,149.3560791015625,Paraguay,Countries,Latin America and the Caribbean,
2000,13,1,154.21463,Paraguay,Countries,Latin America and the Caribbean,
2010,12,1,148.8400256,Paraguay,Countries,Latin America and the Caribbean,
2019,9,3,134.1044464111328,Paraguay,Countries,Latin America and the Caribbean,
1990,14,3,157.0213470458984,Paraguay,Countries,Latin America and the Caribbean,
2019,15,3,163.2894287109375,Paraguay,Countries,Latin America and the Caribbean,
1990,12,2,147.955009,Paraguay,Countries,Latin America and the Caribbean,
1990,16,1,166.9552544,Paraguay,Countries,Latin America and the Caribbean,
2000,6,2,115.0181757,Paraguay,Countries,Latin America and the Caribbean,
2019,7,2,122.7316082,Paraguay,Countries,Latin America and the Caribbean,
1985,7,3,119.6491928100586,Paraguay,Countries,Latin America and the Caribbean,
1990,17,2,156.4099109,Paraguay,Countries,Latin America and the Caribbean,
2019,17,1,172.127834,Paraguay,Countries,Latin America and the Caribbean,
1985,10,1,135.2181995,Paraguay,Countries,Latin America and the Caribbean,
1990,5,2,108.1535271,Paraguay,Countries,Latin America and the Caribbean,
2010,13,2,153.7470352,Paraguay,Countries,Latin America and the Caribbean,
1990,6,1,115.1136286,Paraguay,Countries,Latin America and the Caribbean,
1985,12,2,147.4213381,Paraguay,Countries,Latin America and the Caribbean,
1985,12,1,146.1143704,Paraguay,Countries,Latin America and the Caribbean,
2010,6,2,116.3059082,Paraguay,Countries,Latin America and the Caribbean,
2010,18,1,171.5996114,Paraguay,Countries,Latin America and the Caribbean,
1990,11,3,141.6224060058594,Paraguay,Countries,Latin America and the Caribbean,
2010,16,1,168.9529394,Paraguay,Countries,Latin America and the Caribbean,
1990,14,2,154.2469349,Paraguay,Countries,Latin America and the Caribbean,
1985,11,2,141.8986846,Paraguay,Countries,Latin America and the Caribbean,
1985,15,2,155.0563552,Paraguay,Countries,Latin America and the Caribbean,
2019,16,1,170.4831933,Paraguay,Countries,Latin America and the Caribbean,
2000,15,2,156.5248558,Paraguay,Countries,Latin America and the Caribbean,
2000,14,3,157.8989562988281,Paraguay,Countries,Latin America and the Caribbean,
1985,5,2,107.7213055,Paraguay,Countries,Latin America and the Caribbean,
1985,11,3,141.093017578125,Paraguay,Countries,Latin America and the Caribbean,
2010,13,1,155.4999227,Paraguay,Countries,Latin America and the Caribbean,
2010,15,2,157.4889576,Paraguay,Countries,Latin America and the Caribbean,
2000,18,1,170.6880417,Paraguay,Countries,Latin America and the Caribbean,
2000,7,3,121.0380020141602,Paraguay,Countries,Latin America and the Caribbean,
2000,8,2,125.8075183,Paraguay,Countries,Latin America and the Caribbean,
2010,8,3,127.7062835693359,Paraguay,Countries,Latin America and the Caribbean,
2000,11,1,141.6427503,Paraguay,Countries,Latin America and the Caribbean,
2010,9,2,132.458004,Paraguay,Countries,Latin America and the Caribbean,
1990,6,3,114.607307434082,Paraguay,Countries,Latin America and the Caribbean,
2000,10,3,136.8000793457031,Paraguay,Countries,Latin America and the Caribbean,
2010,11,2,144.3932041,Paraguay,Countries,Latin America and the Caribbean,
2019,5,1,113.3445501,Paraguay,Countries,Latin America and the Caribbean,
2019,18,2,159.5345727,Paraguay,Countries,Latin America and the Caribbean,
1985,17,2,155.8867851,Paraguay,Countries,Latin America and the Caribbean,
1985,14,2,153.6918376,Paraguay,Countries,Latin America and the Caribbean,
2010,8,2,127.0564014,Paraguay,Countries,Latin America and the Caribbean,
2000,9,2,131.2427076,Paraguay,Countries,Latin America and the Caribbean,
1990,8,3,125.3457946777344,Paraguay,Countries,Latin America and the Caribbean,
1985,9,1,130.2798694,Paraguay,Countries,Latin America and the Caribbean,
1990,12,3,147.3047637939453,Paraguay,Countries,Latin America and the Caribbean,
2000,9,3,131.4391632080078,Paraguay,Countries,Latin America and the Caribbean,
1990,11,2,142.4076257,Paraguay,Countries,Latin America and the Caribbean,
2000,13,3,153.4808654785156,Paraguay,Countries,Latin America and the Caribbean,
1990,7,2,119.5730548,Paraguay,Countries,Latin America and the Caribbean,
1990,15,1,164.153704,Paraguay,Countries,Latin America and the Caribbean,
2000,17,3,163.6344604492188,Paraguay,Countries,Latin America and the Caribbean,
1985,6,1,114.7095476,Paraguay,Countries,Latin America and the Caribbean,
1985,19,1,170.130749,Paraguay,Countries,Latin America and the Caribbean,
1985,7,1,120.1473601,Paraguay,Countries,Latin America and the Caribbean,
2000,14,1,160.5432542,Paraguay,Countries,Latin America and the Caribbean,
2000,5,1,110.3474432,Paraguay,Countries,Latin America and the Caribbean,
2019,18,1,173.0652616,Paraguay,Countries,Latin America and the Caribbean,
1985,16,1,166.4631378,Paraguay,Countries,Latin America and the Caribbean,
2000,14,2,155.1412889,Paraguay,Countries,Latin America and the Caribbean,
2019,7,1,124.5716151,Paraguay,Countries,Latin America and the Caribbean,
2000,6,1,116.1567124,Paraguay,Countries,Latin America and the Caribbean,
2019,5,3,112.3544692993164,Paraguay,Countries,Latin America and the Caribbean,
1990,9,1,130.7826491,Paraguay,Countries,Latin America and the Caribbean,
2000,17,2,157.3842254,Paraguay,Countries,Latin America and the Caribbean,
2000,12,2,148.8172072,Paraguay,Countries,Latin America and the Caribbean,
2000,16,3,162.6404418945313,Paraguay,Countries,Latin America and the Caribbean,
2000,15,1,165.0520585,Paraguay,Countries,Latin America and the Caribbean,
2010,15,1,166.1696724,Paraguay,Countries,Latin America and the Caribbean,
2010,19,2,158.6879607,Paraguay,Countries,Latin America and the Caribbean,
2019,10,2,139.33988,Paraguay,Countries,Latin America and the Caribbean,
2010,11,1,143.1172929,Paraguay,Countries,Latin America and the Caribbean,
2019,11,1,144.6557335,Paraguay,Countries,Latin America and the Caribbean,
1985,9,2,129.9003383,Paraguay,Countries,Latin America and the Caribbean,
2019,11,2,145.5345143,Paraguay,Countries,Latin America and the Caribbean,
2010,14,1,161.7368297,Paraguay,Countries,Latin America and the Caribbean,
1985,18,3,162.7049255371094,Paraguay,Countries,Latin America and the Caribbean,
2000,15,3,160.8768310546875,Paraguay,Countries,Latin America and the Caribbean,
1985,5,3,108.3023376464844,Paraguay,Countries,Latin America and the Caribbean,
1985,18,1,169.2552047,Paraguay,Countries,Latin America and the Caribbean,
1990,13,1,153.4115102,Paraguay,Countries,Latin America and the Caribbean,
1990,19,3,163.7466125488281,Paraguay,Countries,Latin America and the Caribbean,
1985,12,3,146.7563323974609,Paraguay,Countries,Latin America and the Caribbean,
2019,19,3,166.9178619384766,Paraguay,Countries,Latin America and the Caribbean,
2010,17,1,170.6201871,Paraguay,Countries,Latin America and the Caribbean,
2019,14,2,157.323514,Paraguay,Countries,Latin America and the Caribbean,
1990,17,3,162.6319274902344,Paraguay,Countries,Latin America and the Caribbean,
2019,19,2,159.762217,Paraguay,Countries,Latin America and the Caribbean,
2010,18,2,158.4268225,Paraguay,Countries,Latin America and the Caribbean,
2010,5,3,111.2622375488281,Paraguay,Countries,Latin America and the Caribbean,
1985,10,3,135.4614868164063,Paraguay,Countries,Latin America and the Caribbean,
1990,10,1,135.7487372,Paraguay,Countries,Latin America and the Caribbean,
1990,7,3,120.0903091430664,Paraguay,Countries,Latin America and the Caribbean,
2019,13,1,157.0943334,Paraguay,Countries,Latin America and the Caribbean,
1985,5,1,108.8620125,Paraguay,Countries,Latin America and the Caribbean,
2000,18,2,157.5276432,Paraguay,Countries,Latin America and the Caribbean,
2010,10,2,138.2375428,Paraguay,Countries,Latin America and the Caribbean,
2010,11,3,143.7412872314453,Paraguay,Countries,Latin America and the Caribbean,
2000,11,2,143.2674498,Paraguay,Countries,Latin America and the Caribbean,
2000,19,3,164.8006896972656,Paraguay,Countries,Latin America and the Caribbean,
2019,12,1,150.4144197,Paraguay,Countries,Latin America and the Caribbean,
2019,13,2,154.934043,Paraguay,Countries,Latin America and the Caribbean,
2010,7,2,121.7602884,Paraguay,Countries,Latin America and the Caribbean,
2019,8,1,129.7018774,Paraguay,Countries,Latin America and the Caribbean,
1990,19,1,170.4818097,Paraguay,Countries,Latin America and the Caribbean,
2000,16,1,167.9098557,Paraguay,Countries,Latin America and the Caribbean,
2000,9,1,131.6270037,Paraguay,Countries,Latin America and the Caribbean,
1985,10,2,135.7135784,Paraguay,Countries,Latin America and the Caribbean,
2010,7,3,122.51025390625,Paraguay,Countries,Latin America and the Caribbean,
1985,13,1,152.8410189,Paraguay,Countries,Latin America and the Caribbean,
2010,6,3,117.0920333862305,Paraguay,Countries,Latin America and the Caribbean,
1990,5,3,108.7027053833008,Paraguay,Countries,Latin America and the Caribbean,
1990,14,1,159.6977345,Paraguay,Countries,Latin America and the Caribbean,
2000,10,2,137.0634504,Paraguay,Countries,Latin America and the Caribbean,
2000,16,2,157.1538249,Paraguay,Countries,Latin America and the Caribbean,
2000,6,3,115.600456237793,Paraguay,Countries,Latin America and the Caribbean,
2010,18,3,165.140625,Paraguay,Countries,Latin America and the Caribbean,
2000,5,2,109.1176289,Paraguay,Countries,Latin America and the Caribbean,
2000,13,2,152.7154423,Paraguay,Countries,Latin America and the Caribbean,
2000,17,1,169.6454439,Paraguay,Countries,Latin America and the Caribbean,
2019,6,2,117.2414766,Paraguay,Countries,Latin America and the Caribbean,
2019,17,2,159.4430546,Paraguay,Countries,Latin America and the Caribbean,
1985,18,3,157.1169738769531,Peru,Countries,Latin America and the Caribbean,
2000,9,2,127.071269,Peru,Countries,Latin America and the Caribbean,
2000,17,1,163.5652175,Peru,Countries,Latin America and the Caribbean,
2010,15,3,156.3466796875,Peru,Countries,Latin America and the Caribbean,
1985,17,1,162.9121302,Peru,Countries,Latin America and the Caribbean,
2019,19,1,166.7506016,Peru,Countries,Latin America and the Caribbean,
1985,10,1,131.8181979,Peru,Countries,Latin America and the Caribbean,
2019,8,2,124.6826863,Peru,Countries,Latin America and the Caribbean,
1990,19,1,164.6245293,Peru,Countries,Latin America and the Caribbean,
1990,15,3,155.1119079589844,Peru,Countries,Latin America and the Caribbean,
2000,7,2,116.5800741,Peru,Countries,Latin America and the Caribbean,
1985,11,1,136.8231537,Peru,Countries,Latin America and the Caribbean,
1990,15,2,150.6410351,Peru,Countries,Latin America and the Caribbean,
1985,8,1,121.9871759,Peru,Countries,Latin America and the Caribbean,
2019,7,2,119.5051289,Peru,Countries,Latin America and the Caribbean,
2000,6,3,111.6374130249023,Peru,Countries,Latin America and the Caribbean,
2000,12,1,142.8946503,Peru,Countries,Latin America and the Caribbean,
2000,9,1,127.4331551,Peru,Countries,Latin America and the Caribbean,
2019,13,3,151.553955078125,Peru,Countries,Latin America and the Caribbean,
2000,12,2,144.1498382,Peru,Countries,Latin America and the Caribbean,
2019,17,3,160.0437316894531,Peru,Countries,Latin America and the Caribbean,
1985,16,2,150.4522116,Peru,Countries,Latin America and the Caribbean,
2000,14,1,155.5132431,Peru,Countries,Latin America and the Caribbean,
2000,15,3,155.564453125,Peru,Countries,Latin America and the Caribbean,
1990,13,2,147.2291815,Peru,Countries,Latin America and the Caribbean,
1990,15,1,159.487251,Peru,Countries,Latin America and the Caribbean,
2010,11,3,139.2743072509766,Peru,Countries,Latin America and the Caribbean,
2000,8,3,122.1626892089844,Peru,Countries,Latin America and the Caribbean,
2010,12,2,145.3366185,Peru,Countries,Latin America and the Caribbean,
2019,16,2,154.2297004,Peru,Countries,Latin America and the Caribbean,
1990,18,3,157.6618957519531,Peru,Countries,Latin America and the Caribbean,
2000,7,3,117.0228729248047,Peru,Countries,Latin America and the Caribbean,
2000,6,2,111.2189895,Peru,Countries,Latin America and the Caribbean,
2019,18,3,160.2696228027344,Peru,Countries,Latin America and the Caribbean,
2019,13,2,150.5418503,Peru,Countries,Latin America and the Caribbean,
1990,17,2,151.2221943,Peru,Countries,Latin America and the Caribbean,
1990,18,2,151.23381,Peru,Countries,Latin America and the Caribbean,
2010,11,2,140.042078,Peru,Countries,Latin America and the Caribbean,
2000,19,3,158.7950744628906,Peru,Countries,Latin America and the Caribbean,
1990,6,1,111.4234414,Peru,Countries,Latin America and the Caribbean,
2010,7,2,118.1485622,Peru,Countries,Latin America and the Caribbean,
2000,10,2,132.7389425,Peru,Countries,Latin America and the Caribbean,
2000,13,2,147.8648717,Peru,Countries,Latin America and the Caribbean,
1990,16,1,161.9395774,Peru,Countries,Latin America and the Caribbean,
1990,11,1,137.0098985,Peru,Countries,Latin America and the Caribbean,
2000,18,1,164.3445614,Peru,Countries,Latin America and the Caribbean,
1990,10,1,131.9809612,Peru,Countries,Latin America and the Caribbean,
1985,8,2,120.6607421,Peru,Countries,Latin America and the Caribbean,
2010,11,1,138.511715,Peru,Countries,Latin America and the Caribbean,
2019,14,2,152.6930461,Peru,Countries,Latin America and the Caribbean,
2000,16,2,151.8724243,Peru,Countries,Latin America and the Caribbean,
2019,11,1,140.7062214,Peru,Countries,Latin America and the Caribbean,
2019,5,2,108.346068,Peru,Countries,Latin America and the Caribbean,
1985,7,2,115.4355945,Peru,Countries,Latin America and the Caribbean,
2019,14,3,155.5757904052734,Peru,Countries,Latin America and the Caribbean,
2019,14,1,158.3846766,Peru,Countries,Latin America and the Caribbean,
2019,10,1,135.884892,Peru,Countries,Latin America and the Caribbean,
2019,5,1,110.4396597,Peru,Countries,Latin America and the Caribbean,
2019,12,1,146.1853237,Peru,Countries,Latin America and the Caribbean,
1990,16,3,156.5885162353516,Peru,Countries,Latin America and the Caribbean,
2019,19,3,160.5741729736328,Peru,Countries,Latin America and the Caribbean,
2019,16,1,164.6067243,Peru,Countries,Latin America and the Caribbean,
1985,14,1,155.0399775,Peru,Countries,Latin America and the Caribbean,
2010,13,2,148.9780139,Peru,Countries,Latin America and the Caribbean,
2010,5,1,108.3642391,Peru,Countries,Latin America and the Caribbean,
2000,10,1,132.2658951,Peru,Countries,Latin America and the Caribbean,
2010,13,1,150.4150904,Peru,Countries,Latin America and the Caribbean,
2019,16,3,159.4708099365234,Peru,Countries,Latin America and the Caribbean,
2000,12,3,143.5136413574219,Peru,Countries,Latin America and the Caribbean,
2019,6,1,116.1699421,Peru,Countries,Latin America and the Caribbean,
1985,13,3,147.8666534423828,Peru,Countries,Latin America and the Caribbean,
2000,18,2,152.1130122,Peru,Countries,Latin America and the Caribbean,
2010,5,3,107.7326202392578,Peru,Countries,Latin America and the Caribbean,
2010,17,2,152.8726785,Peru,Countries,Latin America and the Caribbean,
2010,10,3,133.8919525146484,Peru,Countries,Latin America and the Caribbean,
2000,14,2,150.1083007,Peru,Countries,Latin America and the Caribbean,
2010,17,1,164.0927763,Peru,Countries,Latin America and the Caribbean,
2010,19,2,153.1405126,Peru,Countries,Latin America and the Caribbean,
2010,8,2,123.2749576,Peru,Countries,Latin America and the Caribbean,
1985,19,2,150.7206517,Peru,Countries,Latin America and the Caribbean,
2019,17,2,154.2598762,Peru,Countries,Latin America and the Caribbean,
2010,9,2,128.4998708,Peru,Countries,Latin America and the Caribbean,
2019,15,3,158.1273040771484,Peru,Countries,Latin America and the Caribbean,
1990,17,3,157.2981109619141,Peru,Countries,Latin America and the Caribbean,
2000,19,1,165.0534481,Peru,Countries,Latin America and the Caribbean,
1990,5,3,104.9622955322266,Peru,Countries,Latin America and the Caribbean,
2010,19,1,165.4036895,Peru,Countries,Latin America and the Caribbean,
2000,15,2,151.3330158,Peru,Countries,Latin America and the Caribbean,
2019,6,2,114.152401,Peru,Countries,Latin America and the Caribbean,
2019,7,3,120.4973754882813,Peru,Countries,Latin America and the Caribbean,
2010,6,1,114.0739188,Peru,Countries,Latin America and the Caribbean,
1985,5,2,104.1536158,Peru,Countries,Latin America and the Caribbean,
1990,8,3,121.5561981201172,Peru,Countries,Latin America and the Caribbean,
2019,8,1,126.4212559,Peru,Countries,Latin America and the Caribbean,
1990,14,3,152.4230499267578,Peru,Countries,Latin America and the Caribbean,
1985,12,2,143.0092915,Peru,Countries,Latin America and the Caribbean,
1985,9,1,126.9407917,Peru,Countries,Latin America and the Caribbean,
2000,9,3,127.2548675537109,Peru,Countries,Latin America and the Caribbean,
2010,16,2,152.7825842,Peru,Countries,Latin America and the Caribbean,
2019,12,3,146.5388946533203,Peru,Countries,Latin America and the Caribbean,
2000,5,3,105.8096466064453,Peru,Countries,Latin America and the Caribbean,
1990,12,1,142.7000847,Peru,Countries,Latin America and the Caribbean,
2010,8,3,123.7875213623047,Peru,Countries,Latin America and the Caribbean,
2010,12,1,144.0115252,Peru,Countries,Latin America and the Caribbean,
2010,13,3,149.6956481933594,Peru,Countries,Latin America and the Caribbean,
1990,18,1,163.987331,Peru,Countries,Latin America and the Caribbean,
2000,14,3,152.8448181152344,Peru,Countries,Latin America and the Caribbean,
2010,7,1,119.3440704,Peru,Countries,Latin America and the Caribbean,
1990,5,1,105.4771085,Peru,Countries,Latin America and the Caribbean,
2019,10,2,135.5949204,Peru,Countries,Latin America and the Caribbean,
2019,15,1,162.3428453,Peru,Countries,Latin America and the Caribbean,
1985,6,3,110.6996002197266,Peru,Countries,Latin America and the Caribbean,
2000,17,2,152.0304421,Peru,Countries,Latin America and the Caribbean,
2010,15,2,152.3106313,Peru,Countries,Latin America and the Caribbean,
1990,13,3,148.2601928710938,Peru,Countries,Latin America and the Caribbean,
1985,17,2,150.5178386,Peru,Countries,Latin America and the Caribbean,
1985,5,1,105.4283907,Peru,Countries,Latin America and the Caribbean,
1985,12,3,142.7460174560547,Peru,Countries,Latin America and the Caribbean,
2000,5,1,106.1976979,Peru,Countries,Latin America and the Caribbean,
2010,15,1,160.4193214,Peru,Countries,Latin America and the Caribbean,
1990,9,3,126.7210159301758,Peru,Countries,Latin America and the Caribbean,
1985,15,1,159.16377,Peru,Countries,Latin America and the Caribbean,
2010,16,1,162.8128155,Peru,Countries,Latin America and the Caribbean,
2010,8,1,124.2896433,Peru,Countries,Latin America and the Caribbean,
1990,8,2,120.9943808,Peru,Countries,Latin America and the Caribbean,
1985,15,3,154.6171875,Peru,Countries,Latin America and the Caribbean,
1985,11,2,137.6645779,Peru,Countries,Latin America and the Caribbean,
1985,12,1,142.4883729,Peru,Countries,Latin America and the Caribbean,
2019,19,2,154.3871646,Peru,Countries,Latin America and the Caribbean,
1990,9,1,127.0829137,Peru,Countries,Latin America and the Caribbean,
2010,18,2,152.8921047,Peru,Countries,Latin America and the Caribbean,
1990,11,2,138.1248358,Peru,Countries,Latin America and the Caribbean,
1990,9,2,126.3497969,Peru,Countries,Latin America and the Caribbean,
2010,7,3,118.7538528442383,Peru,Countries,Latin America and the Caribbean,
2010,14,3,153.7414245605469,Peru,Countries,Latin America and the Caribbean,
1990,7,3,116.3397674560547,Peru,Countries,Latin America and the Caribbean,
1990,14,1,155.3267744,Peru,Countries,Latin America and the Caribbean,
2000,11,2,138.776315,Peru,Countries,Latin America and the Caribbean,
2000,11,3,137.9977416992188,Peru,Countries,Latin America and the Caribbean,
1985,11,3,137.2390594482422,Peru,Countries,Latin America and the Caribbean,
1985,8,3,121.3323287963867,Peru,Countries,Latin America and the Caribbean,
2000,13,3,148.6670227050781,Peru,Countries,Latin America and the Caribbean,
2000,15,1,159.6987321,Peru,Countries,Latin America and the Caribbean,
1985,5,3,104.7997741699219,Peru,Countries,Latin America and the Caribbean,
2000,18,3,158.2880706787109,Peru,Countries,Latin America and the Caribbean,
1985,16,3,156.0609436035156,Peru,Countries,Latin America and the Caribbean,
2010,5,2,107.0815454,Peru,Countries,Latin America and the Caribbean,
1990,8,1,122.1035056,Peru,Countries,Latin America and the Caribbean,
2010,10,2,134.0879744,Peru,Countries,Latin America and the Caribbean,
1990,7,1,116.9253044,Peru,Countries,Latin America and the Caribbean,
1990,19,3,158.0799407958984,Peru,Countries,Latin America and the Caribbean,
1990,16,2,151.1278111,Peru,Countries,Latin America and the Caribbean,
1985,17,3,156.7528228759766,Peru,Countries,Latin America and the Caribbean,
2010,14,2,151.1526095,Peru,Countries,Latin America and the Caribbean,
2010,16,3,157.7688598632813,Peru,Countries,Latin America and the Caribbean,
2000,6,1,112.0434483,Peru,Countries,Latin America and the Caribbean,
1990,5,2,104.4315876,Peru,Countries,Latin America and the Caribbean,
1990,19,2,151.4482191,Peru,Countries,Latin America and the Caribbean,
2010,19,3,159.2407989501953,Peru,Countries,Latin America and the Caribbean,
2019,5,3,109.411491394043,Peru,Countries,Latin America and the Caribbean,
2019,7,1,121.4552558,Peru,Countries,Latin America and the Caribbean,
1990,14,2,149.4534181,Peru,Countries,Latin America and the Caribbean,
2019,6,3,115.1789016723633,Peru,Countries,Latin America and the Caribbean,
2019,11,2,141.587617,Peru,Countries,Latin America and the Caribbean,
2000,16,3,157.088623046875,Peru,Countries,Latin America and the Caribbean,
1985,9,2,125.975963,Peru,Countries,Latin America and the Caribbean,
2019,12,2,146.9033133,Peru,Countries,Latin America and the Caribbean,
2010,9,1,129.0266489,Peru,Countries,Latin America and the Caribbean,
2000,17,3,157.8577423095703,Peru,Countries,Latin America and the Caribbean,
2000,7,1,117.4528631,Peru,Countries,Latin America and the Caribbean,
2019,15,2,153.8096551,Peru,Countries,Latin America and the Caribbean,
2000,19,2,152.4190406,Peru,Countries,Latin America and the Caribbean,
2010,17,3,158.447998046875,Peru,Countries,Latin America and the Caribbean,
2000,5,2,105.4092031,Peru,Countries,Latin America and the Caribbean,
2019,18,2,154.2104096,Peru,Countries,Latin America and the Caribbean,
2000,10,3,132.4990844726563,Peru,Countries,Latin America and the Caribbean,
2019,9,2,129.9591927,Peru,Countries,Latin America and the Caribbean,
1990,7,2,115.7378377,Peru,Countries,Latin America and the Caribbean,
1985,6,2,110.0244743,Peru,Countries,Latin America and the Caribbean,
1985,10,3,131.7319946289063,Peru,Countries,Latin America and the Caribbean,
2010,6,2,112.8440375,Peru,Countries,Latin America and the Caribbean,
1990,6,2,110.3088295,Peru,Countries,Latin America and the Caribbean,
2019,10,3,135.7423400878906,Peru,Countries,Latin America and the Caribbean,
2010,14,1,156.3457087,Peru,Countries,Latin America and the Caribbean,
1985,9,3,126.4642791748047,Peru,Countries,Latin America and the Caribbean,
1985,14,3,151.9753265380859,Peru,Countries,Latin America and the Caribbean,
1990,11,3,137.5605621337891,Peru,Countries,Latin America and the Caribbean,
1985,14,2,148.8564306,Peru,Countries,Latin America and the Caribbean,
1985,18,2,150.5068918,Peru,Countries,Latin America and the Caribbean,
1985,19,3,157.5573425292969,Peru,Countries,Latin America and the Caribbean,
2019,17,1,165.7439346,Peru,Countries,Latin America and the Caribbean,
1985,7,3,116.1439666748047,Peru,Countries,Latin America and the Caribbean,
2010,12,3,144.6734466552734,Peru,Countries,Latin America and the Caribbean,
1985,16,1,161.595517,Peru,Countries,Latin America and the Caribbean,
1990,6,3,110.8741226196289,Peru,Countries,Latin America and the Caribbean,
1990,12,2,143.5152961,Peru,Countries,Latin America and the Caribbean,
2000,8,2,121.7734732,Peru,Countries,Latin America and the Caribbean,
2019,8,3,125.5674133300781,Peru,Countries,Latin America and the Caribbean,
1990,12,3,143.1027984619141,Peru,Countries,Latin America and the Caribbean,
2010,6,3,113.4676971435547,Peru,Countries,Latin America and the Caribbean,
2019,13,1,152.5380233,Peru,Countries,Latin America and the Caribbean,
2000,16,1,162.1928086,Peru,Countries,Latin America and the Caribbean,
1990,10,2,132.0577148,Peru,Countries,Latin America and the Caribbean,
2000,13,1,149.448238,Peru,Countries,Latin America and the Caribbean,
1990,13,1,149.2674824,Peru,Countries,Latin America and the Caribbean,
2019,11,3,141.1398773193359,Peru,Countries,Latin America and the Caribbean,
2000,11,1,137.2404369,Peru,Countries,Latin America and the Caribbean,
1985,19,1,164.3233799,Peru,Countries,Latin America and the Caribbean,
2010,18,3,158.8028259277344,Peru,Countries,Latin America and the Caribbean,
1990,10,3,132.0188598632813,Peru,Countries,Latin America and the Caribbean,
1985,6,1,111.356955,Peru,Countries,Latin America and the Caribbean,
1985,13,1,149.0265816,Peru,Countries,Latin America and the Caribbean,
1985,15,2,149.9995016,Peru,Countries,Latin America and the Caribbean,
2010,18,1,164.7816518,Peru,Countries,Latin America and the Caribbean,
2000,8,1,122.540596,Peru,Countries,Latin America and the Caribbean,
