year,sex,value,note_,lid
1968,1,13.84352183202509,,139
1968,2,7.698864386510351,,139
1968,3,11.74596611205236,,139
1969,1,13.04244868892413,,139
1969,2,7.15422058098758,,139
1969,3,11.35462613477667,,139
1970,1,12.28211800858747,,139
1970,2,6.648707761107264,,139
1970,3,10.8659749787906,,139
1971,1,11.5787951237234,,139
1971,2,6.186991001232767,,139
1971,3,10.29150610951268,,139
1972,1,10.93685010218082,,139
1972,2,5.770353592283173,,139
1972,3,9.6893248511698,,139
1973,1,10.35079485914869,,139
1973,2,5.397546615170778,,139
1973,3,9.081763762540994,,139
1974,1,9.815231946632586,,139
1974,2,5.06692644328377,,139
1974,3,8.484534506619458,,139
1975,1,9.325343428110866,,139
1975,2,4.77670379049655,,139
1975,3,7.915467233602258,,139
1976,1,8.876844432871511,,139
1976,2,4.525113496015809,,139
1976,3,7.397705549713862,,139
1977,1,8.466343472907202,,139
1977,2,4.308950198621653,,139
1977,3,7.084069231826806,,139
1978,1,8.09198127015598,,139
1978,2,4.121394989545779,,139
1978,3,6.739937686008668,,139
1979,1,7.752230811802319,,139
1979,2,3.956110968172055,,139
1979,3,6.383624138259325,,139
1980,1,7.445600019485021,,139
1980,2,3.807713478942265,,139
1980,3,6.029821744656827,,139
1981,1,7.170781398228687,,139
1981,2,3.671552263277644,,139
1981,3,5.704132848136645,,139
1982,1,6.926026061776391,,139
1982,2,3.544400513863954,,139
1982,3,5.501133456914609,,139
1983,1,6.706089605623133,,139
1983,2,3.42858466175977,,139
1983,3,5.318650511379697,,139
1984,1,6.504856553538496,,139
1984,2,3.328276829241528,,139
1984,3,5.148563423805208,,139
1985,1,6.316823368928581,,139
1985,2,3.247270988077311,,139
1985,3,4.986890334388372,,139
1986,1,6.137109614862468,,139
1986,2,3.189101973862241,,139
1986,3,4.842219113291302,,139
1987,1,5.96173758995977,,139
1987,2,3.157164518100219,,139
1987,3,4.876450548527589,,139
1988,1,5.797746830327299,,139
1988,2,3.149595302916031,,139
1988,3,4.831388842122863,,139
1989,1,5.66163804104447,,139
1989,2,3.159452121306416,,139
1989,3,4.761079896537623,,139
1990,1,5.569001671649421,,139
1990,2,3.17979194230833,,139
1990,3,4.696434266612259,,139
1991,1,5.535010849073263,,139
1991,2,3.203581932335831,,139
1991,3,4.656811693319551,,139
1992,1,5.575878620041608,,139
1992,2,3.22366996767931,,139
1992,3,4.65479836283611,,139
1993,1,5.689875665459532,,139
1993,2,3.230440932866285,,139
1993,3,4.685781688917312,,139
1994,1,5.827254225594491,,139
1994,2,3.208854080701928,,139
1994,3,4.713226676909876,,139
1995,1,5.926926962855461,,139
1995,2,3.143946181617063,,139
1995,3,4.69771147658371,,139
1996,1,5.924270023491274,,139
1996,2,3.023400871546067,,139
1996,3,4.613589359495518,,139
1997,1,5.758573008557533,,139
1997,2,2.839480062534427,,139
1997,3,4.591661290162974,,139
1998,1,5.399262904337676,,139
1998,2,2.595439169318259,,139
1998,3,4.343417717782017,,139
1999,1,4.913810279519981,,139
1999,2,2.323293730473908,,139
1999,3,3.955401368498812,,139
2000,1,4.391807901036215,,139
2000,2,2.056790103774797,,139
2000,3,3.526508949930118,,139
2001,1,3.900303497925472,,139
2001,2,1.818628941054112,,139
2001,3,3.127565360574014,,139
2002,1,3.482334432176382,,139
2002,2,1.62201929961614,,139
2002,3,2.795099409825696,,139
2003,1,3.161425463662826,,139
2003,2,1.473123507648055,,139
2003,3,2.543006448817997,,139
2004,1,2.92810327164561,,139
2004,2,1.365096074937844,,139
2004,3,2.360275504029286,,139
2005,1,2.75636392891021,,139
2005,2,1.28472120699219,,139
2005,3,2.223716941601062,,139
2006,1,2.626384200060561,,139
2006,2,1.22191410400474,,139
2006,3,2.109585273886494,,139
2007,1,2.522698030976045,,139
2007,2,1.168784790448907,,139
2007,3,2.007073874757959,,139
2008,1,2.432506563076253,,139
2008,2,1.118830320747111,,139
2008,3,1.914667851970142,,139
2009,1,2.348506343335055,,139
2009,2,1.067604881461959,,139
2009,3,1.823133285934753,,139
2010,1,2.272016585649794,,139
2010,2,1.013419711888952,,139
2010,3,1.737034325768216,,139
2011,1,2.203508141775057,,139
2011,2,.9550653902795636,,139
2011,3,1.655503465718189,,139
2012,1,2.145707947031505,,139
2012,2,.8922915567689538,,139
2012,3,1.576034794393721,,139
2013,1,2.099665931213468,,139
2013,2,.8250875979461947,,139
2013,3,1.510674515462829,,139
2014,1,2.065014139787769,,139
2014,2,.7544022590572075,,139
2014,3,1.459994313252055,,139
2015,1,2.032318625451279,,139
2015,2,.6831633499193579,,139
2015,3,1.409531989461921,,139
2016,1,1.989728033536586,,139
2016,2,.6141493676818932,,139
2016,3,1.354452696714858,,139
2017,1,1.926457555171623,,139
2017,2,.5491598286522237,,139
2017,3,1.290230400062153,,139
2018,1,1.833556761239974,,139
2018,2,.4892648881774653,,139
2018,3,1.212717582333322,,139
2019,1,1.705975672683158,,139
2019,2,.4348651068240006,,139
2019,3,1.11959379153892,,139
2020,1,1.324958443546853,,139
2020,2,.2907762475004017,,139
2020,3,.8456177399894793,,139
2021,1,.7093140924882002,,139
2021,2,.2276993480624379,,139
2021,3,.4876071902955026,,139
2022,1,1.374658834330966,,139
2022,2,.8496029642940384,,139
2022,3,1.136183952953229,,139
2023,1,1.077564738354519,,139
2023,2,.2661223240156829,,139
2023,3,.7031343287160485,,139
1950,1,14.53900055792157,,140
1950,2,12.13617729118577,,140
1950,3,13.29980497006122,,140
1951,1,14.23265311694333,,140
1951,2,11.88069629417232,,140
1951,3,13.00547565866372,,140
1952,1,14.06456365720021,,140
1952,2,11.65302991499895,,140
1952,3,12.79843065527264,,140
1953,1,13.9104939149014,,140
1953,2,11.42373615696646,,140
1953,3,12.60442003637208,,140
1954,1,13.76814474377719,,140
1954,2,11.18809673860244,,140
1954,3,12.41686397829933,,140
1955,1,13.61582836200881,,140
1955,2,10.93161595383041,,140
1955,3,12.21688966269618,,140
1956,1,13.45617268739574,,140
1956,2,10.66051729986228,,140
1956,3,12.01430845867801,,140
1957,1,13.2878293201073,,140
1957,2,10.37728036265384,,140
1957,3,11.81050708842735,,140
1958,1,13.11328836065806,,140
1958,2,10.07318746732599,,140
1958,3,11.60041172921067,,140
1959,1,12.9395640204375,,140
1959,2,9.768890852823176,,140
1959,3,11.39564230260159,,140
1960,1,12.75426385680212,,140
1960,2,9.46653406987885,,140
1960,3,11.18538873441066,,140
1961,1,12.5867654485895,,140
1961,2,9.187421232665805,,140
1961,3,10.99096085399753,,140
1962,1,12.40149155645232,,140
1962,2,8.896737936126332,,140
1962,3,10.77198764734966,,140
1963,1,12.22845925804694,,140
1963,2,8.592142228053046,,140
1963,3,10.539995714545,,140
1964,1,12.0380310474919,,140
1964,2,8.271418564964716,,140
1964,3,10.27210604223705,,140
1965,1,11.86030221688883,,140
1965,2,7.957388624758255,,140
1965,3,10.00220073396352,,140
1966,1,11.68175517173653,,140
1966,2,7.650484820966197,,140
1966,3,9.734126362029638,,140
1967,1,11.50342055727216,,140
1967,2,7.343843215551704,,140
1967,3,9.471163607770894,,140
1968,1,11.31381257848452,,140
1968,2,7.048630697866543,,140
1968,3,9.212918459586049,,140
1969,1,11.1230457639172,,140
1969,2,6.748195674685098,,140
1969,3,8.967481735110194,,140
1970,1,10.93396446063677,,140
1970,2,6.43479440010708,,140
1970,3,8.723389384340251,,140
1971,1,10.75112997410088,,140
1971,2,6.129125546527336,,140
1971,3,8.480726930614523,,140
1972,1,10.56679087656553,,140
1972,2,5.847986431648522,,140
1972,3,8.249421473770058,,140
1973,1,10.39501918651531,,140
1973,2,5.601299285501682,,140
1973,3,8.041263429965472,,140
1974,1,10.22807375195922,,140
1974,2,5.370126354536819,,140
1974,3,7.843007933296176,,140
1975,1,10.07345595971165,,140
1975,2,5.156248978752109,,140
1975,3,7.65938077666839,,140
1976,1,9.912479229860271,,140
1976,2,4.958002733596034,,140
1976,3,7.48009022113072,,140
1977,1,9.757196811140956,,140
1977,2,4.763639944529219,,140
1977,3,7.305575589290347,,140
1978,1,9.603333889539044,,140
1978,2,4.590977063650636,,140
1978,3,7.142441121281706,,140
1979,1,9.464120603409842,,140
1979,2,4.428065618266364,,140
1979,3,6.991815081998976,,140
1980,1,8.594945446782742,,140
1980,2,4.287406676735439,,140
1980,3,6.480401435329242,,140
1981,1,7.32183557491195,,140
1981,2,4.077214030266285,,140
1981,3,5.729173082732242,,140
1982,1,6.022508697177353,,140
1982,2,3.849978868734505,,140
1982,3,4.956257309330359,,140
1983,1,5.465005596382411,,140
1983,2,3.623080978432447,,140
1983,3,4.5614304969539,,140
1984,1,5.405986638296389,,140
1984,2,3.50970493007019,,140
1984,3,4.47619659049725,,140
1985,1,5.148518819711123,,140
1985,2,3.455096819801828,,140
1985,3,4.318528611389816,,140
1986,1,4.755514735794941,,140
1986,2,3.453869439293711,,140
1986,3,4.117804404106029,,140
1987,1,4.13981509660688,,140
1987,2,3.434301378992699,,140
1987,3,3.794306191529651,,140
1988,1,4.094064245667051,,140
1988,2,3.41668764282832,,140
1988,3,3.76249058577327,,140
1989,1,4.318358371028785,,140
1989,2,3.363442840762954,,140
1989,3,3.851190618077482,,140
1990,1,4.75031921945146,,140
1990,2,3.334113707590625,,140
1990,3,4.057907413254958,,140
1991,1,5.187280918017123,,140
1991,2,3.396220694704355,,140
1991,3,4.312307959451922,,140
1992,1,5.504761981750983,,140
1992,2,3.687767491907246,,140
1992,3,4.617608525685046,,140
1993,1,5.807739904254983,,140
1993,2,3.974607798079455,,140
1993,3,4.91324079226696,,140
1994,1,5.859777822491141,,140
1994,2,4.093749757507203,,140
1994,3,4.99846130109638,,140
1995,1,5.971986738638635,,140
1995,2,3.878293321518789,,140
1995,3,4.951327747952261,,140
1996,1,6.043536259864979,,140
1996,2,3.70637575655286,,140
1996,3,4.904485071048792,,140
1997,1,6.029718997888178,,140
1997,2,3.71452511003445,,140
1997,3,4.901451705908166,,140
1998,1,6.00743691297001,,140
1998,2,3.809422432432097,,140
1998,3,4.936141286674967,,140
1999,1,6.028495281864221,,140
1999,2,3.790320688684568,,140
1999,3,4.937540049320233,,140
2000,1,6.098403371085803,,140
2000,2,3.633733764910829,,140
2000,3,4.897180837183712,,140
2001,1,5.849100039244881,,140
2001,2,3.453235041078639,,140
2001,3,4.681694075046927,,140
2002,1,5.467743307420947,,140
2002,2,3.184996836138265,,140
2002,3,4.355760573810152,,140
2003,1,4.980277793706689,,140
2003,2,2.962642849396513,,140
2003,3,3.997724868269992,,140
2004,1,4.574544401494296,,140
2004,2,2.758718321139386,,140
2004,3,3.690596644658761,,140
2005,1,4.256691362862552,,140
2005,2,2.702968291638075,,140
2005,3,3.500529386129991,,140
2006,1,4.054321036205066,,140
2006,2,2.650209944710546,,140
2006,3,3.371082901163502,,140
2007,1,3.952846714084912,,140
2007,2,2.568329378640488,,140
2007,3,3.279216743630409,,140
2008,1,3.908159797996746,,140
2008,2,2.552192466315106,,140
2008,3,3.248318582331322,,140
2009,1,3.924162894350491,,140
2009,2,2.623046370756832,,140
2009,3,3.290878984169909,,140
2010,1,3.940612064881388,,140
2010,2,2.837958334487745,,140
2010,3,3.403747825199144,,140
2011,1,4.038381330357277,,140
2011,2,3.062610120468934,,140
2011,3,3.563075448017372,,140
2012,1,4.170665836107812,,140
2012,2,3.210380945675717,,140
2012,3,3.70268006515484,,140
2013,1,4.341522408000786,,140
2013,2,3.286682766896587,,140
2013,3,3.827264201784586,,140
2014,1,4.449757399817011,,140
2014,2,3.329348548565148,,140
2014,3,3.903356188570961,,140
2015,1,4.443606148664236,,140
2015,2,3.428779196176235,,140
2015,3,3.948552277231343,,140
2016,1,4.521125902107737,,140
2016,2,3.516994273396468,,140
2016,3,4.031287125111804,,140
2017,1,4.712737366308173,,140
2017,2,3.569376099815003,,140
2017,3,4.155101641668324,,140
2018,1,4.52523477342115,,140
2018,2,3.663712380031603,,140
2018,3,4.105148172826256,,140
2019,1,4.629442842949971,,140
2019,2,3.782229537721116,,140
2019,3,4.216477491104431,,140
2020,1,3.941363517155794,,140
2020,2,3.506805771918642,,140
2020,3,3.729587054702055,,140
2021,1,4.545880358601484,,140
2021,2,3.660953572856895,,140
2021,3,4.114767608084269,,140
2022,1,5.42364581774446,,140
2022,2,3.799611218005872,,140
2022,3,4.63296890150322,,140
2023,1,4.138301245477871,,140
2023,2,3.103213487224088,,140
2023,3,3.634569907298379,,140
1950,1,37.97550384940518,,141
1950,2,21.00102980261109,,141
1950,3,29.48776631015038,,141
1951,1,37.36159343230894,,141
1951,2,20.2805459691694,,141
1951,3,28.80664519668685,,141
1952,1,36.79410910535141,,141
1952,2,19.51297882098169,,141
1952,3,28.12884524736869,,141
1953,1,36.19877420945361,,141
1953,2,18.99943149134098,,141
1953,3,27.56578653686481,,141
1954,1,27.23946428466195,,141
1954,2,18.39344038158941,,141
1954,3,22.78862092729872,,141
1955,1,21.33194076713907,,141
1955,2,16.63701521087157,,141
1955,3,18.96797063603362,,141
1956,1,20.90597642679271,,141
1956,2,15.8402497172021,,141
1956,3,18.35619537465494,,141
1957,1,20.51666308113165,,141
1957,2,15.21410215117358,,141
1957,3,17.84763191773631,,141
1958,1,20.14195453811885,,141
1958,2,14.53399706560754,,141
1958,3,17.31864049804377,,141
1959,1,19.7845223119344,,141
1959,2,13.95429311807039,,141
1959,3,16.84836764938103,,141
1960,1,19.43267565663442,,141
1960,2,13.21351325246789,,141
1960,3,16.29958025713174,,141
1961,1,19.38925631297339,,141
1961,2,12.73499334267914,,141
1961,3,16.035730087128,,141
1962,1,20.79681652227638,,141
1962,2,12.54069522492884,,141
1962,3,16.63493109197767,,141
1963,1,24.48688317747571,,141
1963,2,12.87818190761081,,141
1963,3,18.63712843884702,,141
1964,1,23.32612031725711,,141
1964,2,12.62970518168827,,141
1964,3,17.93950643656173,,141
1965,1,25.50678769366332,,141
1965,2,12.31310061364266,,141
1965,3,18.87922517235197,,141
1966,1,26.1123974214762,,141
1966,2,12.08874962341888,,141
1966,3,19.08939048080893,,141
1967,1,26.85211551897005,,141
1967,2,12.00519069103179,,141
1967,3,19.44991887808889,,141
1968,1,37.19985184019037,,141
1968,2,13.81276682500476,,141
1968,3,25.60686637000254,,141
1969,1,32.21437290988449,,141
1969,2,12.50362389935244,,141
1969,3,22.44221442661631,,141
1970,1,32.19965377439215,,141
1970,2,12.23164046222847,,141
1970,3,22.29810128364895,,141
1971,1,30.95754990295996,,141
1971,2,11.72909432272506,,141
1971,3,21.42085401314064,,141
1972,1,40.59891073860567,,141
1972,2,13.42187205506673,,141
1972,3,27.14205956435855,,141
1973,1,31.50321154724323,,141
1973,2,11.30710563016313,,141
1973,3,21.48399070299045,,141
1974,1,34.146521239658,,141
1974,2,11.55493321799261,,141
1974,3,22.94864375894712,,141
1975,1,18.73769129664815,,141
1975,2,8.061198400006964,,141
1975,3,13.43505582624871,,141
1976,1,15.6418068982126,,141
1976,2,7.052759643088491,,141
1976,3,11.37973568664552,,141
1977,1,15.33858473725436,,141
1977,2,6.633006826475829,,141
1977,3,11.02346210466021,,141
1978,1,14.96697502833522,,141
1978,2,6.160045631401156,,141
1978,3,10.60494746289498,,141
1979,1,14.6240236431916,,141
1979,2,5.680115047849599,,141
1979,3,10.1966157461939,,141
1980,1,14.35561304332778,,141
1980,2,5.401552843234625,,141
1980,3,9.926085564653908,,141
1981,1,13.85191848363199,,141
1981,2,5.154917129312708,,141
1981,3,9.547957783683113,,141
1982,1,13.27011216645546,,141
1982,2,5.002766868269393,,141
1982,3,9.176503704349305,,141
1983,1,12.8246747961166,,141
1983,2,4.91857158542397,,141
1983,3,8.907954216305081,,141
1984,1,12.38474521761668,,141
1984,2,4.766402825785332,,141
1984,3,8.609267340235483,,141
1985,1,12.28604525136745,,141
1985,2,4.637318695643766,,141
1985,3,8.494703176699648,,141
1986,1,12.07579102828771,,141
1986,2,4.460054873337005,,141
1986,3,8.299599703734618,,141
1987,1,11.70914414754442,,141
1987,2,4.271235323063616,,141
1987,3,8.019853012698031,,141
1988,1,11.06459847894214,,141
1988,2,4.125644967528874,,141
1988,3,7.62266569418657,,141
1989,1,10.99758300065867,,141
1989,2,4.101624188958986,,141
1989,3,7.578365878428306,,141
1990,1,11.05840966795069,,141
1990,2,4.005078458400924,,141
1990,3,7.562783457383371,,141
1991,1,10.94061363845333,,141
1991,2,3.955825857187456,,141
1991,3,7.481505096460173,,141
1992,1,10.69482366242469,,141
1992,2,3.945070667419226,,141
1992,3,7.354343486038473,,141
1993,1,10.41467217713177,,141
1993,2,3.904389275281472,,141
1993,3,7.195193671112099,,141
1994,1,9.965082736030141,,141
1994,2,3.865760140348451,,141
1994,3,6.95092976798406,,141
1995,1,9.715059851363229,,141
1995,2,3.643876768572585,,141
1995,3,6.717289758286671,,141
1996,1,9.5000171047378,,141
1996,2,3.51363913365732,,141
1996,3,6.546346971180728,,141
1997,1,9.409308858782438,,141
1997,2,3.424076184121883,,141
1997,3,6.458351313996746,,141
1998,1,9.160809298545459,,141
1998,2,3.108880685536164,,141
1998,3,6.180014167622039,,141
1999,1,9.25583241849759,,141
1999,2,2.939330499401427,,141
1999,3,6.148013546927844,,141
2000,1,9.31971943380705,,141
2000,2,2.884538187255203,,141
2000,3,6.154791317536601,,141
2001,1,9.328476388965612,,141
2001,2,2.796987097162362,,141
2001,3,6.115952807522973,,141
2002,1,9.451989444732799,,141
2002,2,2.723489346258767,,141
2002,3,6.142274806167469,,141
2003,1,9.524321442163863,,141
2003,2,2.695849405897399,,141
2003,3,6.165013882978854,,141
2004,1,9.604885672494067,,141
2004,2,2.812962271379504,,141
2004,3,6.263008302721973,,141
2005,1,9.546197242608411,,141
2005,2,2.787599133637908,,141
2005,3,6.220401320370939,,141
2006,1,9.508574855587536,,141
2006,2,2.777870779923863,,141
2006,3,6.196738747224595,,141
2007,1,9.463152094991823,,141
2007,2,2.753544746446512,,141
2007,3,6.136673082576594,,141
2008,1,9.424991293867869,,141
2008,2,2.746629996618788,,141
2008,3,6.099730391667668,,141
2009,1,9.380169599298217,,141
2009,2,2.737899204223959,,141
2009,3,6.075378803091613,,141
2010,1,9.331178201170465,,141
2010,2,2.710688563507535,,141
2010,3,6.058654645517025,,141
2011,1,9.236065128725768,,141
2011,2,2.69840516469666,,141
2011,3,6.015942964703536,,141
2012,1,9.183691806874283,,141
2012,2,2.694962631982656,,141
2012,3,5.992306931323799,,141
2013,1,9.136587610802938,,141
2013,2,2.684455201154123,,141
2013,3,5.966729371508883,,141
2014,1,9.097444091444086,,141
2014,2,2.667301914997422,,141
2014,3,5.94136104440901,,141
2015,1,9.06626126403931,,141
2015,2,2.644430442045098,,141
2015,3,5.915593739936997,,141
2016,1,9.063959094758655,,141
2016,2,2.6334934773522,,141
2016,3,5.909393883493874,,141
2017,1,9.009353334981096,,141
2017,2,2.630539679411514,,141
2017,3,5.872209091822067,,141
2018,1,8.933149740968481,,141
2018,2,2.613186069311935,,141
2018,3,5.815812908646301,,141
2019,1,8.831471064097762,,141
2019,2,2.588008390341789,,141
2019,3,5.741137166608401,,141
2020,1,8.729654132435204,,141
2020,2,2.586551329379239,,141
2020,3,5.682462287206147,,141
2021,1,8.615217171563994,,141
2021,2,2.562361169128891,,141
2021,3,5.61059512339579,,141
2022,1,8.508009776549086,,141
2022,2,2.539407934324722,,141
2022,3,5.547565067665627,,141
2023,1,8.402114479347134,,141
2023,2,2.529218584837345,,141
2023,3,5.492915124988396,,141
1950,1,30.9713182789737,,142
1950,2,24.98715003457463,,142
1950,3,28.04378049500289,,142
1951,1,30.73305989183928,,142
1951,2,24.81814473095167,,142
1951,3,27.83707466934116,,142
1952,1,30.52378847010218,,142
1952,2,24.6442147646524,,142
1952,3,27.6426745860967,,142
1953,1,30.16715327009589,,142
1953,2,24.47562284684313,,142
1953,3,27.37570060438221,,142
1954,1,29.95396825090346,,142
1954,2,24.30327210490213,,142
1954,3,27.18037598608125,,142
1955,1,29.87922357427297,,142
1955,2,23.9707836415235,,142
1955,3,26.97731202809372,,142
1956,1,29.44879814853674,,142
1956,2,23.8035607529663,,142
1956,3,26.67435527188889,,142
1957,1,29.24249992598316,,142
1957,2,23.50741651250132,,142
1957,3,26.42251989434941,,142
1958,1,28.67243960456767,,142
1958,2,23.31315440102488,,142
1958,3,26.03556380680761,,142
1959,1,28.41252522545912,,142
1959,2,22.99410924856971,,142
1959,3,25.74457883441483,,142
1960,1,27.87488820416218,,142
1960,2,22.6804201622558,,142
1960,3,25.31426141752657,,142
1961,1,27.39264929727314,,142
1961,2,22.33463868740182,,142
1961,3,24.89533236594144,,142
1962,1,31.7613448154791,,142
1962,2,22.62638415264717,,142
1962,3,27.24575136091156,,142
1963,1,35.0168856938562,,142
1963,2,22.99994077404754,,142
1963,3,29.06406015695662,,142
1964,1,30.70888828511165,,142
1964,2,22.10561668303313,,142
1964,3,26.43186503934025,,142
1965,1,30.36606700456545,,142
1965,2,21.5945240503832,,142
1965,3,25.99372712106207,,142
1966,1,30.16068309679221,,142
1966,2,21.45687900427673,,142
1966,3,25.81016665283065,,142
1967,1,29.53963546450944,,142
1967,2,20.95800385078672,,142
1967,3,25.24022967656114,,142
1968,1,28.54857414705214,,142
1968,2,20.38580987287564,,142
1968,3,24.44985653724718,,142
1969,1,25.21414117021492,,142
1969,2,19.32292405246205,,142
1969,3,22.24728899633321,,142
1970,1,24.29717986215507,,142
1970,2,19.01646694740677,,142
1970,3,21.63536872334015,,142
1971,1,22.37468566374368,,142
1971,2,18.37140923717406,,142
1971,3,20.35902081478869,,142
1972,1,21.97309089161969,,142
1972,2,17.82925500075261,,142
1972,3,19.88960051336608,,142
1973,1,21.40879595665446,,142
1973,2,17.44653176284916,,142
1973,3,19.41923399538737,,142
1974,1,20.88251337076119,,142
1974,2,17.07540738351698,,142
1974,3,18.97324389973842,,142
1975,1,20.35691893111202,,142
1975,2,16.78728152288966,,142
1975,3,18.56877316145255,,142
1976,1,19.80587575242498,,142
1976,2,16.43730353561523,,142
1976,3,18.12027575877073,,142
1977,1,19.28160278785607,,142
1977,2,15.951665422269,,142
1977,3,17.61717337329993,,142
1978,1,18.75755389441769,,142
1978,2,15.36237691099373,,142
1978,3,17.06255721250871,,142
1979,1,18.09254078792233,,142
1979,2,14.91480065781581,,142
1979,3,16.50778606264836,,142
1980,1,17.40262235813928,,142
1980,2,14.30213078555165,,142
1980,3,15.85822987670882,,142
1981,1,16.59418659031742,,142
1981,2,13.73463151506382,,142
1981,3,15.17156118516916,,142
1982,1,16.3403349273783,,142
1982,2,13.8540307709637,,142
1982,3,15.10495087841135,,142
1983,1,15.28394657418552,,142
1983,2,12.7850800579733,,142
1983,3,14.0440365827158,,142
1984,1,14.56914733505799,,142
1984,2,12.23275528917867,,142
1984,3,13.41130698206128,,142
1985,1,14.03553007520364,,142
1985,2,11.80669375770338,,142
1985,3,12.93243284444723,,142
1986,1,22.34015666559552,,142
1986,2,11.68671127264109,,142
1986,3,17.08265642072282,,142
1987,1,13.18477424858755,,142
1987,2,11.02603077513242,,142
1987,3,12.11821662286106,,142
1988,1,12.78039744958537,,142
1988,2,10.75968311717423,,142
1988,3,11.78339517734528,,142
1989,1,12.40866119629103,,142
1989,2,10.41106001156011,,142
1989,3,11.42446416248766,,142
1990,1,12.04028976411175,,142
1990,2,10.12890742904204,,142
1990,3,11.09969318600035,,142
1991,1,12.27456784808423,,142
1991,2,9.662545413272273,,142
1991,3,10.99098312692048,,142
1992,1,11.92175594086364,,142
1992,2,9.340956918578947,,142
1992,3,10.65473478366363,,142
1993,1,11.68166788079228,,142
1993,2,9.02622433991751,,142
1993,3,10.37918880818811,,142
1994,1,12.27539459241567,,142
1994,2,8.730568804906413,,142
1994,3,10.53839160345671,,142
1995,1,10.95327293487924,,142
1995,2,8.348105177981125,,142
1995,3,9.67761147560986,,142
1996,1,10.72976248780322,,142
1996,2,8.073369579767009,,142
1996,3,9.43011389320969,,142
1997,1,10.42475833342527,,142
1997,2,7.766454991128158,,142
1997,3,9.125081072024699,,142
1998,1,10.08289672110607,,142
1998,2,7.500875247767991,,142
1998,3,8.820965397324464,,142
1999,1,9.732398231154793,,142
1999,2,7.240080989480369,,142
1999,3,8.514232974227266,,142
2000,1,9.412628089026986,,142
2000,2,7.002342290174046,,142
2000,3,8.234098652155964,,142
2001,1,9.047753658102952,,142
2001,2,6.732362256267721,,142
2001,3,7.915028586728323,,142
2002,1,8.793902768156725,,142
2002,2,6.353363322507688,,142
2002,3,7.599315558925901,,142
2003,1,8.411235382338234,,142
2003,2,5.983195506034655,,142
2003,3,7.22218850568257,,142
2004,1,8.134513188547521,,142
2004,2,5.715322771821185,,142
2004,3,6.949369854950316,,142
2005,1,7.906392114416905,,142
2005,2,5.41451482105515,,142
2005,3,6.68558233856098,,142
2006,1,7.664502910862403,,142
2006,2,5.170371075511437,,142
2006,3,6.442800537126758,,142
2007,1,7.434852132765069,,142
2007,2,4.921397945221173,,142
2007,3,6.204129994741736,,142
2008,1,7.232291696411597,,142
2008,2,4.734670754917181,,142
2008,3,6.009910472525304,,142
2009,1,7.20103792978144,,142
2009,2,4.595431926470717,,142
2009,3,5.926247103664628,,142
2010,1,7.041716322068625,,142
2010,2,4.42512703173914,,142
2010,3,5.761935963274123,,142
2011,1,7.125159976592133,,142
2011,2,4.323074309850572,,142
2011,3,5.75494447460978,,142
2012,1,7.184488311906101,,142
2012,2,4.221850255513804,,142
2012,3,5.736163714731624,,142
2013,1,6.688804627824618,,142
2013,2,4.082364255838966,,142
2013,3,5.414798340056981,,142
2014,1,6.930140425804088,,142
2014,2,4.037081278011723,,142
2014,3,5.516322123097828,,142
2015,1,10.32986909595857,,142
2015,2,4.268322456525864,,142
2015,3,7.370193164549677,,142
2016,1,9.80179388912228,,142
2016,2,4.149592619449027,,142
2016,3,7.041425846683436,,142
2017,1,10.19471415945472,,142
2017,2,4.082594378100324,,142
2017,3,7.210096047880032,,142
2018,1,13.7131748957412,,142
2018,2,4.26193628178928,,142
2018,3,9.101438762259328,,142
2019,1,12.03359068364884,,142
2019,2,4.206662384430793,,142
2019,3,8.21235279074639,,142
2020,1,10.36966228636171,,142
2020,2,3.831560887921248,,142
2020,3,7.176346731968652,,142
2021,1,9.68997021359308,,142
2021,2,3.784233667679437,,142
2021,3,6.805508488728185,,142
2022,1,7.147125854734759,,142
2022,2,3.587951516403787,,142
2022,3,5.407916572202298,,142
2023,1,6.403541725082063,,142
2023,2,3.454407995889142,,142
2023,3,4.962219344175622,,142
1950,1,13.14862658598193,,143
1950,2,14.62469706587532,,143
1950,3,13.82425533259846,,143
1951,1,12.9458900152436,,143
1951,2,14.2432415209095,,143
1951,3,13.54535022138326,,143
1952,1,12.07470959564028,,143
1952,2,13.33696153679265,,143
1952,3,12.66174970001921,,143
1953,1,11.07913166260122,,143
1953,2,12.38141980560625,,143
1953,3,11.6887279182567,,143
1954,1,9.940845940892507,,143
1954,2,11.88264966412711,,143
1954,3,10.85497327209128,,143
1955,1,9.24702841916214,,143
1955,2,10.60030924600441,,143
1955,3,9.88660989230894,,143
1956,1,8.511588939209226,,143
1956,2,9.31005342189717,,143
1956,3,8.889795055974981,,143
1957,1,7.979995922805738,,143
1957,2,7.606785587177423,,143
1957,3,7.80084205184195,,143
1958,1,6.962485573861144,,143
1958,2,6.546036892977392,,143
1958,3,6.762281689581706,,143
1959,1,6.203823673665787,,143
1959,2,5.672335911948045,,143
1959,3,5.948716219732919,,143
1960,1,5.635588052452789,,143
1960,2,4.965945148326822,,143
1960,3,5.315080986581622,,143
1961,1,5.37946367044817,,143
1961,2,4.576888710078886,,143
1961,3,4.995723009393327,,143
1962,1,5.211739075113075,,143
1962,2,4.333320576557886,,143
1962,3,4.790716774527359,,143
1963,1,5.136612339882607,,143
