year,sex,value,note
2019,3,31.5628165367339,
2020,3,30.9239144071913,
2021,3,30.3237899828227,
2022,3,29.8083671181479,
2023,3,29.2511027599925,
1983,3,48.4924713847766,
1984,3,48.046207159943,
1985,3,47.6356923803525,
1986,3,47.3373796020841,
1987,3,47.0822470352469,
1988,3,46.6558365278538,
1989,3,46.1053308735237,
1990,3,45.6049783613065,
1991,3,49.6903629005645,
1992,3,49.5680236812811,
1993,3,44.6434105395244,
1994,3,44.6422114329238,
1995,3,44.5075855319915,
1996,3,44.5228356413984,
1997,3,44.4482277675079,
1998,3,44.6129503421164,
1999,3,44.7283552969721,
2000,3,44.9158136711986,
2001,3,45.2023139070681,
2002,3,45.4311254845733,
2003,3,45.5709832913895,
2004,3,45.8443215292187,
2005,3,45.8388883065159,
2006,3,45.8953154859159,
2007,3,45.6517200757122,
2008,3,45.2606425079348,
2009,3,44.5297538960036,
2010,3,44.3848147468371,
2011,3,46.6941049901521,
2012,3,43.0160726930808,
2013,3,41.5706750071499,
2014,3,40.973079252353,
2015,3,40.2542913735105,
2016,3,39.4995473989645,
2017,3,39.4451155627777,
2018,3,38.2310892546582,
2019,3,37.2649211100044,
2020,3,36.7802381955857,
2021,3,36.1401657738657,
2022,3,36.1450271413835,
2023,3,34.9048157601726,
1975,3,28.3365896598166,
1976,3,27.9237773392918,
1977,3,27.5599598801294,
1978,3,27.2533610733996,
1979,3,26.8282829517848,
1980,3,26.3344476913626,
1981,3,25.7423786860251,
1982,3,25.1355308547008,
1983,3,24.449137167639,
1984,3,23.8053090004797,
1985,3,23.1841991657447,
1986,3,22.6116441460083,
1987,3,22.0681929100739,
1988,3,21.5229237793742,
1989,3,21.0138210677,
1990,3,20.553575923556,
1991,3,20.1326505844903,
1992,3,19.6820284998132,
1993,3,19.256646659534,
1994,3,18.7147858606496,
1995,3,18.0749404407511,
1996,3,17.3331163432443,
1997,3,16.3699484917515,
1998,3,15.2622611190084,
1999,3,14.2800117363213,
2000,3,13.5293116468755,
2001,3,12.9571891002133,
2002,3,12.5424281696797,
2003,3,12.3131276278863,
2004,3,12.2380776203315,
2005,3,12.2923213718554,
2006,3,12.4390866408784,
2007,3,12.6094042367546,
2008,3,12.7442906661776,
2009,3,12.7271827040679,
2010,3,12.5069041425384,
2011,3,12.2245306307578,
2012,3,11.9512849998388,
2013,3,11.7825554610868,
2014,3,11.6910733373627,
2015,3,11.6225078540462,
2016,3,11.54624239034,
2017,3,11.4904947039026,
2018,3,11.4683666901517,
2019,3,11.4572214910323,
2020,3,11.4519408967758,
2021,3,11.4897748487024,
2022,3,11.5636971168156,
2023,3,11.6541051980032,
1989,3,65.8341998212649,
1990,3,65.23318218915711,
1991,3,64.6412466638872,
1992,3,64.77736406326591,
1993,3,64.1273296088625,
1994,3,61.8408449382649,
1995,3,62.1010567693161,
1996,3,61.4322274170354,
1997,3,60.3552541250512,
1998,3,62.40066458744,
1999,3,57.5893349986612,
2000,3,56.4819207292697,
2001,3,55.1936013622183,
2002,3,53.8715251757845,
2003,3,52.6166206026963,
2004,3,51.3364184412692,
2005,3,49.9717899074269,
2006,3,48.7607182910616,
2007,3,47.4627429061228,
2008,3,46.147798695901,
2009,3,44.6523340856949,
2010,3,43.2493731479445,
2011,3,42.1121675444186,
2012,3,41.2063448717378,
2013,3,40.6696672053408,
2014,3,41.8589524199556,
2015,3,42.7108046446598,
2016,3,43.1701260512448,
2017,3,43.464313565617,
2018,3,40.9950543568766,
2019,3,40.3647835561327,
2020,3,40.3073743449814,
2021,3,40.3198643555219,
2022,3,40.3340898880464,
2023,3,40.240552365743,
1969,3,46.8174073926561,
1970,3,46.5986525130005,
1971,3,46.3887329762043,
1972,3,46.2389326989502,
1973,3,46.0588525682166,
1974,3,45.834708428253,
1975,3,45.6956378184791,
1976,3,45.5877448327925,
1977,3,45.4629937524291,
1978,3,45.3595250479762,
1979,3,45.3129675980593,
1980,3,45.2846450172943,
1981,3,45.1915052826371,
1982,3,45.100077994821,
1983,3,45.6704549929844,
1984,3,45.5679583904433,
1985,3,45.4127173599492,
1986,3,44.5073185377332,
1987,3,44.1321326966623,
1988,3,43.6940541457256,
1989,3,43.2436369690406,
1990,3,42.7288999580801,
1991,3,42.1745287526707,
1992,3,41.6178374824325,
1993,3,41.1107195569224,
1994,3,40.5691872970389,
1995,3,40.0103976872415,
1996,3,39.3668899027232,
1997,3,38.7732642356466,
1998,3,38.1427932167115,
1999,3,37.5342564422091,
2000,3,36.8506534051322,
2001,3,36.1829587475283,
2002,3,35.4892361683376,
2003,3,34.8346365341935,
2004,3,34.3847662255766,
2005,3,33.8064608773189,
2006,3,33.0497103580829,
2007,3,32.5633225859656,
2008,3,32.1592589125521,
2009,3,31.7693744947481,
2010,3,31.3963974224944,
2011,3,31.0027251094968,
2012,3,30.592120896771,
2013,3,30.1736593531675,
2014,3,29.6715802814818,
2015,3,29.0806609243236,
2016,3,28.5344004466635,
2017,3,28.0001288321339,
2018,3,27.4716195271566,
2019,3,26.9941500416766,
2020,3,26.4179218979232,
2021,3,25.9117759067783,
2022,3,25.3578941056103,
2023,3,24.8034603631376,
1968,3,47.857629718697,
1969,3,47.063544784999,
1970,3,46.0443785260844,
1971,3,44.9853238583492,
1972,3,44.0415840684425,
1973,3,43.3154479405247,
1974,3,42.9249306395252,
1975,3,42.8431133994474,
1976,3,42.9343415259814,
1977,3,43.1796910090186,
1978,3,43.3025803566219,
1979,3,43.3623269296448,
1980,3,43.4034154011614,
1981,3,43.5031837835928,
1982,3,43.5340020096645,
1983,3,43.4280102904991,
1984,3,42.9956201132652,
1985,3,42.4760831990297,
1986,3,42.0088909438468,
1987,3,41.5722271620292,
1988,3,41.0238416834204,
1989,3,40.4015496750879,
1990,3,39.7041265235273,
1991,3,39.0460640912745,
1992,3,38.4152218930098,
1993,3,37.8224395054361,
1994,3,37.2466362425937,
1995,3,36.6582370266408,
1996,3,36.0249307725219,
1997,3,35.3255787639791,
1998,3,34.5727137229665,
1999,3,33.7527210749116,
2000,3,32.8053130280408,
2001,3,31.7520548958666,
2002,3,30.634667836353,
2003,3,29.566680643799,
2004,3,28.5819003822959,
2005,3,27.7181441414901,
2006,3,26.9742696362485,
2007,3,26.3450678050033,
2008,3,25.7703413542811,
2009,3,25.253006463739,
2010,3,24.7946926635341,
2011,3,24.3940475265143,
2012,3,24.0485262091096,
2013,3,23.8308180440834,
2014,3,23.6678768386342,
2015,3,23.5450459688529,
2016,3,23.4205065394518,
2017,3,23.2986342883138,
2018,3,23.059558808416,
2019,3,22.6694509655548,
2020,3,22.209006115989,
2021,3,21.6445455236256,
2022,3,21.0952986624114,
2023,3,20.5643517986769,
1965,3,57.1275941907859,
1966,3,56.6983837043921,
1967,3,56.2632247017881,
1968,3,55.8473913641087,
1969,3,55.4829094722575,
1970,3,55.0753248878382,
1971,3,54.7596768391852,
1972,3,54.4012454053956,
1973,3,54.0841674948556,
1974,3,53.5433758575388,
1975,3,52.9987268016225,
1976,3,52.3431827233494,
1977,3,51.593077514282,
1978,3,50.8051131424503,
1979,3,49.9896178923387,
1980,3,49.2890455232502,
1981,3,48.6303155249931,
1982,3,48.088745592614,
1983,3,47.5868806488625,
1984,3,47.0937763645989,
1985,3,46.6132824248985,
1986,3,46.0677969249044,
1987,3,45.4883267688928,
1988,3,44.8976273170853,
1989,3,44.2711447153169,
1990,3,43.7392399466407,
1991,3,43.1210725462405,
1992,3,42.4883595640652,
1993,3,41.8961232882487,
1994,3,41.2559727343277,
1995,3,40.5547194556967,
1996,3,39.835433002359,
1997,3,39.0818074467996,
1998,3,38.3335165303054,
1999,3,37.518457152166,
2000,3,36.6799916252934,
2001,3,35.8709451366458,
2002,3,35.046387688718,
2003,3,34.2592122886056,
2004,3,33.5403679987447,
2005,3,32.8261777098923,
2006,3,32.1228293924337,
2007,3,31.4027329280164,
2008,3,30.7020071371256,
2009,3,30.0708573798062,
2010,3,29.4835919030963,
2011,3,28.8959747022558,
2012,3,28.3600231874722,
2013,3,27.8437565657207,
2014,3,27.3535762254636,
2015,3,26.8420838690399,
2016,3,26.3892269889882,
2017,3,25.854610766831,
2018,3,25.3531043292419,
2019,3,24.8849317998417,
2020,3,24.4601970593862,
2021,3,23.9983105136197,
2022,3,23.5009980217588,
2023,3,23.0835982894809,
1965,3,52.1398962283269,
1966,3,51.2709386112322,
1967,3,50.5116799073899,
1968,3,49.7437416609816,
1969,3,49.0074429097625,
1970,3,48.2135426845481,
1971,3,47.2370605270764,
1972,3,46.1313242881998,
1973,3,44.8523295302032,
1974,3,43.429034689017,
1975,3,42.0104332283955,
1976,3,40.5179493674432,
1977,3,39.0336742952727,
1978,3,37.5802815951974,
1979,3,36.3155092800617,
1980,3,35.2216884288864,
1981,3,34.2314441334255,
1982,3,33.2237137127994,
1983,3,32.2751925025211,
1984,3,31.3824231936183,
1985,3,30.5208215954912,
1986,3,29.7643868198335,
1987,3,29.0963236171028,
1988,3,28.4756501477507,
1989,3,27.9008633372643,
1990,3,27.3589673898561,
1991,3,26.8122856715013,
1992,3,26.171540453335,
1993,3,25.4108035426833,
1994,3,24.5279084321898,
1995,3,23.5387269275349,
1996,3,22.4423268750309,
1997,3,21.2542188443971,
1998,3,19.7690021839154,
1999,3,18.3990763194916,
2000,3,17.1869618243666,
2001,3,16.1361560854096,
2002,3,15.2266216466325,
2003,3,14.468239507299,
2004,3,13.8298375535845,
2005,3,13.2825360377202,
2006,3,12.8596781708502,
2007,3,12.5237802086399,
2008,3,12.2717951896552,
2009,3,12.1108565987768,
2010,3,12.0239698133205,
2011,3,11.9839467402914,
2012,3,11.9917350951539,
2013,3,12.0304490441982,
2014,3,12.0727255752558,
2015,3,12.1163060250893,
2016,3,12.0893744383953,
2017,3,11.9352740984013,
2018,3,11.6055341495238,
2019,3,11.0883769117119,
2020,3,10.4467839380339,
2021,3,9.73346914956133,
2022,3,9.01702412973405,
2023,3,8.362301041665891,
1965,3,59.7712527891531,
1966,3,58.6872001496949,
1967,3,57.5938979543349,
1968,3,56.3728124737456,
1969,3,55.1704330848565,
1970,3,54.0885985716807,
1971,3,53.1099565300823,
1972,3,52.3609017637017,
1973,3,52.0044048858994,
1974,3,51.81243752597,
1975,3,51.9003616695966,
1976,3,52.1204487013958,
1977,3,52.4834877375879,
1978,3,52.7762502707273,
1979,3,52.7708286487069,
1980,3,52.4150693712515,
1981,3,51.6007335519911,
1982,3,50.3240116345649,
1983,3,48.9066917789761,
1984,3,47.3675318286976,
1985,3,45.8166613486318,
1986,3,44.2534619642221,
1987,3,42.8745436375477,
1988,3,41.6407447645551,
1989,3,40.421440653826,
1990,3,39.2650778135018,
1991,3,38.1169539594548,
1992,3,37.060933851385,
1993,3,36.1909514736988,
1994,3,35.5096982246866,
1995,3,35.0421913195506,
1996,3,34.6652134780851,
1997,3,34.2538024275228,
1998,3,33.7679624717218,
1999,3,33.1513766938021,
2000,3,32.3935859605767,
2001,3,31.5022202909148,
2002,3,30.5573845406254,
2003,3,29.6182295475294,
2004,3,28.8074785687626,
2005,3,28.0702337863843,
2006,3,27.4667787521789,
2007,3,26.8709645667595,
2008,3,26.2779935143281,
2009,3,25.6894485803423,
2010,3,25.1382623748448,
2011,3,24.5926971923972,
2012,3,23.997499340611,
2013,3,23.3541643086753,
2014,3,22.6986161823803,
2015,3,22.0138681443661,
2016,3,21.3572500476947,
2017,3,20.7194390738957,
2018,3,20.1606692234095,
2019,3,19.6523582416195,
2020,3,19.1631016921849,
2021,3,18.7445003444856,
2022,3,18.3514277600241,
2023,3,17.8512160596848,
1969,3,36.5858361898113,
1970,3,36.2715022166912,
1971,3,35.8788745260933,
1972,3,35.3623497486145,
1973,3,34.8814610081702,
1974,3,34.5319906273981,
1975,3,34.3041888612849,
1976,3,34.2607420522988,
1977,3,34.3409464028691,
1978,3,34.4757814212349,
1979,3,34.6290705292237,
1980,3,34.8313069404454,
1981,3,34.9775676971255,
1982,3,35.1773042121955,
1983,3,35.467133001174,
1984,3,35.7935479190934,
1985,3,36.1507212767486,
1986,3,36.4295046499364,
1987,3,36.6476836352964,
1988,3,36.7224009355529,
1989,3,36.6139409281165,
1990,3,36.2777947947156,
1991,3,35.9300422178437,
1992,3,35.5597154870428,
1993,3,35.19971324507,
1994,3,34.9614249698738,
1995,3,34.8784031789535,
1996,3,34.8951443718549,
1997,3,34.8795836981501,
1998,3,34.7441197920561,
1999,3,34.4905617390125,
2000,3,33.9256339366017,
2001,3,32.9762180861626,
2002,3,31.7256306600533,
2003,3,30.4030316931852,
2004,3,29.1320608779893,
2005,3,28.0419742193704,
2006,3,27.2002314571038,
2007,3,26.6334349928073,
2008,3,26.2598414373022,
2009,3,25.9755232395902,
2010,3,25.741453936044,
2011,3,25.4904379450294,
2012,3,25.2707793732527,
2013,3,25.0685573525263,
2014,3,24.8664781681445,
2015,3,24.6572119772281,
2016,3,24.4443865186827,
2017,3,24.2038409179276,
2018,3,23.9026456997713,
2019,3,23.5798318698612,
2020,3,23.184007873948,
2021,3,22.7795854051939,
2022,3,22.3684268540516,
2023,3,21.9850606188359,
1965,3,32.5314648913821,
1966,3,32.3105140092129,
1967,3,32.1651632514526,
1968,3,32.070789498698,
1969,3,32.1442432097209,
1970,3,32.3114594437035,
1971,3,32.5557993698976,
1972,3,32.8835068916114,
1973,3,33.3570720485192,
1974,3,33.8138377945674,
1975,3,34.0974236537735,
1976,3,34.2786784036976,
1977,3,34.2010805543162,
1978,3,33.9203308827762,
1979,3,33.4279715451046,
1980,3,32.828937327016,
1981,3,32.0535672448828,
1982,3,31.1801394306147,
1983,3,30.2395086942145,
1984,3,29.3431336976494,
1985,3,28.5227909482588,
1986,3,27.7778906463322,
1987,3,27.0310144420563,
1988,3,26.3192924426604,
1989,3,25.4668733953166,
1990,3,24.4298825508991,
1991,3,23.5072161649185,
1992,3,22.8883528651906,
1993,3,22.5374216045659,
1994,3,22.662817763014,
1995,3,23.1608704160999,
1996,3,23.7631770975094,
1997,3,24.1892415008021,
1998,3,24.4166995252115,
1999,3,24.6003345417321,
2000,3,24.8501417078593,
2001,3,25.2704666343955,
2002,3,25.9234424672937,
2003,3,26.6855776061176,
2004,3,27.4660099446751,
2005,3,28.2175818345901,
2006,3,29.005542274118,
2007,3,29.6839382425509,
2008,3,30.0869004540084,
2009,3,30.0288033810565,
2010,3,29.5763594997817,
2011,3,28.8963651570677,
2012,3,28.0966192280608,
2013,3,27.3760149410329,
2014,3,26.7918006310706,
2015,3,26.2698565330174,
2016,3,25.8205614971896,
2017,3,25.4161151559135,
2018,3,24.9070860143439,
2019,3,24.419400290217,
2020,3,23.951677573959,
2021,3,23.4237908730443,
2022,3,22.8767198181197,
2023,3,22.3657401323343,
1987,3,80.89428216739149,
1988,3,79.00472536164349,
1989,3,77.0073135477711,
1990,3,75.51926240500291,
1991,3,73.98303912421591,
1992,3,72.47957508801071,
1993,3,71.0007847850969,
1994,3,69.5590906214331,
1995,3,68.2241011189717,
1996,3,66.9585782457228,
1997,3,65.71656397487909,
1998,3,64.54762248696829,
1999,3,63.4055455494597,
2000,3,62.2209783106706,
2001,3,60.9703103030384,
2002,3,59.7026327543622,
2003,3,58.3335201823796,
2004,3,56.9623050898981,
2005,3,55.4830029546327,
2006,3,54.0260918423904,
2007,3,52.5581395651406,
2008,3,51.0683130340729,
2009,3,49.6170170761373,
2010,3,48.1800513650919,
2011,3,46.7999663452696,
2012,3,45.4622644826037,
2013,3,44.1706703798089,
2014,3,42.9385687522886,
2015,3,41.7925238921628,
2016,3,40.7558350356224,
2017,3,39.7444892046814,
2018,3,38.7498401236778,
2019,3,37.8192856592319,
2020,3,36.9159529192457,
2021,3,36.004704806398,
2022,3,35.1672260651563,
2023,3,34.2940719108859,
1977,3,27.7608290419553,
1978,3,27.0844876750812,
1979,3,26.3742594684937,
1980,3,25.7368325066815,
1981,3,25.2342324905668,
1982,3,24.8379636292354,
1983,3,24.5370855621811,
1984,3,24.2788326009307,
1985,3,24.1065662511592,
1986,3,23.9005493234647,
1987,3,23.6636954017108,
1988,3,24.1695304608361,
1989,3,23.0976349210191,
1990,3,22.7543365638267,
1991,3,22.3252084148941,
1992,3,21.8265428642615,
1993,3,21.2380364209789,
1994,3,20.6596216394277,
1995,3,20.0470511788595,
1996,3,19.3834948801936,
1997,3,18.5652686775778,
1998,3,17.7046807715452,
1999,3,16.8862750613864,
2000,3,16.1003575445759,
2001,3,15.3420258310698,
2002,3,14.6392351109252,
2003,3,13.9448794370467,
2004,3,13.2906579237456,
2005,3,12.6489852327164,
2006,3,12.0339597451503,
2007,3,11.4448034035732,
2008,3,10.8907174498682,
2009,3,10.343094410395,
2010,3,9.83967073110149,
2011,3,9.36668564735368,
2012,3,8.92754469830871,
2013,3,8.509868797203969,
2014,3,8.11151317920883,
2015,3,7.73123720859275,
2016,3,7.37029689509018,
2017,3,7.02355936369126,
2018,3,6.69390256146162,
2019,3,6.38288565991778,
2020,3,6.08710667047482,
2021,3,5.80904916033151,
2022,3,5.5458889125683,
2023,3,5.28293558911895,
1983,3,29.9310309078788,
1984,3,29.3594716322911,
1985,3,28.7225676725462,
1986,3,28.2550114946743,
1987,3,28.07408303891,
1988,3,28.3190157366001,
1989,3,28.9661873254558,
1990,3,30.0648091326048,
1991,3,31.4538911782851,
1992,3,33.0374451216361,
1993,3,34.446598357941,
1994,3,35.5706790060221,
1995,3,36.4279576155141,
1996,3,36.8169443388897,
1997,3,36.8298651101767,
1998,3,36.3943312052841,
1999,3,35.5058596163054,
2000,3,34.3554574407352,
2001,3,32.9781313706597,
2002,3,31.5613168916441,
2003,3,30.0319370443284,
2004,3,28.5206461412355,
2005,3,27.0903964296097,
2006,3,25.8008468002101,
2007,3,24.5952235675541,
2008,3,23.4144960468453,
2009,3,22.3179857982281,
2010,3,21.2713871740509,
2011,3,20.0678886053941,
2012,3,18.8101890545063,
2013,3,17.7334661432156,
2014,3,16.7778575856855,
2015,3,15.9594458545835,
2016,3,15.3332919782813,
2017,3,14.8469579717221,
2018,3,14.449453314269,
2019,3,14.1387606776955,
2020,3,13.8364089213596,
2021,3,13.5198944747604,
2022,3,13.2047676858406,
2023,3,12.7954573147471,
1971,3,30.4658789814611,
1972,3,28.4837507917134,
1973,3,26.6173796604632,
1974,3,24.9500412812029,
1975,3,23.5768631935274,
1976,3,22.3979334944665,
1977,3,21.4880666862222,
1978,3,20.7563791463622,
1979,3,19.9426256808864,
1980,3,19.1407600783199,
1981,3,18.5053133913702,
1982,3,18.0443824346433,
1983,3,17.6917424020915,
1984,3,17.3786117929866,
1985,3,17.0584472545849,
1986,3,16.7328602807166,
1987,3,16.4332565776863,
1988,3,16.1594021336128,
1989,3,15.8216764419197,
1990,3,15.3605000104178,
1991,3,14.6881994886077,
1992,3,13.7274438504159,
1993,3,12.5143834196795,
1994,3,11.1349793388381,
1995,3,9.697962531322069,
1996,3,8.34548764954998,
1997,3,7.18710061611975,
1998,3,6.24885102560297,
1999,3,5.52709921144823,
2000,3,4.97775610580838,
2001,3,4.5675759602836,
2002,3,4.25333079640077,
2003,3,4.00069580908884,
2004,3,3.78953078251952,
2005,3,3.59776914304097,
2006,3,3.43674747531023,
2007,3,3.30949777126791,
2008,3,3.22236926544604,
2009,3,3.17443637743391,
2010,3,3.16143057575608,
2011,3,3.1762012308633,
2012,3,3.19965946967122,
2013,3,3.23150472717107,
2014,3,3.28387562256571,
2015,3,3.36648141981023,
2016,3,3.48017707551115,
2017,3,3.62472426812124,
2018,3,3.79165122249285,
2019,3,3.96162188625715,
2020,3,4.10962516365318,
2021,3,4.23047678824128,
2022,3,4.32943656704872,
2023,3,4.4043780597816,
1952,3,118.791870557956,
1953,3,116.7076924657,
1954,3,114.519454106122,
1955,3,112.542137256667,
1956,3,110.551786570996,
1957,3,108.449591386827,
1958,3,106.443320012996,
1959,3,104.38860100694,
1960,3,102.478386327109,
1961,3,100.59355183678,
1962,3,98.8045640439754,
1963,3,97.0752554923374,
1964,3,95.5237875292455,
1965,3,94.14457653124551,
1966,3,93.18562057101251,
1967,3,92.6016749374824,
1968,3,92.554143160218,
1969,3,92.7963216837784,
1970,3,93.9059332291429,
1971,3,95.902209312745,
1972,3,93.9112575929943,
1973,3,94.3200643058281,
1974,3,94.5975842492203,
1975,3,94.5683722488867,
1976,3,94.2424038966745,
1977,3,93.53612296229819,
1978,3,92.3940474803627,
1979,3,90.8627451938994,
1980,3,89.034374185563,
1981,3,86.9036773105604,
1982,3,84.51275762892401,
1983,3,81.9231071259922,
1984,3,79.32287801040459,
1985,3,76.90267705807361,
1986,3,74.5596389212842,
1987,3,72.2988557819582,
1988,3,70.0132613570767,
1989,3,67.7345401313644,
1990,3,65.4673185630155,
1991,3,63.1689823660298,
1992,3,60.8443282055313,
1993,3,58.4675032128742,
1994,3,56.0935617744313,
1995,3,53.7814789192429,
1996,3,51.5371858204915,
1997,3,49.3921893563879,
1998,3,47.3206289163829,
1999,3,45.2656173403993,
2000,3,43.2181353927055,
2001,3,41.2375375055558,
2002,3,39.4052654545636,
2003,3,37.7855517373901,
2004,3,36.304938689783,
2005,3,34.8997298893213,
2006,3,33.5551507467231,
2007,3,32.2896944192143,
2008,3,31.1116905421549,
2009,3,29.9692456538816,
2010,3,28.8442881085041,
2011,3,27.7586493850608,
2012,3,26.7023920335834,
2013,3,25.6871500491492,
2014,3,24.65809527286,
2015,3,23.5900296521966,
2016,3,22.4992912956988,
2017,3,21.2833954676587,
2018,3,20.2005080697181,
2019,3,19.319157558481,
2020,3,18.6712202801668,
2021,3,18.2521703136701,
2022,3,18.0395385583455,
2023,3,17.9459112457734,
1989,3,43.2384268551652,
1990,3,42.4195672728063,
1991,3,41.5417967100888,
1992,3,40.5022349208385,
1993,3,39.4943041298255,
1994,3,38.4998017299202,
1995,3,37.4727983948459,
1996,3,36.4245204185004,
1997,3,35.3157723657992,
1998,3,34.2099059545571,
1999,3,33.1377280125039,
2000,3,32.1075986519705,
2001,3,31.1356731360145,
2002,3,30.0897782194797,
2003,3,29.0855544023804,
2004,3,28.0104318386257,
2005,3,26.9251709298211,
2006,3,25.867851590714,
2007,3,24.8146803872151,
2008,3,23.7299253592737,
2009,3,22.634950114204,
2010,3,21.6597941819972,
2011,3,20.7445878802467,
2012,3,19.7033308361889,
2013,3,18.7181651899098,
2014,3,17.8294923834166,
2015,3,17.0562070437048,
2016,3,16.3403658421462,
2017,3,15.7376288691178,
2018,3,15.1741682950367,
2019,3,14.599690911571,
2020,3,14.0896301347476,
2021,3,13.6366336278064,
2022,3,13.1742567088396,
2023,3,12.6606071423175,
1989,3,6.06586798593302,
1990,3,5.9813937215314,
1991,3,5.91397118962231,
1992,3,5.83595586876236,
1993,3,5.73529917175603,
1994,3,5.5901498010599,
1995,3,5.43083762331914,
1996,3,5.27186719654547,
1997,3,5.13029488598055,
1998,3,5.02970397295794,
1999,3,4.98006947569482,
2000,3,4.97497275776664,
2001,3,5.00529054772964,
2002,3,5.04414558655894,
2003,3,5.06125758945136,
2004,3,5.03482455865553,
2005,3,4.99004065957702,
2006,3,4.94222337054036,
2007,3,4.90510744953935,
2008,3,4.88301135761998,
2009,3,4.87615220824508,
2010,3,4.86946711039869,
2011,3,4.85773666361078,
2012,3,4.85093281772485,
2013,3,4.87147168324253,
2014,3,4.92658701907107,
2015,3,5.01414607335539,
2016,3,5.09047887389932,
2017,3,5.1596152873682,
2018,3,5.19789154552288,
2019,3,5.19089173236863,
2020,3,5.15696506356423,
2021,3,5.0931184509011,
2022,3,5.02187936376163,
2023,3,4.9339206782503,
1977,3,65.64778148860231,
1978,3,62.7799759873804,
1979,3,55.5067472284677,
1980,3,52.4125589624079,
1981,3,49.2639317337324,
1982,3,46.6041750730258,
1983,3,44.6368388476993,
1984,3,43.3937944679887,
1985,3,42.5183427115076,
1986,3,41.8886928865924,
1987,3,41.4083107185807,
1988,3,41.0099443418609,
1989,3,40.6155515329038,
1990,3,40.2656749318122,
1991,3,39.8912999323945,
1992,3,39.5718616238182,
1993,3,39.3529747483015,
1994,3,39.1656574726988,
1995,3,38.989907207261,
1996,3,38.6964492759567,
1997,3,38.2444338895458,
1998,3,37.5719954503139,
1999,3,36.6486383070287,
2000,3,35.2589835391198,
2001,3,33.4790663839289,
2002,3,31.5694860170366,
2003,3,29.8265302610146,
2004,3,28.2969345499434,
2005,3,26.9404099236874,
2006,3,25.7076307929463,
2007,3,24.5644037653737,
2008,3,23.4858284389749,
2009,3,22.3950401428996,
2010,3,21.3473181971825,
2011,3,20.2688095915896,
2012,3,19.279752901745,
2013,3,18.2003681574784,
2014,3,17.21331740762,
2015,3,16.3606504755359,
2016,3,15.6310683090357,
2017,3,14.9681170960711,
2018,3,14.3570406654465,
2019,3,13.7591703394512,
2020,3,13.2175061536753,
2021,3,12.7177057313231,
2022,3,12.2715030896226,
2023,3,11.8282846797856,
1989,3,29.7126367628597,
1990,3,29.6581587895215,
1991,3,29.4695138177648,
1992,3,29.1000794159569,
1993,3,28.5190863642907,
1994,3,27.7353214662513,
1995,3,26.7704473903256,
1996,3,25.6873941598113,
1997,3,24.5782305173347,
1998,3,23.5033257107465,
1999,3,22.4601392308787,
2000,3,21.3795478786711,
2001,3,19.9402368172846,
2002,3,18.4262836267642,
2003,3,16.8690670121943,
2004,3,15.3372759238141,
2005,3,13.8644164911519,
2006,3,12.5020409981109,
2007,3,11.2746800532473,
2008,3,10.179705467781,
2009,3,9.21138101227311,
2010,3,8.368083608960781,
2011,3,7.62486716257317,
2012,3,6.95750917722151,
2013,3,6.36092927599213,
2014,3,5.81898337200816,
2015,3,5.318192339175,
2016,3,4.86172416450387,
2017,3,4.44641968698934,
2018,3,4.07992040419627,
2019,3,3.75588913745138,
2020,3,3.47659389866903,
2021,3,3.2328682425726,
2022,3,3.01712991259276,
2023,3,2.82635108390129,
1989,3,6.15512380915363,
1990,3,6.12748159218474,
1991,3,6.02876867048451,
1992,3,5.85548518692049,
1993,3,5.60731715546799,
1994,3,5.31689872815262,
1995,3,5.0106908806478,
1996,3,4.72662938265123,
1997,3,4.44498059282455,
1998,3,4.17027387159699,
1999,3,3.91276664855748,
2000,3,3.66998201729458,
2001,3,3.43805218170277,
2002,3,3.20577411405588,
2003,3,2.97906402249479,
2004,3,2.75853685951751,
2005,3,2.55183643529038,
2006,3,2.36252670557718,
2007,3,2.20185873457064,
2008,3,2.07449541640691,
2009,3,1.97673085650039,
2010,3,1.89666383820296,
2011,3,1.82906253813667,
2012,3,1.77490230303915,
2013,3,1.73259680240809,
2014,3,1.70459750874277,
2015,3,1.68912418307961,
2016,3,1.69362199675711,
2017,3,1.71162636018674,
2018,3,1.73894120176435,
2019,3,1.77419389272498,
2020,3,1.82132277606902,
2021,3,1.87286474111105,
2022,3,1.91860390812205,
2023,3,1.94751028117392,
1977,3,28.2561500983696,
1978,3,27.7017919169355,
1979,3,27.1221347125167,
1980,3,26.6413072918846,
1981,3,26.15169623906,
1982,3,25.6880295482865,
1983,3,25.229613929496,
1984,3,24.8594414882456,
1985,3,24.567147234442,
1986,3,24.4232964430998,
1987,3,24.350661254689,
1988,3,24.4189764921827,
1989,3,24.6088757624568,
1990,3,24.7619372002448,
1991,3,24.880110209174,
1992,3,24.9118676265964,
1993,3,24.9031635196381,
1994,3,24.7879260680935,
1995,3,24.6315901918948,
1996,3,24.4277109138451,
1997,3,24.1530860212683,
1998,3,23.8238380155151,
1999,3,23.3792915038731,
2000,3,22.643370896117,
2001,3,21.4760712273113,
2002,3,20.1778982477103,
2003,3,18.7664310401759,
2004,3,17.2751107671877,
2005,3,15.8261601205474,
2006,3,14.426581609438,
2007,3,13.1386554108779,
2008,3,11.9844558953297,
2009,3,10.963216116354,
2010,3,10.0842113315382,
2011,3,9.327385735814669,
2012,3,8.640055669154179,
